,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"var_s_30[4,23]",11.3701,0.0373341,4.37575,3.62346,6.02369,10.5015,19.4337,18773.9,7122.35,1.00285
"var_s_30[4,24]",11.9399,0.050977,5.74005,4.7627,5.06563,10.7156,22.8314,17465.6,7468.7,0.99993
"var_s_30[4,25]",14.2446,0.0412903,4.93579,4.40102,7.96649,13.3848,23.4197,19437.6,8018.0,1.00095
"var_s_30[4,26]",12.5402,0.0373449,4.37618,3.78942,7.04375,11.7404,20.7427,18463.4,7513.21,1.00066
"var_s_30[4,27]",12.6664,0.0396377,4.72828,4.23717,6.67568,11.8284,21.5595,17753.1,7515.28,1.00018
"var_s_30[4,28]",12.2408,0.0362534,4.48764,3.98206,6.60611,11.4503,20.7348,20298.2,7139.01,1.00199
"var_s_30[4,29]",18.7357,0.0579,6.61541,5.76272,10.3443,17.5207,31.2001,17199.3,7680.28,1.00121
"var_s_30[4,30]",11.7673,0.0393164,4.55186,3.84773,6.12167,10.9442,20.336,19203.5,7832.07,1.00033
"var_s_30[4,31]",9.6783,0.0319098,3.73542,3.27775,4.9713,9.0246,16.6391,17030.7,8464.06,0.999891
"var_s_30[5,1]",1.93526,0.00892867,0.967143,0.791797,0.794745,1.72782,3.74832,14911.7,7945.2,1.00026
"var_s_30[5,2]",3.81026,0.0152447,1.72655,1.44578,1.74402,3.4684,7.01235,17444.2,7905.88,1.00021
"var_s_30[5,3]",5.81724,0.0218077,2.50051,2.17125,2.74383,5.36798,10.4718,15951.7,7790.73,1.00037
"var_s_30[5,4]",3.98142,0.0160332,1.69945,1.39364,1.93065,3.64875,7.14256,15211.1,7890.62,1.0007
"var_s_30[5,5]",8.38485,0.0245307,2.77584,2.46434,4.88563,7.92745,13.4163,18433.5,7606.8,1.001
"var_s_30[5,6]",7.39556,0.0243208,2.8093,2.43158,3.89496,6.89183,12.6595,16625.7,7803.43,1.00028
"var_s_30[5,7]",10.9348,0.0352963,3.81716,3.32465,6.05467,10.2624,18.1583,15801.4,7315.96,1.00156
"var_s_30[5,8]",8.54934,0.028742,3.22441,2.75645,4.53998,7.9309,14.4858,17463.4,7482.01,1.00075
"var_s_30[5,9]",8.44614,0.0283389,3.21452,2.75235,4.43623,7.84477,14.3035,16988.1,8124.02,1.0013
"var_s_30[5,10]",16.5286,0.0384212,4.64557,4.20302,10.3286,15.8103,25.2383,19069.9,7229.22,1.00258
"var_s_30[5,11]",12.318,0.0506367,5.44664,4.70854,5.56387,11.2137,22.6046,13264.1,8088.2,1.00003
"var_s_30[5,12]",12.1556,0.0356675,4.23576,3.70961,6.76124,11.3772,20.0503,18802.2,7169.98,1.00154
"var_s_30[5,13]",12.5599,0.0396584,4.59757,3.98421,6.80045,11.7068,21.1662,18422.4,7434.76,1.00018
"var_s_30[5,14]",13.8974,0.0418208,4.75853,4.20147,7.87653,13.0436,22.8481,17487.4,7088.07,1.00126
"var_s_30[5,15]",13.8171,0.0451469,5.18976,4.53401,7.29281,12.8707,23.5844,17990.8,7359.62,1.00064
"var_s_30[5,16]",16.6689,0.0474274,5.64779,5.09066,9.4268,15.7253,27.0882,18922.7,7395.44,1.00125
"var_s_30[5,17]",14.0196,0.0431006,5.02354,4.37197,7.71536,13.0827,23.6315,18381.2,6709.03,1.00181
"var_s_30[5,18]",19.2432,0.0519676,6.16981,5.56887,11.2155,18.2021,30.7876,20063.4,7093.66,1.00153
"var_s_30[5,19]",18.4024,0.0503773,6.11462,5.52958,10.6104,17.3552,29.8943,19482.3,7320.98,0.99992
"var_s_30[5,20]",13.2835,0.0558898,6.46057,5.28872,5.67606,11.8979,25.471,19517.6,7359.66,1.0012
"var_s_30[5,21]",10.1632,0.0394159,4.43213,3.67088,4.88893,9.29139,18.2491,17565.9,7694.32,1.00053
"var_s_30[5,22]",13.3166,0.046468,5.42032,4.62335,6.54618,12.2473,23.7199,19094.5,7232.18,1.00054
"var_s_30[5,23]",17.82,0.0454704,5.64838,4.99414,10.5773,16.8481,28.4757,21358.9,6723.55,1.00041
"var_s_30[5,24]",23.4327,0.0640626,7.66423,6.79935,13.5916,22.0937,37.8859,19987.3,7246.09,1.0006
"var_s_30[5,25]",15.2967,0.0497564,5.5974,4.74914,8.25832,14.2828,25.8004,18105.4,7042.9,1.00091
"var_s_30[5,26]",22.5792,0.064579,7.41585,6.43308,13.1561,21.2613,36.5029,17448.2,7515.57,1.0005
"var_s_30[5,27]",13.0668,0.039687,4.73674,4.11095,7.08348,12.207,21.9752,20155.3,7590.0,1.00018
"var_s_30[5,28]",17.0677,0.0520965,6.2969,5.36079,9.22768,15.9124,28.8111,20024.8,6952.15,1.00103
"var_s_30[5,29]",12.3429,0.0415344,4.80018,4.16465,6.46862,11.4554,21.2166,18053.1,7792.8,1.00215
"var_s_30[5,30]",17.7408,0.0558244,6.58937,5.67999,9.53909,16.4621,30.193,19329.1,7502.21,1.00092
"var_s_30[5,31]",13.2731,0.0415551,4.95388,4.34423,7.03703,12.3584,22.8031,17702.1,7451.72,1.00047
"var_s_30[6,1]",1.75985,0.00661498,0.703896,0.60238,0.896767,1.62478,3.08343,15165.8,7293.89,1.00073
"var_s_30[6,2]",4.77192,0.0154051,1.77725,1.49076,2.58808,4.43893,8.05473,18015.6,7155.19,1.00145
"var_s_30[6,3]",5.45843,0.020792,2.22,1.91161,2.71014,5.0155,9.61689,16045.1,6982.74,1.00078
"var_s_30[6,4]",6.24851,0.0254989,2.81796,2.37809,2.88649,5.6786,11.5887,17489.3,7541.64,1.00033
"var_s_30[6,5]",9.18573,0.0311743,3.59774,3.01018,4.77297,8.47723,16.0529,17544.1,7236.64,1.00089
"var_s_30[6,6]",6.59682,0.0226245,2.60545,2.18279,3.35258,6.09478,11.5033,17949.4,7623.25,1.00205
"var_s_30[6,7]",9.52618,0.0280216,3.2826,2.82255,5.40945,8.93685,15.7663,18923.4,7200.46,1.00053
"var_s_30[6,8]",8.2773,0.0273227,2.97306,2.59981,4.54401,7.75177,13.7244,16691.0,7315.4,1.00155
"var_s_30[6,9]",8.77648,0.035756,3.97001,3.38833,3.94294,7.97828,16.4426,16200.1,6848.38,1.00057
"var_s_30[6,10]",8.38781,0.0269243,3.14758,2.7347,4.47448,7.79115,14.3275,18478.6,7242.49,1.00043
"var_s_30[6,11]",13.9644,0.0420894,5.25339,4.53972,7.45211,12.9167,24.1153,21736.7,7421.7,1.00143
"var_s_30[6,12]",10.0782,0.0287877,3.44459,3.04046,5.71006,9.47869,16.4552,17822.6,7605.82,1.00031
"var_s_30[6,13]",14.7854,0.0442161,5.2903,4.54691,8.12612,13.8811,24.4699,19355.5,6871.86,1.00086
"var_s_30[6,14]",13.6137,0.0375093,4.33897,3.90524,7.95019,12.9024,21.7574,17860.7,7415.94,1.00086
"var_s_30[6,15]",9.91141,0.0298981,3.6217,3.23758,5.33852,9.27687,16.6046,19742.2,7120.47,1.0006
"var_s_30[6,16]",14.0214,0.040873,4.94572,4.34135,7.80446,13.1139,23.1404,20273.6,7546.44,1.00179
"var_s_30[6,17]",17.4321,0.048778,5.80419,5.14529,9.9819,16.3802,28.2056,18228.9,8039.72,1.00094
"var_s_30[6,18]",12.5485,0.0501012,5.78459,4.84589,5.63234,11.4083,23.3456,17142.2,7756.43,1.00063
"var_s_30[6,19]",14.6323,0.0498162,5.65876,4.83654,7.50346,13.5553,25.5143,17048.6,7645.41,1.00119
"var_s_30[6,20]",15.1862,0.0485233,5.57015,4.80629,8.23006,14.1273,25.8599,17788.1,7884.21,0.999977
"var_s_30[6,21]",12.9752,0.0442535,5.11659,4.42785,6.61496,12.0052,22.677,18079.1,7695.68,1.00141
"var_s_30[6,22]",11.6268,0.0343954,4.01775,3.58356,6.50181,10.9261,19.2113,17778.9,7863.41,1.00168
"var_s_30[6,23]",12.8139,0.0387579,4.77556,4.144,6.87426,11.9506,21.7004,19724.4,7648.44,1.00136
"var_s_30[6,24]",16.2873,0.0545756,5.94709,4.89176,8.86051,15.1397,27.5306,16597.6,7065.05,1.00075
"var_s_30[6,25]",15.4352,0.0468119,5.58759,4.91541,8.42492,14.4449,25.6796,19306.3,7530.51,1.00128
"var_s_30[6,26]",10.9891,0.0392152,4.64065,3.93386,5.33904,10.0743,19.7264,16444.0,7971.21,1.00088
"var_s_30[6,27]",11.7247,0.0447741,4.92442,4.12215,5.66318,10.7399,21.1046,16048.1,6942.12,1.00072
"var_s_30[6,28]",14.558,0.0485815,5.26286,4.56693,7.92648,13.576,24.3701,14228.9,8068.23,1.00134
"var_s_30[6,29]",15.9326,0.0432538,5.09637,4.41266,9.37958,15.0917,25.5147,19301.5,7694.61,1.00112
"var_s_30[6,30]",10.712,0.0389808,4.26504,3.6486,5.47502,9.89727,18.7389,16536.2,7062.72,1.00131
"var_s_30[6,31]",11.5471,0.0478636,5.40347,4.49439,5.1425,10.455,21.7613,17868.3,7166.02,1.00124
"var_s_30[7,1]",2.68538,0.00893628,1.03066,0.876943,1.40953,2.4858,4.64811,17964.6,7630.95,1.00057
"var_s_30[7,2]",3.09054,0.0124167,1.40964,1.20439,1.39044,2.81356,5.76333,16656.5,7943.88,1.00123
"var_s_30[7,3]",8.3734,0.0261006,3.02556,2.59589,4.55908,7.8257,14.1115,18054.5,7509.02,1.00061
"var_s_30[7,4]",7.08593,0.0236534,2.73842,2.33149,3.69245,6.5497,12.2697,18954.8,7146.91,1.0012
"var_s_30[7,5]",6.63592,0.0234755,2.62937,2.25073,3.36737,6.13097,11.5813,17356.6,7180.66,1.0013
"var_s_30[7,6]",6.33242,0.019416,2.23273,1.90504,3.50221,5.93759,10.5409,18568.2,7321.67,1.00038
"var_s_30[7,7]",6.83928,0.0239732,2.72601,2.35078,3.47117,6.29726,11.9496,17448.5,7613.37,1.00021
"var_s_30[7,8]",8.25484,0.0243626,2.88684,2.54247,4.58381,7.75039,13.6374,17783.7,7738.37,1.00182
"var_s_30[7,9]",8.78652,0.0262939,3.09781,2.69498,4.86543,8.25673,14.5092,19029.1,7294.33,1.00075
"var_s_30[7,10]",6.79112,0.0270815,2.95088,2.43783,3.2455,6.18887,12.3667,16302.9,7793.86,1.0009
"var_s_30[7,11]",8.17789,0.0287556,3.35599,2.8311,4.01487,7.51682,14.507,17060.6,8095.19,1.00038
"var_s_30[7,12]",8.96708,0.0306927,3.47925,2.92785,4.66244,8.33148,15.5853,16680.2,7834.74,1.00113
"var_s_30[7,13]",13.2057,0.0375193,4.39668,3.85879,7.55125,12.4426,21.3146,19005.4,7248.03,0.999941
"var_s_30[7,14]",9.83745,0.0396604,4.63715,3.79492,4.26627,8.88091,18.7573,19290.9,7315.48,1.00187
"var_s_30[7,15]",8.47984,0.0324067,3.53905,2.9229,4.20147,7.78599,14.9879,18027.3,7467.27,1.00315
"var_s_30[7,16]",13.4631,0.040979,4.9274,4.33936,7.19262,12.5995,22.4782,19347.3,7700.8,1.00172
"var_s_30[7,17]",9.33755,0.0328521,3.71372,3.14421,4.76519,8.6298,16.33,17616.6,7601.53,1.00223
"var_s_30[7,18]",10.1662,0.0362867,4.03849,3.4223,5.23463,9.37275,17.5676,17808.3,7614.76,1.00421
"var_s_30[7,19]",7.03936,0.0278302,3.04699,2.63063,3.29038,6.45939,12.7656,16396.7,7099.04,1.00006
"var_s_30[7,20]",12.2487,0.0399088,4.66717,4.03361,6.43133,11.3409,20.9047,19086.5,7468.84,1.00239
"var_s_30[7,21]",11.2285,0.0356416,4.12481,3.5944,6.00325,10.4757,19.1469,17928.7,7397.53,1.0012
"var_s_30[7,22]",9.82088,0.0319524,3.63717,3.08724,5.25153,9.17726,16.492,17844.4,7007.99,1.00141
"var_s_30[7,23]",12.4184,0.0382786,4.50775,3.99324,6.78857,11.6283,20.823,18820.7,7850.84,1.0015
"var_s_30[7,24]",10.99,0.0443386,4.8792,4.16176,5.08708,10.0215,20.168,17609.3,7213.72,1.00027
"var_s_30[7,25]",11.2329,0.0447654,4.96482,4.17205,5.21097,10.2418,20.7024,16215.6,7667.54,1.00052
"var_s_30[7,26]",10.9581,0.0451633,5.18014,4.27261,4.74609,9.9233,20.6355,18077.8,7443.59,1.00045
"var_s_30[7,27]",11.2087,0.041916,4.58008,3.8639,5.63901,10.3186,19.766,16326.4,7783.89,1.00037
"var_s_30[7,28]",16.0623,0.0473376,5.80041,5.14358,8.78995,15.0674,26.8384,19722.0,7936.63,1.00113
"var_s_30[7,29]",14.6546,0.0478542,5.33954,4.62786,7.96489,13.6677,24.5057,16846.9,7921.1,1.00055
"var_s_30[7,30]",13.8322,0.0546448,6.17485,5.17562,6.41939,12.5353,25.4517,18102.9,7255.05,1.00039
"var_s_30[7,31]",16.3487,0.048578,5.97295,5.27605,8.83592,15.2668,27.3257,19859.1,6814.67,1.00002
"var_s_30[8,1]",8.10129,0.0212056,2.41794,2.16054,4.94168,7.71185,12.5725,17105.9,7441.34,1.00185
"var_s_30[8,2]",6.0149,0.0153982,1.87751,1.65041,3.57989,5.71687,9.56329,19067.6,7570.2,1.00105
"var_s_30[8,3]",7.07447,0.0208079,2.57004,2.225,3.83101,6.61203,11.997,19998.0,7702.59,1.00129
"var_s_30[8,4]",6.70092,0.0197745,2.32774,2.01903,3.75107,6.30648,10.9866,19216.5,7158.66,1.00197
"var_s_30[8,5]",19.1873,0.0517087,5.89413,5.24551,11.543,18.229,30.0743,17936.6,6860.49,0.99983
"var_s_30[8,6]",7.08915,0.0245863,2.78295,2.30822,3.61993,6.54755,12.4099,18922.6,7266.47,1.00038
"var_s_30[8,7]",6.38053,0.0259841,2.89197,2.38409,2.92593,5.79464,11.7656,16183.6,7617.39,1.00042
"var_s_30[8,8]",10.331,0.0302633,3.60463,3.1463,5.7901,9.67865,17.2569,20566.9,7067.06,1.00222
"var_s_30[8,9]",10.4691,0.0330017,3.92467,3.47043,5.50693,9.75958,17.6754,19451.1,7409.66,1.00041
"var_s_30[8,10]",8.77981,0.0303772,3.43865,2.90463,4.49712,8.11236,15.1925,15840.6,7768.96,0.999894
"var_s_30[8,11]",17.1506,0.0497636,6.08753,5.25967,9.43299,16.0912,28.6537,20982.4,7022.71,1.0026
"var_s_30[8,12]",16.9102,0.0514103,5.80574,5.18547,9.5156,15.8856,27.6728,16756.0,7557.68,1.0006
"var_s_30[8,13]",15.0902,0.0480348,5.62083,4.83535,8.07335,14.0688,25.6748,18313.9,7760.75,1.00057
"var_s_30[8,14]",11.7594,0.0375456,4.18978,3.65912,6.48493,11.0304,19.523,17326.3,6975.88,1.00275
"var_s_30[8,15]",11.3562,0.0372873,4.55369,3.89781,5.72329,10.4377,19.9841,19265.3,8135.53,1.00093
"var_s_30[8,16]",14.2253,0.0519724,5.93722,5.055,6.96453,12.9912,25.4796,16533.1,8142.81,1.00088
"var_s_30[8,17]",14.8202,0.0517865,6.07166,5.26753,7.29443,13.6995,26.2412,17317.5,8211.16,1.00066
"var_s_30[8,18]",13.8642,0.0476829,5.62197,4.81345,6.91057,12.7629,24.4928,18703.4,8261.19,1.00062
"var_s_30[8,19]",12.626,0.039256,4.649,4.00784,6.75892,11.7647,21.6255,18793.3,7534.52,1.00049
"var_s_30[8,20]",18.4293,0.0564214,6.44446,5.69645,10.3002,17.3296,30.4467,17103.9,7195.52,1.00071
"var_s_30[8,21]",13.4228,0.0567713,6.418,5.29689,5.74807,12.1101,25.7855,17035.0,7692.31,1.00153
"var_s_30[8,22]",18.1208,0.0606364,6.95102,6.06546,9.34526,16.8304,31.2196,17023.9,7560.43,1.00124
"var_s_30[8,23]",20.467,0.0692521,7.75806,6.5952,10.9684,19.0076,35.1289,16785.8,8331.21,1.00014
"var_s_30[8,24]",15.7006,0.0578506,6.56624,5.69037,7.55436,14.4513,28.1102,16033.3,8053.93,1.00088
"var_s_30[8,25]",16.713,0.057214,6.57456,5.59822,8.58537,15.4338,29.2364,17210.8,7404.98,1.00097
"var_s_30[8,26]",9.85138,0.0336021,3.73377,3.18086,5.23374,9.14299,16.7632,18992.8,7544.28,1.00033
"var_s_30[8,27]",21.5673,0.0632742,6.84111,5.98088,12.8019,20.4458,34.3591,15311.7,7577.85,1.00101
"var_s_30[8,28]",16.3754,0.0598764,6.33267,5.40304,8.57319,15.2402,28.1218,14729.4,7999.33,1.00117
"var_s_30[8,29]",18.0431,0.0523938,5.902,5.13639,10.5191,16.9616,29.0697,16849.6,7576.71,0.999988
"var_s_30[8,30]",14.7645,0.0505089,5.70127,4.94758,7.56475,13.6902,25.607,15855.8,8167.98,1.00012
"var_s_30[8,31]",9.33772,0.0370794,4.22323,3.57963,4.26454,8.48712,17.3688,15884.2,7890.68,1.00025
"var_s_30[9,1]",1.85391,0.00743757,0.841881,0.696392,0.852436,1.67943,3.42825,16822.1,8242.89,1.00169
"var_s_30[9,2]",3.18155,0.0130116,1.47947,1.22695,1.41278,2.86074,6.05465,16125.1,7426.54,1.00079
"var_s_30[9,3]",6.06593,0.022131,2.49585,2.07396,3.06459,5.57366,10.6614,18369.5,6999.38,1.00003
"var_s_30[9,4]",5.00265,0.0211461,2.31373,1.95804,2.20613,4.54321,9.44341,16070.0,7697.72,1.00065
"var_s_30[9,5]",5.75181,0.0209161,2.40597,2.03166,2.81239,5.28979,10.2402,17707.0,7740.37,1.00166
"var_s_30[9,6]",6.08405,0.0216724,2.45389,2.11944,3.0452,5.62301,10.7213,17299.7,7245.04,1.00105
"var_s_30[9,7]",6.00212,0.0232497,2.68543,2.22821,2.78844,5.45017,10.9886,17105.5,7987.28,1.00082
"var_s_30[9,8]",6.70432,0.0228836,2.59517,2.17864,3.53377,6.2019,11.4632,18138.1,7862.32,1.00051
"var_s_30[9,9]",7.73602,0.0327711,3.62336,3.08579,3.35302,7.0025,14.607,15089.8,8033.33,1.00095
"var_s_30[9,10]",5.09439,0.0225226,2.44648,2.01827,2.18111,4.56745,9.74758,15046.5,7640.35,0.999891
"var_s_30[9,11]",11.0255,0.0420147,4.65033,3.86669,5.34091,10.1639,19.7736,16862.0,7354.9,1.00029
"var_s_30[9,12]",8.61472,0.0381285,3.8375,3.25334,3.93806,7.85865,15.735,12737.4,7710.94,1.00044
"var_s_30[9,13]",10.0813,0.0395279,4.25259,3.65003,4.8681,9.25999,18.1619,14603.3,8053.18,1.00095
"var_s_30[9,14]",8.92692,0.0321304,3.5467,3.00339,4.51835,8.26792,15.5889,15736.5,7557.13,1.00121
"var_s_30[9,15]",13.5445,0.0466151,5.28082,4.48185,7.0788,12.5739,23.3193,16071.7,7728.02,1.00066
"var_s_30[9,16]",11.5169,0.0487098,5.10829,4.41574,5.22973,10.4489,21.3082,12769.3,8211.91,1.00069
"var_s_30[9,17]",10.6919,0.0367638,4.01875,3.45768,5.74591,9.91753,18.105,16560.3,7110.78,1.00126
"var_s_30[9,18]",13.9562,0.045581,5.09421,4.47041,7.53387,13.0556,23.4623,15493.6,7910.4,1.00029
"var_s_30[9,19]",14.4133,0.0547508,6.21778,5.22691,6.83188,13.1605,25.9447,16300.1,7920.39,0.999975
"var_s_30[9,20]",18.7671,0.0669441,7.53488,6.3032,9.66478,17.3044,32.9611,17833.0,7038.59,1.00205
"var_s_30[9,21]",12.6923,0.0406952,4.6412,4.08805,6.77182,11.8833,21.381,17434.9,7588.71,1.00098
"var_s_30[9,22]",16.5228,0.0505778,6.04736,5.26597,8.98448,15.3458,27.6106,19001.7,7554.1,1.00066
"var_s_30[9,23]",12.6072,0.0415207,4.65273,3.97928,6.79572,11.6941,21.2616,17329.0,7765.47,1.00184
"var_s_30[9,24]",12.277,0.035633,4.26402,3.73742,6.82115,11.5096,20.2264,20250.8,7478.51,1.00108
"var_s_30[9,25]",27.1755,0.0824423,9.56798,8.39456,15.0031,25.4599,45.3646,17520.5,8175.74,1.00076
"var_s_30[9,26]",12.4766,0.0413211,4.77415,4.06552,6.5613,11.5774,21.5314,17893.4,7275.14,1.00065
"var_s_30[9,27]",12.2574,0.0420342,4.89183,4.10544,6.22349,11.3056,21.4726,18843.1,7821.79,1.00063
"var_s_30[9,28]",15.5981,0.0544922,6.21826,5.41609,7.93786,14.4985,27.1912,16180.1,7866.51,0.999814
"var_s_30[9,29]",12.8938,0.040551,4.77231,4.18033,6.89571,12.0509,21.7586,19098.4,7357.37,1.00127
"var_s_30[9,30]",17.2027,0.0482842,5.67504,5.03484,9.79661,16.2328,27.8054,16151.2,8129.11,1.00048
"var_s_30[9,31]",11.6123,0.0360684,4.25669,3.69308,6.24789,10.8345,19.6836,19244.0,7521.26,1.00288
"var_s_30[10,1]",1.74944,0.00801704,0.883841,0.737527,0.706431,1.55527,3.43075,15565.3,7450.4,1.00075
"var_s_30[10,2]",5.30653,0.0199366,2.21828,1.87538,2.61947,4.85038,9.47016,17685.3,6668.52,1.00057
"var_s_30[10,3]",5.49272,0.0219882,2.49192,2.05918,2.50175,4.99887,10.2717,17261.1,7671.13,1.00077
"var_s_30[10,4]",4.2535,0.0193438,2.04445,1.66033,1.86139,3.82097,8.03248,16343.9,7070.03,1.00027
"var_s_30[10,5]",7.46354,0.0285576,3.14496,2.66611,3.6205,6.83075,13.3826,16937.2,7240.19,1.00166
"var_s_30[10,6]",6.4942,0.0177672,2.01361,1.76887,3.90073,6.17198,10.307,16842.4,7886.37,1.00065
"var_s_30[10,7]",5.37025,0.0199446,2.3453,2.00674,2.51426,4.92359,9.75926,17608.2,7884.54,1.00027
"var_s_30[10,8]",6.846,0.0221485,2.55579,2.15399,3.6335,6.38363,11.593,18116.4,7483.17,1.00107
"var_s_30[10,9]",8.22127,0.0294774,3.37825,2.89386,4.09089,7.5709,14.6137,18152.1,7579.24,1.00142
"var_s_30[10,10]",6.46127,0.0248013,2.66266,2.20646,3.2329,5.94555,11.4716,15293.8,6918.29,1.00043
"var_s_30[10,11]",9.97092,0.032066,3.84429,3.34104,5.14568,9.26666,17.2464,17993.8,8624.82,1.00104
"var_s_30[10,12]",11.3963,0.0399362,4.44207,3.79271,5.91021,10.5486,19.6667,17093.1,6974.36,1.00084
"var_s_30[10,13]",12.1448,0.0361477,4.19899,3.59603,6.86805,11.3874,19.8672,18924.6,7470.09,1.00094
"var_s_30[10,14]",8.97993,0.0265121,3.10451,2.77877,5.00293,8.43767,14.7425,18083.8,8207.29,1.0012
"var_s_30[10,15]",10.6375,0.0413149,4.56756,3.74878,5.10133,9.72143,19.3641,17118.3,6928.91,1.0017
"var_s_30[10,16]",9.88811,0.0322012,3.74915,3.24,5.22174,9.19191,16.8803,18349.9,7817.15,1.00091
"var_s_30[10,17]",10.2086,0.0332091,3.89584,3.43385,5.31632,9.46984,17.4833,18470.7,7487.22,1.00075
"var_s_30[10,18]",11.9051,0.0372121,4.36804,3.82252,6.4171,11.1094,19.905,18315.0,7354.51,0.999874
"var_s_30[10,19]",21.1464,0.0616291,7.27673,6.35153,11.8675,19.8507,34.7582,20024.1,6460.53,1.00092
"var_s_30[10,20]",20.7976,0.0605428,7.39994,6.48519,11.3,19.4915,34.6431,18729.3,7900.94,1.00079
"var_s_30[10,21]",14.2946,0.0513859,5.7221,4.85073,7.29424,13.1524,25.0201,19271.0,7110.37,1.00169
"var_s_30[10,22]",14.9048,0.0594797,6.64065,5.57257,6.74787,13.62,27.149,18370.6,7248.96,1.00194
"var_s_30[10,23]",15.6039,0.0508387,5.88878,5.03439,8.40161,14.4306,26.6267,20001.8,7221.42,1.00102
"var_s_30[10,24]",17.827,0.0598155,6.86982,5.88918,9.31816,16.5604,30.6825,19128.3,7541.13,0.999898
"var_s_30[10,25]",17.4203,0.0471852,5.67723,5.05693,10.1478,16.4556,27.9275,19445.4,6949.18,1.00084
"var_s_30[10,26]",13.8212,0.0529841,6.14916,5.22323,6.37146,12.6372,25.3007,17870.5,7958.82,1.0006
"var_s_30[10,27]",17.9078,0.0456218,5.58052,4.96589,10.6569,16.9616,28.3457,19239.6,7037.77,1.0031
"var_s_30[10,28]",17.966,0.0510146,6.22814,5.47139,9.95851,16.8903,29.4822,19360.6,7846.22,1.00094
"var_s_30[10,29]",15.7441,0.0493893,5.92548,5.21015,8.37843,14.6848,27.0177,20746.7,6985.88,1.00153
"var_s_30[10,30]",19.2967,0.0635373,7.29981,6.19616,10.1775,17.9383,33.146,17784.4,6747.31,1.00117
"var_s_30[10,31]",13.5663,0.0333605,4.11504,3.69227,8.12599,12.8887,21.3025,19295.5,8233.75,1.00124
"var_s_30[11,1]",1.91982,0.00675498,0.748739,0.662418,0.987343,1.77971,3.33392,15846.5,7086.01,1.00132
"var_s_30[11,2]",3.35058,0.0148071,1.58538,1.31605,1.46839,3.01683,6.38489,17089.1,7011.51,1.00118
"var_s_30[11,3]",6.50678,0.0214683,2.43517,2.08026,3.47975,6.06593,11.0034,18121.7,7434.74,1.00072
"var_s_30[11,4]",9.61443,0.0319023,3.47703,2.93564,5.33177,8.96749,16.0571,16991.2,7192.77,1.00038
"var_s_30[11,5]",6.70472,0.0197396,2.33339,2.04298,3.76738,6.31643,11.0199,19799.9,7436.36,1.00119
"var_s_30[11,6]",7.83464,0.027652,3.08656,2.64354,3.99355,7.22133,13.5814,15905.3,7458.18,1.00096
"var_s_30[11,7]",7.67609,0.0234316,2.70664,2.36306,4.26643,7.18427,12.7531,19135.0,6866.08,1.00258
"var_s_30[11,8]",6.43145,0.0246743,2.82307,2.3685,3.0178,5.88294,11.6282,18385.5,7119.82,1.00183
"var_s_30[11,9]",8.91777,0.0300503,3.57692,3.05418,4.50048,8.2561,15.477,19577.9,7758.69,1.00178
"var_s_30[11,10]",16.7598,0.041714,5.12737,4.56322,10.0944,15.9104,26.2622,21107.4,7672.16,1.00087
"var_s_30[11,11]",12.3093,0.0312312,3.83448,3.41346,7.35347,11.6349,19.6262,20168.4,7408.42,1.00073
"var_s_30[11,12]",9.13624,0.0327361,3.95042,3.35678,4.32658,8.35123,16.7177,19767.7,7794.72,1.00018
"var_s_30[11,13]",12.3794,0.033562,4.08387,3.65639,7.19537,11.6775,19.9864,20554.2,6797.78,1.00127
"var_s_30[11,14]",12.9664,0.0433978,4.99389,4.28196,6.83827,12.0459,22.2431,17698.6,7481.48,1.00062
"var_s_30[11,15]",12.7325,0.0403416,4.64731,4.01567,6.96001,11.9228,21.3266,17843.4,7512.54,1.00079
"var_s_30[11,16]",12.1481,0.0355016,4.20481,3.61124,6.8273,11.4044,19.9143,19035.9,7355.97,1.00069
"var_s_30[11,17]",16.3172,0.0537594,6.19527,5.23543,8.713,15.2331,27.8222,20667.1,7563.96,1.00115
"var_s_30[11,18]",19.4471,0.0468428,5.65019,5.03951,12.0477,18.5191,29.8948,17663.9,7347.88,0.999961
"var_s_30[11,19]",15.146,0.0465772,5.5364,4.82275,8.20468,14.089,25.5778,19295.8,7413.16,1.00035
"var_s_30[11,20]",15.2011,0.0509031,5.9819,5.09229,7.79099,14.101,26.4738,19164.7,7271.38,1.00024
"var_s_30[11,21]",16.3577,0.0548092,6.27224,5.37517,8.5121,15.2313,27.9731,18025.8,7560.04,1.00015
"var_s_30[11,22]",16.1611,0.0497234,5.91335,5.11719,8.70375,15.0793,27.2395,18994.3,7396.22,1.00119
"var_s_30[11,23]",11.608,0.0434039,4.90623,4.12328,5.71354,10.6301,20.9745,19031.1,6855.03,1.0018
"var_s_30[11,24]",15.1042,0.0561094,6.20366,5.16923,7.64779,13.8349,26.6881,18329.3,6922.31,1.00152
"var_s_30[11,25]",15.2886,0.0489149,5.44797,4.69821,8.51001,14.2725,25.7038,17802.5,6204.82,1.00034
"var_s_30[11,26]",13.0137,0.0506453,5.64135,4.7516,6.25859,11.9147,23.6067,16868.4,7433.39,1.00069
"var_s_30[11,27]",11.4602,0.0494149,5.57782,4.47343,4.82529,10.2923,21.8923,17514.5,7445.23,1.00231
