,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"z_m_s_15[25,9]",0.0825643,0.0043671,0.447641,0.435265,-0.64493,0.0882495,0.829886,10653.2,6665.76,1.00057
"z_m_s_15[25,10]",-0.316698,0.00461823,0.467742,0.464616,-1.08442,-0.315457,0.455818,10564.4,6478.95,1.00136
"z_m_s_15[25,11]",-0.167329,0.00465963,0.461388,0.463516,-0.926711,-0.163778,0.585948,9920.11,7239.04,1.00041
"z_m_s_15[25,12]",-0.401065,0.00467368,0.535612,0.530972,-1.27784,-0.405958,0.4777,13289.4,7038.58,1.00072
"z_m_s_15[25,13]",0.0954765,0.00414143,0.387167,0.386484,-0.549786,0.0963514,0.7294,8888.84,7568.79,1.00128
"z_m_s_15[25,14]",-0.294121,0.00437429,0.425345,0.415145,-0.984475,-0.298685,0.416575,9814.12,6861.3,1.00086
"z_m_s_15[25,15]",-0.465305,0.0045737,0.476086,0.469608,-1.24381,-0.466238,0.317431,11039.7,6595.36,1.00136
"z_m_s_15[25,16]",-0.260528,0.0043352,0.396861,0.393813,-0.902944,-0.26313,0.396005,8610.8,7148.5,1.00115
"z_m_s_15[26,1]",0.546591,0.00510983,0.432667,0.429345,-0.165229,0.544457,1.26799,7593.33,6931.39,1.00215
"z_m_s_15[26,2]",0.521817,0.00433893,0.372699,0.377563,-0.0816824,0.522058,1.13228,7507.79,6331.73,1.00027
"z_m_s_15[26,3]",0.716547,0.00426568,0.422154,0.411911,0.0133459,0.718224,1.39939,9994.63,6726.3,1.0006
"z_m_s_15[26,4]",0.2169,0.00452974,0.45571,0.454895,-0.537738,0.220987,0.946753,10498.6,6964.67,1.00144
"z_m_s_15[26,5]",0.634652,0.00448297,0.428973,0.424144,-0.0725106,0.634235,1.33257,9370.84,6720.54,1.00164
"z_m_s_15[26,6]",0.595687,0.00442814,0.459982,0.454869,-0.157039,0.59575,1.34863,10931.7,6723.09,1.0015
"z_m_s_15[26,7]",0.618187,0.00443744,0.437962,0.432752,-0.115352,0.620488,1.33392,9867.1,6812.44,1.00189
"z_m_s_15[26,8]",0.262249,0.00458914,0.388077,0.373243,-0.376732,0.260962,0.905343,7362.43,6774.09,1.00051
"z_m_s_15[26,9]",-0.264137,0.00464323,0.423293,0.409043,-0.952052,-0.26345,0.430885,8411.93,6331.28,1.00198
"z_m_s_15[26,10]",-0.00717386,0.00441841,0.448498,0.441369,-0.746644,-0.00929924,0.731187,10476.9,7551.99,1.00057
"z_m_s_15[26,11]",0.101783,0.00438959,0.414096,0.404527,-0.57621,0.098211,0.782695,9003.2,7124.38,1.0004
"z_m_s_15[26,12]",0.2175,0.0046566,0.486173,0.47154,-0.584402,0.222283,1.01101,11028.5,7233.38,1.00087
"z_m_s_15[26,13]",0.0119364,0.0042629,0.408106,0.409835,-0.665247,0.0120412,0.680968,9295.01,7005.16,1.00126
"z_m_s_15[26,14]",-0.047613,0.00417647,0.351845,0.342458,-0.630763,-0.04824,0.527074,7277.13,6365.29,1.00053
"z_m_s_15[26,15]",-0.678801,0.0044668,0.403871,0.400822,-1.33517,-0.684897,-0.0143747,8408.87,7231.07,1.0012
"z_m_s_15[26,16]",0.181064,0.00428698,0.355778,0.353014,-0.393633,0.176858,0.761768,6990.41,6663.83,1.00027
"z_m_s_15[27,1]",-0.526479,0.00474696,0.302134,0.296907,-1.01737,-0.524646,-0.0402173,4143.31,5557.95,1.00107
"z_m_s_15[27,2]",-0.207091,0.00436105,0.38442,0.373079,-0.843767,-0.203388,0.423496,7870.54,7001.34,1.0004
"z_m_s_15[27,3]",-0.594007,0.00458532,0.467686,0.450423,-1.3509,-0.606852,0.178091,10591.1,6656.62,1.00158
"z_m_s_15[27,4]",-0.566766,0.00430328,0.415561,0.409352,-1.25646,-0.570955,0.115075,9417.06,7389.45,1.00062
"z_m_s_15[27,5]",-1.58492,0.00450809,0.43327,0.423972,-2.29304,-1.59055,-0.860269,9394.37,6670.59,1.00074
"z_m_s_15[27,6]",0.0530759,0.004316,0.45024,0.444559,-0.689262,0.0564689,0.792616,11033.8,5770.76,1.00279
"z_m_s_15[27,7]",-0.125569,0.00442053,0.459813,0.461848,-0.864231,-0.126128,0.619149,11171.2,6744.71,1.00038
"z_m_s_15[27,8]",-1.20622,0.00468144,0.497947,0.483763,-2.01138,-1.20977,-0.386803,11466.7,7513.89,1.0017
"z_m_s_15[27,9]",-0.27638,0.00409216,0.357797,0.347568,-0.860754,-0.277003,0.320912,7856.62,6587.14,1.00099
"z_m_s_15[27,10]",0.424343,0.00480514,0.548158,0.54742,-0.480841,0.427411,1.3216,13154.6,6690.29,1.00113
"z_m_s_15[27,11]",-0.569132,0.00471895,0.517999,0.508118,-1.41106,-0.572062,0.2758,12291.5,6714.36,1.0016
"z_m_s_15[27,12]",0.132473,0.00467133,0.488637,0.48725,-0.669109,0.130205,0.924213,11159.6,7407.54,1.00131
"z_m_s_15[27,13]",-0.635411,0.00420701,0.417229,0.412096,-1.32128,-0.636348,0.0495759,10189.9,6959.67,1.00042
"z_m_s_15[27,14]",0.31579,0.00429452,0.446458,0.444922,-0.414638,0.314978,1.03855,11004.7,6623.82,1.00099
"z_m_s_15[27,15]",0.0377125,0.0042313,0.392838,0.39296,-0.608406,0.0388706,0.677651,8794.97,7295.44,1.00084
"z_m_s_15[27,16]",0.327852,0.00406672,0.377676,0.373569,-0.305035,0.326647,0.947113,8842.24,6875.05,1.0003
"z_m_s_15[28,1]",0.649442,0.00466511,0.408375,0.40914,-0.0217485,0.655676,1.3266,7813.23,6828.02,1.00076
"z_m_s_15[28,2]",0.25683,0.00456668,0.431537,0.423072,-0.465234,0.263406,0.955483,9097.95,6848.75,1.00098
"z_m_s_15[28,3]",0.521986,0.00479912,0.456933,0.448615,-0.239247,0.524421,1.26491,9313.37,6275.19,1.00101
"z_m_s_15[28,4]",0.343465,0.00452095,0.401303,0.391407,-0.32248,0.345764,0.990408,8157.96,7018.79,1.00057
"z_m_s_15[28,5]",0.445635,0.00435738,0.361672,0.358213,-0.146153,0.443014,1.03948,7013.26,6906.4,1.00113
"z_m_s_15[28,6]",0.650789,0.00445838,0.410002,0.393608,-0.0327105,0.656328,1.32451,8606.64,7385.78,1.00111
"z_m_s_15[28,7]",0.777096,0.00414447,0.361737,0.363062,0.181967,0.780709,1.36008,7736.03,7380.52,1.00123
"z_m_s_15[28,8]",1.41724,0.00430179,0.376399,0.371703,0.797943,1.41958,2.03269,7757.89,7241.35,1.00009
"z_m_s_15[28,9]",1.81837,0.00413687,0.380401,0.373378,1.18856,1.82447,2.42597,8584.87,6947.95,1.00056
"z_m_s_15[28,10]",0.170258,0.00435327,0.421046,0.417031,-0.511253,0.171981,0.864578,9668.75,6981.46,1.00138
"z_m_s_15[28,11]",0.921562,0.00434796,0.375525,0.373634,0.313595,0.921,1.54127,7528.01,6357.28,1.00082
"z_m_s_15[28,12]",0.44731,0.00490667,0.57092,0.56445,-0.502485,0.455639,1.37364,13738.0,7039.99,1.00026
"z_m_s_15[28,13]",0.437369,0.00490443,0.544154,0.537078,-0.468112,0.447201,1.30441,12601.8,7023.13,1.00013
"z_m_s_15[28,14]",0.709787,0.00425031,0.377903,0.369468,0.0920062,0.71033,1.3321,8030.21,6775.01,1.00072
"z_m_s_15[28,15]",0.825668,0.00445294,0.405779,0.403229,0.163591,0.831595,1.48146,8567.68,6302.6,1.00074
"z_m_s_15[28,16]",0.323788,0.00409668,0.409524,0.401915,-0.345226,0.327882,0.983252,10139.8,6623.05,1.00132
"z_m_s_15[29,1]",0.484026,0.00476409,0.52178,0.504916,-0.374266,0.492449,1.32848,12293.5,6343.51,1.0006
"z_m_s_15[29,2]",-1.09212,0.00455182,0.32073,0.313562,-1.60888,-1.09928,-0.559164,5041.33,6463.12,1.00168
"z_m_s_15[29,3]",1.43258,0.00442915,0.450917,0.442586,0.674258,1.43433,2.16281,10536.8,7667.3,1.00036
"z_m_s_15[29,4]",0.662952,0.00462585,0.465352,0.463714,-0.098793,0.664008,1.41046,10474.0,6460.29,1.00166
"z_m_s_15[29,5]",0.621287,0.00430145,0.402682,0.401625,-0.0502615,0.622024,1.29032,8921.57,6380.25,1.0016
"z_m_s_15[29,6]",-0.00190557,0.00428477,0.43119,0.427995,-0.709531,-0.00387042,0.705929,10165.9,6942.8,1.00059
"z_m_s_15[29,7]",0.797886,0.004288,0.412212,0.40451,0.127494,0.802698,1.47023,9408.6,7358.61,1.00097
"z_m_s_15[29,8]",0.539335,0.00431959,0.405669,0.391707,-0.13875,0.539679,1.20479,8925.6,6625.35,1.00108
"z_m_s_15[29,9]",-0.00852513,0.00433944,0.40672,0.39379,-0.680839,-0.0082172,0.667765,8936.46,6604.24,1.00067
"z_m_s_15[29,10]",-0.238756,0.00419112,0.444484,0.433649,-0.971121,-0.236233,0.490228,11331.7,6774.28,1.00065
"z_m_s_15[29,11]",0.486293,0.0041306,0.312822,0.306441,-0.0274265,0.490718,0.996266,5830.05,6205.95,1.00165
"z_m_s_15[29,12]",0.189263,0.00434498,0.426029,0.419401,-0.514562,0.187568,0.8918,9787.51,6272.28,1.001
"z_m_s_15[29,13]",-0.0252113,0.00432203,0.449396,0.444065,-0.751061,-0.0276148,0.708263,10999.8,7153.68,1.00064
"z_m_s_15[29,14]",0.127955,0.00432997,0.436435,0.430221,-0.596742,0.131865,0.832511,10329.0,6835.94,1.0016
"z_m_s_15[29,15]",-0.10649,0.00441758,0.450907,0.443488,-0.84695,-0.110092,0.635859,10598.4,7714.69,1.00084
"z_m_s_15[29,16]",-0.858496,0.0043701,0.432257,0.422812,-1.5551,-0.862775,-0.134895,10257.1,7961.57,1.00064
"z_m_s_15[30,1]",0.638403,0.00461645,0.338051,0.330411,0.0764034,0.637029,1.20064,5483.81,6158.02,1.00213
"z_m_s_15[30,2]",0.117764,0.00453549,0.332528,0.32692,-0.432248,0.118341,0.659258,5426.62,6127.72,1.00076
"z_m_s_15[30,3]",1.06098,0.00409598,0.374795,0.372222,0.436409,1.05973,1.67686,8514.54,6920.11,1.00116
"z_m_s_15[30,4]",1.27441,0.00403955,0.351515,0.342132,0.687669,1.27616,1.84252,7672.02,6501.19,1.00056
"z_m_s_15[30,5]",0.864289,0.00412437,0.340099,0.336036,0.30298,0.862433,1.41939,6922.95,6661.94,1.00141
"z_m_s_15[30,6]",0.826052,0.00429521,0.442894,0.438156,0.080846,0.829752,1.53724,10967.2,6698.05,1.00255
"z_m_s_15[30,7]",0.804722,0.0041109,0.358042,0.353269,0.208604,0.805359,1.3809,7702.59,6926.36,1.00025
"z_m_s_15[30,8]",0.974706,0.00437279,0.353489,0.345489,0.394411,0.977986,1.55444,6624.55,6933.71,1.00158
"z_m_s_15[30,9]",0.626028,0.00430884,0.428506,0.429725,-0.0783986,0.626586,1.32412,10093.8,7448.45,1.00111
"z_m_s_15[30,10]",0.573334,0.0045027,0.504693,0.502463,-0.251172,0.574377,1.40238,12674.4,7143.09,1.00088
"z_m_s_15[30,11]",-0.0965453,0.0046995,0.437925,0.427835,-0.810144,-0.09832,0.615681,8924.87,6693.92,1.00128
"z_m_s_15[30,12]",0.668355,0.00427671,0.436193,0.437876,-0.0483786,0.670074,1.38122,10508.7,6679.39,1.0009
"z_m_s_15[30,13]",0.298772,0.00436316,0.402656,0.4054,-0.355253,0.296866,0.961564,8663.82,7120.95,1.00125
"z_m_s_15[30,14]",0.364628,0.00422624,0.381621,0.374512,-0.262891,0.361646,0.997192,8302.62,7042.61,1.00029
"z_m_s_15[30,15]",-0.30272,0.00432562,0.387189,0.377563,-0.939393,-0.304353,0.329062,8186.19,6090.1,1.00084
"z_m_s_15[30,16]",0.0414555,0.00418952,0.393508,0.389951,-0.591902,0.0424639,0.690253,8973.31,6806.1,1.00052
"z_m_s_15[31,1]",-0.170175,0.00464619,0.406654,0.397933,-0.8242,-0.168524,0.500565,7806.81,6828.11,1.00061
"z_m_s_15[31,2]",-0.575684,0.00481259,0.43756,0.437697,-1.29417,-0.578893,0.148227,8463.09,6326.06,1.00171
"z_m_s_15[31,3]",-0.923108,0.00435744,0.437065,0.430661,-1.62753,-0.933423,-0.193971,10234.1,7245.39,1.00207
"z_m_s_15[31,4]",-1.1499,0.00473137,0.431601,0.417371,-1.84947,-1.15328,-0.434711,8451.14,6817.6,1.00042
"z_m_s_15[31,5]",-1.12841,0.00484145,0.505008,0.503375,-1.95749,-1.13828,-0.29002,11091.1,7269.39,1.00088
"z_m_s_15[31,6]",-0.247917,0.00458181,0.536891,0.52928,-1.12903,-0.243398,0.634444,14013.7,7318.02,1.00128
"z_m_s_15[31,7]",-0.88935,0.0040716,0.386274,0.384271,-1.52203,-0.890466,-0.247731,9141.21,7009.4,1.00092
"z_m_s_15[31,8]",-0.347224,0.00500368,0.499752,0.486444,-1.16473,-0.354712,0.489382,10214.9,6612.86,1.00062
"z_m_s_15[31,9]",-0.595966,0.00429879,0.472602,0.466957,-1.37,-0.603513,0.174576,12259.0,7211.06,1.00068
"z_m_s_15[31,10]",0.159256,0.00417216,0.411061,0.416042,-0.523375,0.162869,0.819396,9868.76,7552.09,1.0
"z_m_s_15[31,11]",-0.326037,0.00472917,0.518641,0.505553,-1.17895,-0.329136,0.536246,12434.9,7047.67,1.00185
"z_m_s_15[31,12]",-0.0107909,0.00433234,0.472638,0.479902,-0.776991,-0.00807396,0.756799,12219.1,7220.63,1.0012
"z_m_s_15[31,13]",-1.03643,0.00463322,0.501572,0.510083,-1.85922,-1.04847,-0.205373,11953.4,7002.42,1.00068
"z_m_s_15[31,14]",0.293671,0.00390716,0.365206,0.357986,-0.31521,0.292953,0.886938,8871.79,7113.15,1.00214
"z_m_s_15[31,15]",-0.359336,0.00436175,0.424104,0.417273,-1.04704,-0.365397,0.345063,9622.48,6703.93,1.00125
"z_m_s_15[31,16]",-0.375047,0.00420128,0.400343,0.393974,-1.02625,-0.376246,0.277762,9347.31,6624.59,1.00087
"z_m_s_15[32,1]",-0.207013,0.00474428,0.32318,0.324155,-0.7372,-0.210084,0.323984,4737.41,6029.66,1.00094
"z_m_s_15[32,2]",-0.528316,0.00458005,0.393885,0.385466,-1.16877,-0.531504,0.122521,7505.42,6134.26,1.00093
"z_m_s_15[32,3]",-1.00956,0.00436522,0.410284,0.407197,-1.66775,-1.018,-0.324909,9007.38,6853.19,1.00109
"z_m_s_15[32,4]",-0.685022,0.00464807,0.47481,0.462652,-1.45889,-0.698145,0.111868,10571.1,7216.79,1.00063
"z_m_s_15[32,5]",-1.5457,0.00417675,0.35394,0.346395,-2.12494,-1.54783,-0.953564,7350.04,6900.35,0.999959
"z_m_s_15[32,6]",-2.01557,0.0043414,0.347265,0.342614,-2.58051,-2.01813,-1.44111,6484.37,6725.42,1.00041
"z_m_s_15[32,7]",-1.00027,0.00452382,0.410034,0.410169,-1.66992,-0.999861,-0.333779,8355.16,6776.14,1.00166
"z_m_s_15[32,8]",-0.757936,0.00427262,0.378494,0.381009,-1.3749,-0.756675,-0.139632,7993.36,7560.54,1.00102
"z_m_s_15[32,9]",-1.40565,0.00424815,0.360033,0.355142,-1.9893,-1.40985,-0.80658,7252.29,6784.77,1.00114
"z_m_s_15[32,10]",-0.818463,0.00417496,0.389963,0.376574,-1.45158,-0.827479,-0.160516,8811.48,6780.18,1.00146
"z_m_s_15[32,11]",-1.06405,0.00455468,0.473549,0.463625,-1.82457,-1.07433,-0.27102,11070.0,7224.05,1.00184
"z_m_s_15[32,12]",-0.508622,0.00410159,0.380193,0.370378,-1.13599,-0.506406,0.116326,8680.36,6744.33,1.00006
"z_m_s_15[32,13]",-0.451764,0.00431595,0.424765,0.42012,-1.14489,-0.456017,0.247105,9885.54,6918.7,1.00139
"z_m_s_15[32,14]",-0.745744,0.00474651,0.500637,0.49115,-1.56536,-0.744994,0.0808992,11321.9,7037.03,1.00179
"z_m_s_15[32,15]",-0.633828,0.00461104,0.415064,0.409643,-1.30921,-0.636657,0.0442636,8253.17,6755.86,1.00074
"z_m_s_15[32,16]",-0.469975,0.0040292,0.371461,0.364541,-1.07994,-0.469413,0.140995,8577.34,6991.87,1.00098
"z_m_s_15[33,1]",-0.0235985,0.00471494,0.277687,0.265764,-0.488861,-0.0240727,0.433184,3518.53,5263.54,1.00128
"z_m_s_15[33,2]",0.0826388,0.0044747,0.323509,0.320989,-0.44856,0.0852468,0.607352,5281.0,6057.1,1.00049
"z_m_s_15[33,3]",0.427286,0.00429234,0.452011,0.444615,-0.319921,0.433076,1.15499,11358.4,6967.2,1.00069
"z_m_s_15[33,4]",0.253193,0.00415758,0.34797,0.34805,-0.309249,0.253155,0.819853,7204.8,6308.92,1.00062
"z_m_s_15[33,5]",0.507272,0.00437064,0.420448,0.415072,-0.18957,0.50808,1.19445,9443.81,6835.48,0.999992
"z_m_s_15[33,6]",0.38448,0.00450615,0.498508,0.478779,-0.449651,0.389625,1.18827,12570.1,6673.92,1.00134
"z_m_s_15[33,7]",0.435692,0.00415464,0.418527,0.411456,-0.261028,0.439163,1.12697,10308.3,6337.99,1.0009
"z_m_s_15[33,8]",0.999971,0.00463196,0.429183,0.422025,0.284477,1.00695,1.67828,8691.05,6952.64,1.00102
"z_m_s_15[33,9]",-0.122504,0.00408624,0.363111,0.354795,-0.717933,-0.121324,0.474694,7938.21,7127.45,1.00014
"z_m_s_15[33,10]",0.791175,0.00409518,0.353286,0.350376,0.217092,0.789884,1.36911,7502.84,7084.32,1.00118
"z_m_s_15[33,11]",0.71526,0.00467042,0.471732,0.465743,-0.0649588,0.714426,1.47699,10326.9,6726.04,1.00139
"z_m_s_15[33,12]",-0.215519,0.00431416,0.452293,0.444912,-0.961455,-0.214443,0.537224,11172.4,7351.8,1.00142
"z_m_s_15[33,13]",-0.186042,0.00444284,0.475192,0.472242,-0.964014,-0.188428,0.593113,11742.7,7035.94,1.00067
"z_m_s_15[33,14]",0.161907,0.00413936,0.366847,0.363087,-0.437084,0.160099,0.760832,8043.01,6916.65,1.00122
"z_m_s_15[33,15]",-0.117653,0.00418806,0.434273,0.434465,-0.831329,-0.117894,0.5913,10878.3,7196.05,1.00041
"z_m_s_15[33,16]",-0.0950614,0.00417669,0.409216,0.399705,-0.766091,-0.0988064,0.586233,9722.93,6911.33,1.00059
"z_m_s_15[34,1]",-0.210914,0.00494009,0.319117,0.316802,-0.739216,-0.210521,0.317673,4299.97,6447.69,1.0012
"z_m_s_15[34,2]",-0.638934,0.00456088,0.347288,0.341114,-1.19261,-0.643954,-0.0593691,5905.69,6172.41,1.00043
"z_m_s_15[34,3]",-0.172711,0.00417408,0.434085,0.428561,-0.891063,-0.173706,0.541152,10947.1,6817.68,1.00024
"z_m_s_15[34,4]",-0.370947,0.00412806,0.375032,0.368587,-0.981783,-0.373504,0.247545,8353.97,7007.81,1.0005
"z_m_s_15[34,5]",-0.801365,0.00455829,0.420171,0.418568,-1.49172,-0.802769,-0.109921,8709.88,6854.22,1.00121
"z_m_s_15[34,6]",-0.428844,0.00447795,0.432943,0.427033,-1.1354,-0.429578,0.285248,9552.64,7073.73,1.0003
"z_m_s_15[34,7]",0.0730007,0.00460417,0.458616,0.449141,-0.673135,0.0684196,0.831167,10104.4,6904.06,1.00148
"z_m_s_15[34,8]",-1.89959,0.00436848,0.406099,0.402674,-2.5458,-1.90412,-1.22082,8838.7,7060.51,1.00105
"z_m_s_15[34,9]",-0.866705,0.00414257,0.385333,0.37332,-1.49589,-0.871131,-0.226557,8768.55,6756.57,1.00087
"z_m_s_15[34,10]",-0.670403,0.00404878,0.353284,0.346609,-1.25428,-0.665635,-0.105127,7719.09,6709.25,1.00075
"z_m_s_15[34,11]",-0.268146,0.00500757,0.554916,0.530856,-1.1742,-0.278805,0.655442,12494.6,6640.74,1.00134
"z_m_s_15[34,12]",-0.929875,0.00490394,0.528996,0.518502,-1.78107,-0.93611,-0.0523477,11940.7,6629.2,1.00038
"z_m_s_15[34,13]",-1.00991,0.00440065,0.40036,0.389045,-1.66847,-1.01481,-0.346426,8455.99,6846.84,1.00111
"z_m_s_15[34,14]",-1.20492,0.00418369,0.463721,0.456746,-1.96707,-1.20268,-0.43917,12439.3,7110.41,1.00126
"z_m_s_15[34,15]",-1.08672,0.00453264,0.435042,0.427838,-1.80265,-1.09092,-0.371455,9450.16,6637.57,1.00121
"z_m_s_15[34,16]",-0.832337,0.00438887,0.484605,0.480312,-1.62582,-0.838477,-0.0253956,12420.8,7414.33,1.00247
"z_m_s_15[35,1]",0.709936,0.00494324,0.44317,0.43701,-0.0178847,0.708021,1.42938,8205.07,5996.57,1.00073
"z_m_s_15[35,2]",0.354929,0.00448698,0.403099,0.398788,-0.313264,0.356735,1.0104,8295.79,6871.01,1.00058
"z_m_s_15[35,3]",-0.392192,0.00447949,0.442172,0.437937,-1.11211,-0.397541,0.324933,9946.46,6533.16,1.00029
"z_m_s_15[35,4]",-0.267651,0.00427205,0.398166,0.393863,-0.911582,-0.267265,0.37948,8837.77,7333.77,1.00178
"z_m_s_15[35,5]",-0.461113,0.00440939,0.462966,0.457097,-1.2032,-0.469291,0.304055,11244.9,7330.24,1.001
"z_m_s_15[35,6]",-0.477845,0.00404708,0.361642,0.360942,-1.07335,-0.480052,0.128241,8110.19,6937.25,0.999945
"z_m_s_15[35,7]",-0.285256,0.00427035,0.421183,0.411421,-0.981684,-0.285529,0.404584,9831.56,5975.96,1.00062
"z_m_s_15[35,8]",-0.108351,0.00427875,0.353442,0.343422,-0.69381,-0.10762,0.475013,6930.18,6781.6,1.00179
"z_m_s_15[35,9]",0.293099,0.0045528,0.468015,0.462364,-0.481084,0.298904,1.0481,10684.6,7107.08,1.00219
"z_m_s_15[35,10]",-0.864586,0.00461392,0.492731,0.490553,-1.65494,-0.869846,-0.046879,11569.1,6924.64,1.00373
"z_m_s_15[35,11]",-0.593594,0.00425948,0.397529,0.392829,-1.25289,-0.588056,0.0569325,8845.71,7030.07,1.00018
"z_m_s_15[35,12]",-1.24842,0.00432816,0.46239,0.455764,-2.00682,-1.2498,-0.481603,11636.3,7238.85,1.00035
"z_m_s_15[35,13]",-0.633738,0.0045602,0.501154,0.492375,-1.45337,-0.637117,0.189024,12252.5,6769.49,1.00041
"z_m_s_15[35,14]",-0.453044,0.00391608,0.321457,0.317388,-0.975242,-0.461148,0.0746719,6861.71,7024.88,1.00013
"z_m_s_15[35,15]",-1.08217,0.00416364,0.365371,0.360496,-1.67065,-1.08926,-0.462499,7884.87,6758.02,1.00047
"z_m_s_15[35,16]",-1.34666,0.00401198,0.357292,0.351109,-1.91257,-1.35553,-0.742454,8041.52,7266.61,1.00037
"z_m_s_15[36,1]",-0.529917,0.00481152,0.266934,0.260704,-0.96976,-0.528473,-0.0902519,3140.88,5324.42,1.00212
"z_m_s_15[36,2]",0.459623,0.00475887,0.411489,0.403872,-0.220161,0.466723,1.13262,7639.27,6027.85,1.00106
"z_m_s_15[36,3]",-0.224354,0.00467162,0.474968,0.463817,-1.00851,-0.216679,0.549232,10543.9,6555.12,1.0003
"z_m_s_15[36,4]",-0.127864,0.00435312,0.399296,0.399409,-0.775306,-0.129488,0.540075,8594.04,7023.42,1.00152
"z_m_s_15[36,5]",-0.267717,0.00435641,0.410381,0.406248,-0.942826,-0.271585,0.405017,9005.41,7175.51,1.00052
"z_m_s_15[36,6]",-0.621194,0.0045728,0.473469,0.460222,-1.4,-0.627287,0.163129,10982.7,6439.48,1.0011
"z_m_s_15[36,7]",-0.401727,0.00413249,0.355271,0.349396,-0.975754,-0.409795,0.194762,7514.0,7220.0,1.0006
"z_m_s_15[36,8]",0.218325,0.00457809,0.440162,0.444717,-0.500644,0.224235,0.936988,9371.1,6646.41,1.00137
"z_m_s_15[36,9]",-0.611849,0.00466697,0.499486,0.485288,-1.42482,-0.61729,0.216522,11738.0,7036.02,1.00014
"z_m_s_15[36,10]",0.334956,0.00420744,0.446234,0.447304,-0.397657,0.340436,1.05574,11334.1,7517.29,1.00173
"z_m_s_15[36,11]",0.14403,0.00420113,0.402168,0.393025,-0.514222,0.146111,0.801025,9306.49,7216.35,1.00021
"z_m_s_15[36,12]",-0.694401,0.00414527,0.378549,0.368314,-1.31648,-0.694835,-0.0751642,8510.52,7058.68,1.00106
"z_m_s_15[36,13]",-0.148811,0.0041053,0.311608,0.309556,-0.655335,-0.151686,0.36858,5943.75,6293.76,1.00134
"z_m_s_15[36,14]",0.74888,0.00435536,0.423528,0.415502,0.052205,0.747423,1.43049,9613.2,6991.73,1.00152
"z_m_s_15[36,15]",-0.115689,0.00414931,0.374514,0.370516,-0.723887,-0.116503,0.496897,8306.79,7186.97,1.00038
"z_m_s_15[36,16]",0.30282,0.00414844,0.352989,0.34948,-0.290708,0.304295,0.87218,7491.25,7121.22,1.00036
"z_m_s_15[37,1]",0.283436,0.00469428,0.28557,0.282833,-0.190996,0.283736,0.751964,3739.06,6398.18,1.00146
"z_m_s_15[37,2]",0.917877,0.00467406,0.379599,0.373173,0.278678,0.92364,1.52426,6703.28,6022.45,1.00105
"z_m_s_15[37,3]",0.330452,0.00410677,0.351753,0.340039,-0.250923,0.332762,0.913282,7443.47,7226.07,1.00082
"z_m_s_15[37,4]",0.802005,0.00426541,0.344052,0.338208,0.237543,0.803216,1.36343,6677.25,6625.92,1.00034
"z_m_s_15[37,5]",0.586081,0.0043263,0.37883,0.372387,-0.037396,0.58668,1.20316,7755.77,6863.26,1.00113
"z_m_s_15[37,6]",0.823542,0.00409247,0.347415,0.343475,0.253111,0.820785,1.39264,7388.97,7116.24,1.0002
"z_m_s_15[37,7]",-0.0797383,0.00402911,0.326414,0.324405,-0.614268,-0.0776851,0.455069,6592.1,7262.48,1.00108
"z_m_s_15[37,8]",0.497048,0.00405284,0.336959,0.330391,-0.0612515,0.495435,1.05324,7012.48,6523.45,1.00148
"z_m_s_15[37,9]",0.425148,0.0042861,0.390439,0.38495,-0.214296,0.424751,1.07149,8470.35,7029.94,1.0003
"z_m_s_15[37,10]",0.638599,0.00421654,0.40827,0.399068,-0.0294186,0.639927,1.30053,9469.98,6787.56,1.00048
"z_m_s_15[37,11]",-0.161622,0.00436826,0.394562,0.392738,-0.808985,-0.159532,0.478328,8267.09,6576.88,1.00085
"z_m_s_15[37,12]",0.172195,0.0042285,0.460364,0.455106,-0.590574,0.172559,0.919098,12124.5,6989.41,1.0008
"z_m_s_15[37,13]",0.107057,0.00411903,0.36918,0.367541,-0.502014,0.105984,0.711658,8180.06,6381.86,1.00059
"z_m_s_15[37,14]",0.340074,0.00452115,0.421815,0.407975,-0.359807,0.338846,1.04311,8940.15,7051.09,1.0012
"z_m_s_15[37,15]",0.0338414,0.00415788,0.378668,0.371924,-0.594976,0.035509,0.653562,8535.83,7695.83,1.0009
"z_m_s_15[37,16]",0.537029,0.00396621,0.363164,0.362637,-0.0590466,0.540664,1.13011,8559.0,7791.58,1.00141
"z_m_s_15[38,1]",-0.359627,0.00450968,0.249049,0.243793,-0.767793,-0.361341,0.0587344,3094.49,5710.89,1.00193
"z_m_s_15[38,2]",0.462794,0.00444411,0.370503,0.36095,-0.154207,0.468347,1.06683,7093.14,6850.39,1.00153
"z_m_s_15[38,3]",0.428992,0.00426499,0.431022,0.431049,-0.282928,0.432988,1.12677,10394.9,6709.17,1.00121
"z_m_s_15[38,4]",0.0579664,0.00425244,0.386246,0.377858,-0.574346,0.0548093,0.69035,8499.21,6759.86,1.00062
"z_m_s_15[38,5]",0.255691,0.00488828,0.507243,0.491248,-0.589378,0.260458,1.0784,11109.6,6300.36,1.0026
"z_m_s_15[38,6]",0.49924,0.00438817,0.38828,0.38434,-0.135651,0.502973,1.12873,7972.1,6269.72,1.00168
"z_m_s_15[38,7]",0.247944,0.00432009,0.431433,0.437084,-0.461384,0.249001,0.947187,10090.1,7353.89,1.00268
