,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"inv_sigma_s_30[32,15]",0.299481,0.000388065,0.0487204,0.223174,0.297159,0.384889,15762.1,22.0355,0.999708
"inv_sigma_s_30[32,16]",0.264033,0.000385248,0.0445952,0.195106,0.26102,0.341984,13399.7,18.7329,1.00017
"inv_sigma_s_30[32,17]",0.378364,0.000715219,0.0897775,0.250617,0.368136,0.540644,15756.4,22.0276,0.99998
"inv_sigma_s_30[32,18]",0.246949,0.000323965,0.0436164,0.179894,0.244322,0.323746,18126.1,25.3404,0.999511
"inv_sigma_s_30[32,19]",0.290381,0.00041867,0.0551514,0.206278,0.286353,0.388193,17352.8,24.2593,0.999527
"inv_sigma_s_30[32,20]",0.278586,0.000411003,0.052429,0.200336,0.274227,0.370919,16272.5,22.7491,0.999648
"inv_sigma_s_30[32,21]",0.314492,0.000538358,0.0656645,0.218204,0.307999,0.435165,14877.1,20.7983,0.999633
"inv_sigma_s_30[32,22]",0.205297,0.00025069,0.0328243,0.154823,0.203961,0.261436,17144.3,23.9678,0.99995
"inv_sigma_s_30[32,23]",0.253937,0.000341096,0.0448908,0.185779,0.250652,0.332056,17320.5,24.2142,0.999385
"inv_sigma_s_30[32,24]",0.263497,0.000391002,0.0488695,0.188795,0.259593,0.348675,15621.4,21.8388,0.999483
"inv_sigma_s_30[32,25]",0.270673,0.000510725,0.0598191,0.184867,0.26425,0.379445,13718.5,19.1786,0.999561
"inv_sigma_s_30[32,26]",0.282588,0.000447219,0.0558669,0.198806,0.278453,0.381442,15605.2,21.8162,0.99923
"inv_sigma_s_30[32,27]",0.296819,0.000347739,0.0474472,0.22335,0.2944,0.37932,18617.2,26.027,0.999546
"inv_sigma_s_30[32,28]",0.241245,0.00029007,0.0396912,0.180118,0.239406,0.309394,18723.4,26.1754,0.999519
"inv_sigma_s_30[32,29]",0.293437,0.000365177,0.0506332,0.215627,0.290212,0.380368,19224.9,26.8765,0.999355
"inv_sigma_s_30[32,30]",0.212554,0.000275894,0.0353558,0.158041,0.210337,0.273676,16422.4,22.9587,0.999616
"inv_sigma_s_30[32,31]",0.342351,0.000477812,0.0653969,0.243537,0.33722,0.457929,18732.7,26.1885,0.999688
"inv_sigma_s_30[33,1]",0.700722,0.000913102,0.119137,0.516037,0.69452,0.90374,17023.8,23.7994,0.999976
"inv_sigma_s_30[33,2]",0.358359,0.000423775,0.055685,0.27184,0.355097,0.454736,17266.6,24.1388,0.99928
"inv_sigma_s_30[33,3]",0.390751,0.000481415,0.0641915,0.292363,0.386534,0.502828,17779.3,24.8556,0.999626
"inv_sigma_s_30[33,4]",0.484498,0.000739145,0.0934632,0.346564,0.47625,0.651421,15989.0,22.3528,0.99976
"inv_sigma_s_30[33,5]",0.463224,0.000626741,0.0833891,0.334759,0.45818,0.609238,17702.8,24.7486,0.999623
"inv_sigma_s_30[33,6]",0.459893,0.000772486,0.0946938,0.32007,0.450542,0.626523,15026.6,21.0073,0.999445
"inv_sigma_s_30[33,7]",0.292254,0.000336905,0.0456903,0.220776,0.289852,0.372591,18392.2,25.7124,0.999396
"inv_sigma_s_30[33,8]",0.402799,0.000681656,0.0847105,0.277526,0.396104,0.551247,15443.4,21.59,1.00001
"inv_sigma_s_30[33,9]",0.395258,0.000650531,0.079796,0.274701,0.389237,0.535814,15046.2,21.0347,0.999639
"inv_sigma_s_30[33,10]",0.387078,0.000508276,0.0677637,0.28448,0.382207,0.506391,17774.4,24.8488,0.999511
"inv_sigma_s_30[33,11]",0.288461,0.000351833,0.0476076,0.21485,0.285672,0.370593,18309.6,25.597,0.999499
"inv_sigma_s_30[33,12]",0.313316,0.000435435,0.0568729,0.226036,0.308894,0.413924,17059.4,23.8492,0.999766
"inv_sigma_s_30[33,13]",0.277856,0.000376089,0.0506467,0.198905,0.275056,0.367074,18135.2,25.3531,0.999705
"inv_sigma_s_30[33,14]",0.315699,0.000390256,0.0517331,0.235822,0.312438,0.407186,17572.7,24.5667,0.99947
"inv_sigma_s_30[33,15]",0.278206,0.000349393,0.0463071,0.205681,0.275585,0.35839,17565.8,24.5571,0.999628
"inv_sigma_s_30[33,16]",0.273604,0.000273294,0.0369449,0.215795,0.272151,0.337104,18274.6,25.548,0.999581
"inv_sigma_s_30[33,17]",0.283134,0.000331537,0.0466184,0.211202,0.280815,0.364981,19772.0,27.6414,0.999639
"inv_sigma_s_30[33,18]",0.255353,0.000307147,0.0406701,0.192255,0.253674,0.324124,17533.1,24.5114,0.999635
"inv_sigma_s_30[33,19]",0.29274,0.000405359,0.0537986,0.212058,0.288807,0.38652,17614.2,24.6248,0.999745
"inv_sigma_s_30[33,20]",0.243158,0.000304773,0.0426591,0.17875,0.240379,0.318174,19591.6,27.3891,0.999615
"inv_sigma_s_30[33,21]",0.310775,0.000422273,0.0540496,0.229161,0.306949,0.405806,16383.2,22.9038,1.00005
"inv_sigma_s_30[33,22]",0.261636,0.000331783,0.0450897,0.193346,0.25861,0.340042,18469.2,25.82,0.999216
"inv_sigma_s_30[33,23]",0.296472,0.000504562,0.0628143,0.203934,0.290951,0.408632,15498.4,21.6669,0.999389
"inv_sigma_s_30[33,24]",0.258654,0.000318562,0.0440062,0.191174,0.256081,0.335516,19082.7,26.6777,0.99955
"inv_sigma_s_30[33,25]",0.252145,0.000303988,0.0429239,0.186091,0.249586,0.326602,19938.1,27.8736,0.999763
"inv_sigma_s_30[33,26]",0.325473,0.000556051,0.0717526,0.221937,0.318725,0.455504,16651.2,23.2785,0.99943
"inv_sigma_s_30[33,27]",0.292303,0.000419105,0.0548273,0.209806,0.288509,0.389356,17113.9,23.9253,0.999717
"inv_sigma_s_30[33,28]",0.292336,0.000524012,0.063735,0.198891,0.286811,0.406885,14793.6,20.6816,0.999801
"inv_sigma_s_30[33,29]",0.279967,0.000382486,0.0487512,0.204975,0.27705,0.365222,16245.7,22.7116,0.999532
"inv_sigma_s_30[33,30]",0.286601,0.000367691,0.0473855,0.214009,0.2836,0.36899,16608.2,23.2184,0.999615
"inv_sigma_s_30[33,31]",0.293345,0.000423516,0.0546714,0.209749,0.289588,0.389354,16664.1,23.2965,0.99951
"inv_sigma_s_30[34,1]",0.698328,0.0010619,0.136233,0.492966,0.686663,0.94195,16458.9,23.0096,0.999699
"inv_sigma_s_30[34,2]",0.469171,0.000603389,0.0804227,0.346996,0.464116,0.608907,17764.9,24.8355,0.999236
"inv_sigma_s_30[34,3]",0.46759,0.000710071,0.091283,0.331103,0.460654,0.629378,16526.3,23.1039,0.999557
"inv_sigma_s_30[34,4]",0.391254,0.000447137,0.0604341,0.29642,0.38768,0.496291,18267.7,25.5384,0.999591
"inv_sigma_s_30[34,5]",0.447387,0.000802942,0.0962755,0.305974,0.438685,0.619236,14376.8,20.0989,0.999629
"inv_sigma_s_30[34,6]",0.447921,0.000776182,0.0983885,0.304532,0.437309,0.621118,16068.0,22.4632,1.00019
"inv_sigma_s_30[34,7]",0.334168,0.000404243,0.0562589,0.246336,0.331176,0.430983,19368.6,27.0775,0.999576
"inv_sigma_s_30[34,8]",0.325657,0.000402708,0.0531298,0.243947,0.32247,0.418564,17405.9,24.3335,0.999558
"inv_sigma_s_30[34,9]",0.327679,0.000421977,0.0577293,0.237643,0.324639,0.429401,18716.1,26.1653,0.999384
"inv_sigma_s_30[34,10]",0.340073,0.000419408,0.0538556,0.257096,0.337167,0.433775,16488.8,23.0514,0.999449
"inv_sigma_s_30[34,11]",0.285554,0.000351548,0.0486799,0.210995,0.282784,0.370255,19174.8,26.8065,0.999535
"inv_sigma_s_30[34,12]",0.293528,0.000354345,0.0485099,0.219281,0.290753,0.37738,18741.7,26.201,0.999579
"inv_sigma_s_30[34,13]",0.328015,0.000444757,0.0579231,0.23949,0.323974,0.432012,16961.2,23.7119,0.999732
"inv_sigma_s_30[34,14]",0.371282,0.000680466,0.0830907,0.250679,0.362401,0.521462,14910.5,20.845,0.999526
"inv_sigma_s_30[34,15]",0.295863,0.000347918,0.0472298,0.223482,0.292823,0.378287,18427.9,25.7624,0.99938
"inv_sigma_s_30[34,16]",0.326496,0.000570347,0.0715716,0.222818,0.319502,0.456191,15747.2,22.0147,0.999489
"inv_sigma_s_30[34,17]",0.278451,0.000406343,0.050721,0.200963,0.275152,0.367454,15580.8,21.7821,0.999587
"inv_sigma_s_30[34,18]",0.320414,0.000440392,0.0590093,0.23016,0.316596,0.422854,17954.1,25.0999,0.999636
"inv_sigma_s_30[34,19]",0.298096,0.000527892,0.0671564,0.199953,0.291526,0.417307,16184.0,22.6253,0.999799
"inv_sigma_s_30[34,20]",0.310696,0.000394948,0.051715,0.231361,0.307268,0.399827,17145.6,23.9697,0.999668
"inv_sigma_s_30[34,21]",0.32845,0.000547892,0.066175,0.229384,0.323325,0.443411,14588.1,20.3943,0.999345
"inv_sigma_s_30[34,22]",0.253019,0.000311287,0.0417049,0.188565,0.25031,0.325398,17949.5,25.0935,0.999512
"inv_sigma_s_30[34,23]",0.286788,0.000418592,0.0542787,0.204801,0.282785,0.3832,16814.2,23.5064,0.999567
"inv_sigma_s_30[34,24]",0.303856,0.000397797,0.0526752,0.223198,0.300067,0.394369,17534.3,24.5131,0.99958
"inv_sigma_s_30[34,25]",0.250402,0.000306945,0.0404529,0.187082,0.24789,0.320464,17369.1,24.2822,0.999661
"inv_sigma_s_30[34,26]",0.287008,0.000364929,0.0507901,0.209523,0.283205,0.376278,19370.6,27.0802,0.999378
"inv_sigma_s_30[34,27]",0.325456,0.000550874,0.0695035,0.222332,0.31929,0.448739,15918.8,22.2546,0.999574
"inv_sigma_s_30[34,28]",0.282192,0.000368686,0.0495279,0.206154,0.279288,0.368472,18046.3,25.2288,0.999866
"inv_sigma_s_30[34,29]",0.310104,0.000394573,0.0526127,0.229085,0.306668,0.401476,17779.8,24.8562,0.999366
"inv_sigma_s_30[34,30]",0.244049,0.000339047,0.0434412,0.17753,0.241672,0.320387,16416.6,22.9505,0.999678
"inv_sigma_s_30[34,31]",0.309533,0.000507584,0.0639844,0.215548,0.303446,0.423885,15890.3,22.2148,0.999643
"inv_sigma_s_30[35,1]",0.676366,0.000990689,0.126305,0.484871,0.668597,0.895891,16254.2,22.7235,0.999431
"inv_sigma_s_30[35,2]",0.515046,0.00097411,0.116699,0.348086,0.503047,0.724718,14352.1,20.0643,0.999579
"inv_sigma_s_30[35,3]",0.478059,0.000713122,0.0910186,0.341725,0.471537,0.637977,16290.4,22.7741,0.999404
"inv_sigma_s_30[35,4]",0.408227,0.000575424,0.0771235,0.291641,0.403463,0.543137,17963.7,25.1134,0.999885
"inv_sigma_s_30[35,5]",0.383419,0.000519087,0.0669656,0.281258,0.379376,0.49926,16642.7,23.2666,0.999361
"inv_sigma_s_30[35,6]",0.457781,0.000616704,0.0786989,0.336808,0.45224,0.597235,16284.8,22.7663,0.999542
"inv_sigma_s_30[35,7]",0.267636,0.000251433,0.0351525,0.212364,0.266167,0.328175,19546.5,27.3261,0.999434
"inv_sigma_s_30[35,8]",0.402863,0.00074358,0.0915622,0.2713,0.393477,0.567689,15162.7,21.1976,0.999682
"inv_sigma_s_30[35,9]",0.388491,0.000529528,0.0677284,0.284729,0.384068,0.504756,16359.2,22.8703,0.999786
"inv_sigma_s_30[35,10]",0.393164,0.000612062,0.0772963,0.276383,0.387243,0.528911,15948.7,22.2965,0.999401
"inv_sigma_s_30[35,11]",0.354836,0.000505393,0.0676339,0.253085,0.34973,0.473032,17908.9,25.0368,0.999384
"inv_sigma_s_30[35,12]",0.383632,0.00065001,0.0772197,0.269671,0.376478,0.52135,14112.9,19.7299,0.999782
"inv_sigma_s_30[35,13]",0.377692,0.000496844,0.0686079,0.272321,0.373187,0.496869,19068.1,26.6574,0.999482
"inv_sigma_s_30[35,14]",0.342898,0.000450291,0.0574063,0.254847,0.339037,0.443422,16253.0,22.7218,0.999887
"inv_sigma_s_30[35,15]",0.321467,0.000613246,0.0774786,0.211705,0.312507,0.460504,15962.3,22.3154,0.999904
"inv_sigma_s_30[35,16]",0.292757,0.000405921,0.0539718,0.211805,0.288478,0.386831,17678.8,24.715,1.00016
"inv_sigma_s_30[35,17]",0.307948,0.000454757,0.0583247,0.219854,0.304043,0.410721,16449.2,22.9961,0.999772
"inv_sigma_s_30[35,18]",0.254589,0.000395698,0.0492384,0.181089,0.250672,0.340835,15483.9,21.6466,0.999778
"inv_sigma_s_30[35,19]",0.256505,0.000340995,0.0430159,0.190584,0.253499,0.330258,15913.3,22.247,0.999492
"inv_sigma_s_30[35,20]",0.326021,0.00040617,0.0539338,0.242548,0.322606,0.419142,17632.2,24.65,0.999546
"inv_sigma_s_30[35,21]",0.299274,0.000469558,0.0558031,0.215405,0.294998,0.398361,14123.3,19.7445,0.999645
"inv_sigma_s_30[35,22]",0.272272,0.000365404,0.0491811,0.196875,0.269732,0.358404,18115.6,25.3257,0.999653
"inv_sigma_s_30[35,23]",0.26504,0.000387125,0.0476764,0.192492,0.262132,0.34713,15167.1,21.2038,0.99994
"inv_sigma_s_30[35,24]",0.285021,0.000444509,0.0518848,0.205455,0.281276,0.37578,13624.5,19.0471,0.999529
"inv_sigma_s_30[35,25]",0.240546,0.000323244,0.0438045,0.173858,0.23773,0.31872,18364.4,25.6735,0.999587
"inv_sigma_s_30[35,26]",0.329739,0.000644619,0.0733252,0.223788,0.322388,0.463639,12939.0,18.0888,0.999519
"inv_sigma_s_30[35,27]",0.292851,0.000405696,0.0533026,0.211806,0.289252,0.386504,17262.2,24.1326,0.999617
"inv_sigma_s_30[35,28]",0.257223,0.000361197,0.0444144,0.188833,0.254069,0.335922,15120.3,21.1383,0.999478
"inv_sigma_s_30[35,29]",0.306289,0.000476344,0.0597463,0.217043,0.301989,0.411939,15731.8,21.9932,0.999611
"inv_sigma_s_30[35,30]",0.287313,0.000375245,0.0501004,0.21061,0.284484,0.374204,17826.0,24.9209,0.999298
"inv_sigma_s_30[35,31]",0.268234,0.000406061,0.0498795,0.192348,0.264137,0.355878,15089.0,21.0945,0.99961
"inv_sigma_s_30[36,1]",0.709721,0.00116737,0.140997,0.500086,0.698784,0.95734,14588.2,20.3944,0.999231
"inv_sigma_s_30[36,2]",0.466908,0.000577679,0.0790782,0.344584,0.462773,0.604822,18738.7,26.1969,0.999365
"inv_sigma_s_30[36,3]",0.366099,0.000416811,0.0577474,0.276848,0.362667,0.467125,19194.9,26.8346,0.999441
"inv_sigma_s_30[36,4]",0.427797,0.000581948,0.0749449,0.313191,0.422941,0.560895,16585.0,23.186,0.999259
"inv_sigma_s_30[36,5]",0.359722,0.000514118,0.0684392,0.25585,0.354752,0.481169,17720.8,24.7738,0.999565
"inv_sigma_s_30[36,6]",0.317377,0.000400359,0.0530602,0.235257,0.31428,0.409287,17564.6,24.5554,0.999526
"inv_sigma_s_30[36,7]",0.422665,0.00076097,0.0918364,0.289195,0.413751,0.585912,14564.5,20.3612,0.999944
"inv_sigma_s_30[36,8]",0.407315,0.000543861,0.072338,0.297119,0.40208,0.534732,17691.2,24.7324,0.99961
"inv_sigma_s_30[36,9]",0.339052,0.000405631,0.0564851,0.251146,0.337021,0.435735,19391.2,27.109,0.999311
"inv_sigma_s_30[36,10]",0.448504,0.000809916,0.0979135,0.305638,0.438227,0.62406,14615.2,20.4322,0.999617
"inv_sigma_s_30[36,11]",0.324193,0.000438693,0.0577618,0.236704,0.319844,0.424431,17336.4,24.2365,0.999582
"inv_sigma_s_30[36,12]",0.353935,0.000469003,0.062839,0.259557,0.350009,0.465136,17951.8,25.0967,0.999572
"inv_sigma_s_30[36,13]",0.352563,0.000425125,0.0574147,0.263308,0.349723,0.452862,18239.5,25.499,0.999527
"inv_sigma_s_30[36,14]",0.360475,0.000556241,0.0722642,0.253052,0.355012,0.487134,16878.0,23.5955,0.999636
"inv_sigma_s_30[36,15]",0.321702,0.000422356,0.0563928,0.234039,0.318713,0.419849,17827.5,24.923,0.99927
"inv_sigma_s_30[36,16]",0.241157,0.000240502,0.0345426,0.187278,0.239783,0.300268,20628.7,28.8391,0.999779
"inv_sigma_s_30[36,17]",0.257588,0.000321079,0.043323,0.191244,0.254831,0.333326,18205.9,25.4519,0.999622
"inv_sigma_s_30[36,18]",0.301703,0.00052249,0.0623819,0.210837,0.296443,0.412968,14254.8,19.9284,0.999683
"inv_sigma_s_30[36,19]",0.331514,0.000517255,0.0673302,0.231958,0.326133,0.449712,16943.8,23.6875,0.999548
"inv_sigma_s_30[36,20]",0.238065,0.000295011,0.0395222,0.176863,0.2356,0.306995,17947.6,25.0909,0.999593
"inv_sigma_s_30[36,21]",0.238707,0.000262835,0.0364588,0.181667,0.236557,0.302356,19241.4,26.8996,0.999927
"inv_sigma_s_30[36,22]",0.231379,0.000261868,0.0360796,0.174253,0.22988,0.293485,18982.7,26.5379,0.999534
"inv_sigma_s_30[36,23]",0.319182,0.000463151,0.0643288,0.222806,0.313541,0.433842,19291.4,26.9696,0.99952
"inv_sigma_s_30[36,24]",0.271954,0.000304487,0.0432417,0.205132,0.269795,0.34672,20168.2,28.1953,0.999581
"inv_sigma_s_30[36,25]",0.266565,0.0003895,0.0540885,0.186653,0.26239,0.362623,19283.9,26.959,0.999282
"inv_sigma_s_30[36,26]",0.338084,0.000552015,0.0693111,0.235885,0.331721,0.461174,15765.3,22.0401,0.999741
"inv_sigma_s_30[36,27]",0.25583,0.000310146,0.0401755,0.193398,0.254102,0.32552,16780.0,23.4585,0.999497
"inv_sigma_s_30[36,28]",0.239493,0.000271597,0.0377048,0.180048,0.237442,0.303539,19272.8,26.9435,0.999168
"inv_sigma_s_30[36,29]",0.223082,0.000275434,0.0378285,0.16562,0.220609,0.28894,18862.6,26.3701,0.999341
"inv_sigma_s_30[36,30]",0.221895,0.000249654,0.0347829,0.168098,0.219957,0.281498,19411.3,27.1372,0.999566
"inv_sigma_s_30[36,31]",0.247343,0.00027475,0.0376122,0.188386,0.246099,0.312651,18740.5,26.1994,0.999291
"inv_sigma_s_30[37,1]",0.776527,0.0012686,0.15866,0.540506,0.762599,1.06111,15641.8,21.8673,0.999782
"inv_sigma_s_30[37,2]",0.487065,0.000791228,0.103945,0.333757,0.478085,0.671377,17258.7,24.1277,0.999698
"inv_sigma_s_30[37,3]",0.446686,0.000532798,0.073565,0.33273,0.44211,0.573616,19064.2,26.6518,0.999681
"inv_sigma_s_30[37,4]",0.503969,0.000823139,0.103398,0.349382,0.495159,0.686885,15778.8,22.0589,0.999989
"inv_sigma_s_30[37,5]",0.360429,0.000537506,0.0694372,0.255688,0.355141,0.486654,16688.5,23.3307,0.999492
"inv_sigma_s_30[37,6]",0.534568,0.00102888,0.117737,0.362035,0.522391,0.746518,13094.6,18.3064,1.00013
"inv_sigma_s_30[37,7]",0.428587,0.000787588,0.0975475,0.28825,0.417682,0.600295,15340.3,21.4459,0.999277
"inv_sigma_s_30[37,8]",0.370859,0.000432762,0.0605678,0.277509,0.367256,0.475929,19587.8,27.3839,0.999351
"inv_sigma_s_30[37,9]",0.483989,0.000770301,0.0981841,0.337986,0.474762,0.659852,16246.5,22.7128,0.999473
"inv_sigma_s_30[37,10]",0.413875,0.000607099,0.0802911,0.291717,0.408445,0.555905,17491.0,24.4526,0.999254
"inv_sigma_s_30[37,11]",0.28011,0.000343971,0.0468673,0.207547,0.277271,0.360254,18565.1,25.9541,0.999602
"inv_sigma_s_30[37,12]",0.383113,0.000552049,0.0703687,0.27672,0.378296,0.507089,16248.1,22.715,0.999572
"inv_sigma_s_30[37,13]",0.288328,0.000364721,0.0508021,0.210354,0.284948,0.37855,19401.8,27.1238,0.999552
"inv_sigma_s_30[37,14]",0.395214,0.000625098,0.0810254,0.275284,0.388514,0.540914,16801.4,23.4885,0.999371
"inv_sigma_s_30[37,15]",0.360421,0.000468834,0.0646166,0.261847,0.355812,0.472534,18995.5,26.5558,0.999521
"inv_sigma_s_30[37,16]",0.337191,0.000550859,0.0720497,0.231207,0.330568,0.465533,17107.4,23.9163,0.999608
"inv_sigma_s_30[37,17]",0.302735,0.000450375,0.0587731,0.214557,0.297681,0.408078,17029.8,23.8078,0.999681
"inv_sigma_s_30[37,18]",0.282913,0.000346364,0.0470641,0.210946,0.279754,0.365609,18463.5,25.8122,0.999446
"inv_sigma_s_30[37,19]",0.294026,0.000438908,0.0558746,0.210142,0.289878,0.390477,16206.2,22.6564,0.999528
"inv_sigma_s_30[37,20]",0.290249,0.000417409,0.0562444,0.206203,0.285662,0.389719,18156.7,25.3832,0.999358
"inv_sigma_s_30[37,21]",0.28352,0.000366507,0.0484187,0.209192,0.280636,0.36741,17452.7,24.3989,0.99981
"inv_sigma_s_30[37,22]",0.275426,0.000382676,0.051762,0.197733,0.270957,0.366471,18296.2,25.5781,0.999829
"inv_sigma_s_30[37,23]",0.276613,0.000367063,0.0478579,0.203015,0.27355,0.359326,16999.0,23.7648,0.999345
"inv_sigma_s_30[37,24]",0.315692,0.000380036,0.051928,0.235012,0.312773,0.405745,18670.4,26.1013,0.999504
"inv_sigma_s_30[37,25]",0.281629,0.000362351,0.0492473,0.205776,0.278826,0.367647,18471.6,25.8234,0.99934
"inv_sigma_s_30[37,26]",0.300876,0.000484928,0.0602498,0.212324,0.296076,0.407104,15436.8,21.5807,0.999567
"inv_sigma_s_30[37,27]",0.298798,0.000389141,0.0529094,0.218136,0.295264,0.390816,18486.4,25.844,0.999472
"inv_sigma_s_30[37,28]",0.279848,0.000369159,0.046763,0.207316,0.277852,0.363385,16046.4,22.433,0.999694
"inv_sigma_s_30[37,29]",0.299116,0.000379624,0.0496482,0.221874,0.296305,0.385193,17104.1,23.9117,0.999647
"inv_sigma_s_30[37,30]",0.306612,0.000370035,0.0510511,0.227554,0.30339,0.395487,19033.8,26.6093,0.999734
"inv_sigma_s_30[37,31]",0.322192,0.000611348,0.0776673,0.210832,0.31248,0.462155,16139.9,22.5636,0.999313
"inv_sigma_s_30[38,1]",0.726328,0.000875197,0.120318,0.538846,0.721208,0.935028,18899.5,26.4216,0.999297
"inv_sigma_s_30[38,2]",0.409795,0.000544549,0.0694828,0.303193,0.406661,0.53186,16281.0,22.761,0.999391
"inv_sigma_s_30[38,3]",0.300958,0.000338164,0.04681,0.226023,0.298994,0.381054,19161.2,26.7875,0.999771
"inv_sigma_s_30[38,4]",0.43167,0.000576693,0.0724182,0.320114,0.428584,0.557704,15769.0,22.0452,0.999517
"inv_sigma_s_30[38,5]",0.446486,0.000651092,0.0846693,0.320638,0.439341,0.59809,16910.9,23.6416,0.999702
"inv_sigma_s_30[38,6]",0.369562,0.000533386,0.0690859,0.265519,0.364317,0.491744,16776.2,23.4533,0.999354
"inv_sigma_s_30[38,7]",0.376501,0.00049495,0.0694352,0.271929,0.372189,0.498108,19680.5,27.5135,0.999377
"inv_sigma_s_30[38,8]",0.455856,0.000801631,0.102016,0.30725,0.445571,0.639327,16195.1,22.6409,0.999504
"inv_sigma_s_30[38,9]",0.340387,0.00050894,0.065981,0.240974,0.33546,0.457685,16807.5,23.4971,0.999347
"inv_sigma_s_30[38,10]",0.468599,0.000691507,0.0874469,0.337221,0.46274,0.621395,15991.7,22.3566,0.999313
"inv_sigma_s_30[38,11]",0.327875,0.000547761,0.0686327,0.225725,0.321883,0.451079,15699.3,21.9477,0.999502
"inv_sigma_s_30[38,12]",0.409214,0.000702329,0.0861814,0.28015,0.401739,0.564381,15057.3,21.0502,0.999974
"inv_sigma_s_30[38,13]",0.358968,0.000522054,0.0711563,0.252663,0.352829,0.487327,18577.9,25.972,0.999632
"inv_sigma_s_30[38,14]",0.364389,0.000622122,0.0769076,0.252215,0.356455,0.501787,15282.2,21.3647,0.999378
"inv_sigma_s_30[38,15]",0.350544,0.000586763,0.0746019,0.241243,0.34388,0.484078,16165.0,22.5988,1.00023
"inv_sigma_s_30[38,16]",0.333222,0.000414981,0.0584391,0.243809,0.328953,0.434674,19831.3,27.7242,0.999405
"inv_sigma_s_30[38,17]",0.341829,0.000591039,0.0750229,0.232389,0.33323,0.479598,16112.2,22.525,0.999329
"inv_sigma_s_30[38,18]",0.350948,0.000613398,0.0761411,0.240578,0.342324,0.48897,15408.3,21.5408,0.999705
"inv_sigma_s_30[38,19]",0.310553,0.000413626,0.0550867,0.225286,0.307228,0.40682,17736.8,24.7962,0.999554
"inv_sigma_s_30[38,20]",0.327052,0.000437368,0.0579472,0.238707,0.322175,0.428802,17553.8,24.5403,0.999498
"inv_sigma_s_30[38,21]",0.320409,0.000440847,0.0592544,0.230961,0.31546,0.425409,18066.1,25.2566,0.999474
"inv_sigma_s_30[38,22]",0.284671,0.000376859,0.0512766,0.207323,0.2816,0.373122,18513.2,25.8816,0.999575
"inv_sigma_s_30[38,23]",0.330782,0.000461673,0.0604855,0.237171,0.327405,0.433262,17164.6,23.9962,0.999489
"inv_sigma_s_30[38,24]",0.323118,0.000482921,0.0623388,0.228995,0.318733,0.43061,16663.4,23.2956,0.999638
"inv_sigma_s_30[38,25]",0.291824,0.000380635,0.0488281,0.216797,0.2891,0.376475,16455.9,23.0054,0.999304
"inv_sigma_s_30[38,26]",0.303225,0.000411078,0.0550236,0.219091,0.299497,0.399801,17916.3,25.0471,0.999913
"inv_sigma_s_30[38,27]",0.35347,0.000663727,0.0804216,0.237729,0.344663,0.499162,14681.4,20.5247,0.999563
"inv_sigma_s_30[38,28]",0.286313,0.000444709,0.058993,0.199871,0.281188,0.391405,17597.4,24.6013,0.999411
"inv_sigma_s_30[38,29]",0.275202,0.000312913,0.0441421,0.206314,0.273174,0.350294,19900.3,27.8207,0.999466
"inv_sigma_s_30[38,30]",0.317583,0.000429917,0.0581521,0.22969,0.313594,0.419314,18296.3,25.5783,0.999592
"inv_sigma_s_30[38,31]",0.342518,0.000538439,0.0671438,0.242599,0.337825,0.461478,15550.3,21.7394,0.999722
"inv_sigma_s_30[39,1]",0.796969,0.00118348,0.147799,0.575582,0.785558,1.06101,15596.1,21.8035,0.999877
"inv_sigma_s_30[39,2]",0.54924,0.00106102,0.125722,0.367469,0.536019,0.77222,14040.2,19.6283,0.999493
"inv_sigma_s_30[39,3]",0.394305,0.000543528,0.0713968,0.285175,0.389611,0.519639,17254.9,24.1225,0.99971
"inv_sigma_s_30[39,4]",0.432217,0.000700145,0.084674,0.305684,0.424426,0.580781,14625.9,20.4472,0.999579
"inv_sigma_s_30[39,5]",0.418677,0.000652803,0.08307,0.295099,0.411144,0.566966,16192.9,22.6378,0.999685
"inv_sigma_s_30[39,6]",0.386875,0.000547852,0.0711573,0.278482,0.382622,0.509941,16869.9,23.5842,0.999524
"inv_sigma_s_30[39,7]",0.307442,0.000394357,0.0536425,0.224384,0.304481,0.400991,18502.9,25.8672,0.99955
"inv_sigma_s_30[39,8]",0.322959,0.000431023,0.0555949,0.237883,0.319667,0.419334,16636.7,23.2583,0.999526
"inv_sigma_s_30[39,9]",0.3587,0.000561129,0.0733015,0.25172,0.35189,0.488588,17064.8,23.8567,0.999569
"inv_sigma_s_30[39,10]",0.278244,0.000441423,0.0501884,0.202244,0.274154,0.366709,12927.0,18.072,0.999671
"inv_sigma_s_30[39,11]",0.213723,0.00028332,0.0355241,0.158794,0.211294,0.275374,15721.5,21.9787,0.999371
"inv_sigma_s_30[39,12]",0.239576,0.000303425,0.0379132,0.181289,0.236895,0.30494,15612.7,21.8266,0.999692
"inv_sigma_s_30[39,13]",0.42923,0.000827735,0.0968171,0.29101,0.418756,0.604025,13681.1,19.1263,0.999622
"inv_sigma_s_30[39,14]",0.347978,0.000616493,0.0741386,0.239031,0.341237,0.48141,14462.1,20.2182,0.999777
"inv_sigma_s_30[39,15]",0.2642,0.000307832,0.0403221,0.200236,0.262376,0.333021,17157.7,23.9866,0.999159
