subject	model_label	fit_response	smoothed	spherical_noise	separate_sigmas	n	fisher_information	condition
9	15	False	True	True	True	19.0	0.16115393	narrow
9	15	False	True	True	True	20.0	0.10401539	narrow
9	15	False	True	True	True	21.0	0.07618737	narrow
9	15	False	True	True	True	22.0	0.061865203	narrow
9	15	False	True	True	True	23.0	0.05463977	narrow
9	15	False	True	True	True	24.0	0.052493624	narrow
9	15	False	True	True	True	25.0	0.055539373	narrow
9	15	False	True	True	True	10.0	8.014747	wide
9	15	False	True	True	True	11.0	6.0668406	wide
9	15	False	True	True	True	12.0	4.6413536	wide
9	15	False	True	True	True	13.0	3.981037	wide
9	15	False	True	True	True	14.0	4.535783	wide
9	15	False	True	True	True	15.0	2.291629	wide
9	15	False	True	True	True	16.0	1.7702062	wide
9	15	False	True	True	True	17.0	1.2492502	wide
9	15	False	True	True	True	18.0	0.8110515	wide
9	15	False	True	True	True	19.0	0.5029389	wide
9	15	False	True	True	True	20.0	0.30651972	wide
9	15	False	True	True	True	21.0	0.18811989	wide
9	15	False	True	True	True	22.0	0.11884554	wide
9	15	False	True	True	True	23.0	0.078730226	wide
9	15	False	True	True	True	24.0	0.05536914	wide
9	15	False	True	True	True	25.0	0.041492913	wide
9	15	False	True	True	True	26.0	0.032975245	wide
9	15	False	True	True	True	27.0	0.027510403	wide
9	15	False	True	True	True	28.0	0.023816386	wide
9	15	False	True	True	True	29.0	0.021178283	wide
9	15	False	True	True	True	30.0	0.019194331	wide
9	15	False	True	True	True	31.0	0.017637132	wide
9	15	False	True	True	True	32.0	0.016378796	wide
9	15	False	True	True	True	33.0	0.015350947	wide
9	15	False	True	True	True	34.0	0.014523444	wide
9	15	False	True	True	True	35.0	0.013892973	wide
9	15	False	True	True	True	36.0	0.013476303	wide
9	15	False	True	True	True	37.0	0.013305462	wide
9	15	False	True	True	True	38.0	0.013422903	wide
9	15	False	True	True	True	39.0	0.013876012	wide
9	15	False	True	True	True	40.0	0.014710454	wide
9	15	False	True	True	True	10.0	12.440429	narrow
9	15	False	True	True	True	11.0	12.176939	narrow
9	15	False	True	True	True	12.0	9.577324	narrow
9	15	False	True	True	True	13.0	5.7307825	narrow
9	15	False	True	True	True	14.0	4.338682	narrow
9	15	False	True	True	True	15.0	2.5546136	narrow
9	15	False	True	True	True	16.0	1.3239666	narrow
9	15	False	True	True	True	17.0	0.66115296	narrow
9	15	False	True	True	True	18.0	0.3415103	narrow
9	15	False	True	True	True	19.0	0.19333029	narrow
9	15	False	True	True	True	20.0	0.12414772	narrow
9	15	False	True	True	True	21.0	0.09046256	narrow
9	15	False	True	True	True	22.0	0.07307363	narrow
9	15	False	True	True	True	23.0	0.0639882	narrow
9	15	False	True	True	True	24.0	0.060401432	narrow
9	15	False	True	True	True	25.0	0.061974205	narrow
9	15	False	True	True	True	10.0	8.75745	wide
9	15	False	True	True	True	11.0	6.7582164	wide
9	15	False	True	True	True	12.0	5.0244174	wide
9	15	False	True	True	True	13.0	4.1735597	wide
9	15	False	True	True	True	14.0	4.6466417	wide
9	15	False	True	True	True	15.0	2.5772424	wide
9	15	False	True	True	True	16.0	2.041676	wide
9	15	False	True	True	True	17.0	1.4643673	wide
9	15	False	True	True	True	18.0	0.96269786	wide
9	15	False	True	True	True	19.0	0.60225385	wide
9	15	False	True	True	True	20.0	0.36916283	wide
9	15	False	True	True	True	21.0	0.22726853	wide
9	15	False	True	True	True	22.0	0.14364743	wide
9	15	False	True	True	True	23.0	0.09497004	wide
9	15	False	True	True	True	24.0	0.06653082	wide
9	15	False	True	True	True	25.0	0.04962172	wide
9	15	False	True	True	True	26.0	0.039258104	wide
9	15	False	True	True	True	27.0	0.032635324	wide
9	15	False	True	True	True	28.0	0.02818514	wide
9	15	False	True	True	True	29.0	0.02502882	wide
9	15	False	True	True	True	30.0	0.02267028	wide
9	15	False	True	True	True	31.0	0.020826995	wide
9	15	False	True	True	True	32.0	0.019337954	wide
9	15	False	True	True	True	33.0	0.01811404	wide
9	15	False	True	True	True	34.0	0.017111184	wide
9	15	False	True	True	True	35.0	0.01631583	wide
9	15	False	True	True	True	36.0	0.01573637	wide
9	15	False	True	True	True	37.0	0.01539735	wide
9	15	False	True	True	True	38.0	0.01533425	wide
9	15	False	True	True	True	39.0	0.015587933	wide
9	15	False	True	True	True	40.0	0.016198335	wide
9	18	False	True	True	False	10.0	4.8763185	narrow
9	18	False	True	True	False	11.0	4.151575	narrow
9	18	False	True	True	False	12.0	5.046016	narrow
9	18	False	True	True	False	13.0	4.421814	narrow
9	18	False	True	True	False	14.0	3.1615565	narrow
9	18	False	True	True	False	15.0	1.9429551	narrow
9	18	False	True	True	False	16.0	1.0934159	narrow
9	18	False	True	True	False	17.0	0.5954984	narrow
9	18	False	True	True	False	18.0	0.32994136	narrow
9	18	False	True	True	False	19.0	0.19447455	narrow
9	18	False	True	True	False	20.0	0.12584023	narrow
9	18	False	True	True	False	21.0	0.09011156	narrow
9	18	False	True	True	False	22.0	0.07034709	narrow
9	18	False	True	True	False	23.0	0.058381133	narrow
9	18	False	True	True	False	24.0	0.05033499	narrow
9	18	False	True	True	False	25.0	0.04436724	narrow
9	18	False	True	True	False	10.0	5.606132	wide
9	18	False	True	True	False	11.0	3.9391406	wide
9	18	False	True	True	False	12.0	3.6302361	wide
9	18	False	True	True	False	13.0	3.2121553	wide
9	18	False	True	True	False	14.0	2.3608239	wide
9	18	False	True	True	False	15.0	1.7865207	wide
9	18	False	True	True	False	16.0	1.3143748	wide
9	18	False	True	True	False	17.0	0.92406917	wide
9	18	False	True	True	False	18.0	0.6739903	wide
9	18	False	True	True	False	19.0	0.4915073	wide
9	18	False	True	True	False	20.0	0.35412806	wide
9	18	False	True	True	False	21.0	0.2526851	wide
9	18	False	True	True	False	22.0	0.1796973	wide
9	18	False	True	True	False	23.0	0.12836604	wide
9	18	False	True	True	False	24.0	0.09287258	wide
9	18	False	True	True	False	25.0	0.06859515	wide
9	18	False	True	True	False	26.0	0.052072104	wide
9	18	False	True	True	False	27.0	0.040816482	wide
9	18	False	True	True	False	28.0	0.033093616	wide
9	18	False	True	True	False	29.0	0.027719043	wide
9	18	False	True	True	False	30.0	0.023897184	wide
9	18	False	True	True	False	31.0	0.02110058	wide
9	18	False	True	True	False	32.0	0.018983042	wide
9	18	False	True	True	False	33.0	0.017319122	wide
9	18	False	True	True	False	34.0	0.015962737	wide
9	18	False	True	True	False	35.0	0.014819437	wide
9	18	False	True	True	False	36.0	0.013828064	wide
9	18	False	True	True	False	37.0	0.012948853	wide
9	18	False	True	True	False	38.0	0.012155691	wide
9	18	False	True	True	False	39.0	0.011431167	wide
9	18	False	True	True	False	40.0	0.010763441	wide
9	18	False	True	True	True	10.0	4.679745	narrow
9	18	False	True	True	True	11.0	4.002042	narrow
9	18	False	True	True	True	12.0	4.8516626	narrow
9	18	False	True	True	True	13.0	4.1766768	narrow
9	18	False	True	True	True	14.0	2.9504666	narrow
9	18	False	True	True	True	15.0	1.7985907	narrow
9	18	False	True	True	True	16.0	1.0078881	narrow
9	18	False	True	True	True	17.0	0.54858756	narrow
9	18	False	True	True	True	18.0	0.30470282	narrow
9	18	False	True	True	True	19.0	0.18040156	narrow
9	18	False	True	True	True	20.0	0.1173005	narrow
9	18	False	True	True	True	21.0	0.08431343	narrow
9	18	False	True	True	True	22.0	0.06596208	narrow
9	18	False	True	True	True	23.0	0.054786637	narrow
9	18	False	True	True	True	24.0	0.04723699	narrow
9	18	False	True	True	True	25.0	0.041621972	narrow
9	18	False	True	True	True	10.0	5.3936043	wide
9	18	False	True	True	True	11.0	3.771722	wide
9	18	False	True	True	True	12.0	3.47441	wide
9	18	False	True	True	True	13.0	3.0775049	wide
9	18	False	True	True	True	14.0	2.2416978	wide
9	18	False	True	True	True	15.0	1.691447	wide
9	18	False	True	True	True	16.0	1.2365332	wide
9	18	False	True	True	True	17.0	0.85840875	wide
9	18	False	True	True	True	18.0	0.6212376	wide
9	18	False	True	True	True	19.0	0.4504929	wide
9	18	False	True	True	True	20.0	0.32312045	wide
9	18	False	True	True	True	21.0	0.22981036	wide
9	18	False	True	True	True	22.0	0.16314226	wide
9	18	False	True	True	True	23.0	0.116533175	wide
9	18	False	True	True	True	24.0	0.084454566	wide
9	18	False	True	True	True	25.0	0.06258132	wide
9	18	False	True	True	True	26.0	0.047715545	wide
9	18	False	True	True	True	27.0	0.037584875	wide
9	18	False	True	True	True	28.0	0.0306187	wide
9	18	False	True	True	True	29.0	0.025752135	wide
9	18	False	True	True	True	30.0	0.022273596	wide
9	18	False	True	True	True	31.0	0.019712843	wide
9	18	False	True	True	True	32.0	0.017761724	wide
9	18	False	True	True	True	33.0	0.016219586	wide
9	18	False	True	True	True	34.0	0.014956254	wide
9	18	False	True	True	True	35.0	0.013887347	wide
9	18	False	True	True	True	36.0	0.012958053	wide
9	18	False	True	True	True	37.0	0.012132539	wide
9	18	False	True	True	True	38.0	0.011387164	wide
9	18	False	True	True	True	39.0	0.010706043	wide
9	18	False	True	True	True	40.0	0.010078313	wide
9	18	False	True	True	True	10.0	5.145339	narrow
9	18	False	True	True	True	11.0	4.364031	narrow
9	18	False	True	True	True	12.0	5.3266773	narrow
9	18	False	True	True	True	13.0	4.758187	narrow
9	18	False	True	True	True	14.0	3.446701	narrow
9	18	False	True	True	True	15.0	2.1370394	narrow
9	18	False	True	True	True	16.0	1.2083846	narrow
9	18	False	True	True	True	17.0	0.6586307	narrow
9	18	False	True	True	True	18.0	0.36391264	narrow
9	18	False	True	True	True	19.0	0.2133675	narrow
9	18	False	True	True	True	20.0	0.1372328	narrow
9	18	False	True	True	True	21.0	0.09777646	narrow
9	18	False	True	True	True	22.0	0.076088	narrow
9	18	False	True	True	True	23.0	0.06304779	narrow
9	18	False	True	True	True	24.0	0.054331016	narrow
9	18	False	True	True	True	25.0	0.047891226	narrow
9	18	False	True	True	True	10.0	5.892263	wide
9	18	False	True	True	True	11.0	4.173894	wide
9	18	False	True	True	True	12.0	3.853648	wide
9	18	False	True	True	True	13.0	3.4060206	wide
9	18	False	True	True	True	14.0	2.525748	wide
9	18	False	True	True	True	15.0	1.9163611	wide
9	18	False	True	True	True	16.0	1.4191462	wide
9	18	False	True	True	True	17.0	1.0111109	wide
9	18	False	True	True	True	18.0	0.7440246	wide
9	18	False	True	True	True	19.0	0.5463624	wide
9	18	False	True	True	True	20.0	0.3959698	wide
9	18	False	True	True	True	21.0	0.28381714	wide
9	18	False	True	True	True	22.0	0.2023903	wide
9	18	False	True	True	True	23.0	0.14466952	wide
9	18	False	True	True	True	24.0	0.10450245	wide
9	18	False	True	True	True	25.0	0.07690348	wide
9	18	False	True	True	True	26.0	0.05807374	wide
9	18	False	True	True	True	27.0	0.04524356	wide
9	18	False	True	True	True	28.0	0.03645758	wide
9	18	False	True	True	True	29.0	0.030367834	wide
9	18	False	True	True	True	30.0	0.026062656	wide
9	18	False	True	True	True	31.0	0.022934765	wide
9	18	False	True	True	True	32.0	0.020584572	wide
9	18	False	True	True	True	33.0	0.018751618	wide
9	18	False	True	True	True	34.0	0.017267251	wide
9	18	False	True	True	True	35.0	0.016022665	wide
9	18	False	True	True	True	36.0	0.014947664	wide
9	18	False	True	True	True	37.0	0.013996791	wide
9	18	False	True	True	True	38.0	0.013140384	wide
9	18	False	True	True	True	39.0	0.012358804	wide
9	18	False	True	True	True	40.0	0.011638813	wide
10	15	False	True	True	False	10.0	3.5384943	narrow
10	15	False	True	True	False	11.0	1.0885845	narrow
10	15	False	True	True	False	12.0	0.4272866	narrow
10	15	False	True	True	False	13.0	0.24225953	narrow
10	15	False	True	True	False	14.0	0.19173615	narrow
10	15	False	True	True	False	15.0	0.1771197	narrow
10	15	False	True	True	False	16.0	0.16800545	narrow
10	15	False	True	True	False	17.0	0.15759298	narrow
10	15	False	True	True	False	18.0	0.14695255	narrow
10	15	False	True	True	False	19.0	0.13892859	narrow
10	15	False	True	True	False	20.0	0.13757621	narrow
10	15	False	True	True	False	21.0	0.14699394	narrow
10	15	False	True	True	False	22.0	0.16832858	narrow
10	15	False	True	True	False	23.0	0.19925073	narrow
10	15	False	True	True	False	24.0	0.2364738	narrow
10	15	False	True	True	False	25.0	0.2776381	narrow
10	15	False	True	True	False	10.0	8.075274	wide
10	15	False	True	True	False	11.0	2.9540546	wide
10	15	False	True	True	False	12.0	1.1464165	wide
10	15	False	True	True	False	13.0	0.4867206	wide
10	15	False	True	True	False	14.0	0.23276423	wide
10	15	False	True	True	False	15.0	0.1296987	wide
10	15	False	True	True	False	16.0	0.086248815	wide
10	15	False	True	True	False	17.0	0.06782064	wide
10	15	False	True	True	False	18.0	0.060421556	wide
10	15	False	True	True	False	19.0	0.057902224	wide
10	15	False	True	True	False	20.0	0.057264358	wide
10	15	False	True	True	False	21.0	0.056923967	wide
10	15	False	True	True	False	22.0	0.05608428	wide
10	15	False	True	True	False	23.0	0.05448415	wide
10	15	False	True	True	False	24.0	0.05222207	wide
10	15	False	True	True	False	25.0	0.049571987	wide
10	15	False	True	True	False	26.0	0.046825655	wide
10	15	False	True	True	False	27.0	0.044220373	wide
10	15	False	True	True	False	28.0	0.041957956	wide
10	15	False	True	True	False	29.0	0.040254753	wide
10	15	False	True	True	False	30.0	0.039351627	wide
10	15	False	True	True	False	31.0	0.03946248	wide
10	15	False	True	True	False	32.0	0.040699285	wide
10	15	False	True	True	False	33.0	0.04302877	wide
10	15	False	True	True	False	34.0	0.04628929	wide
10	15	False	True	True	False	35.0	0.050254498	wide
10	15	False	True	True	False	36.0	0.05470662	wide
10	15	False	True	True	False	37.0	0.059487455	wide
10	15	False	True	True	False	38.0	0.064512	wide
10	15	False	True	True	False	39.0	0.06975165	wide
10	15	False	True	True	False	40.0	0.07520073	wide
10	15	False	True	True	True	10.0	3.246222	narrow
10	15	False	True	True	True	11.0	1.0137634	narrow
10	15	False	True	True	True	12.0	0.41034523	narrow
10	15	False	True	True	True	13.0	0.24309947	narrow
10	15	False	True	True	True	14.0	0.19903393	narrow
10	15	False	True	True	True	15.0	0.18679115	narrow
10	15	False	True	True	True	16.0	0.17797205	narrow
10	15	False	True	True	True	17.0	0.16663982	narrow
10	15	False	True	True	True	18.0	0.1545589	narrow
10	15	False	True	True	True	19.0	0.14513272	narrow
10	15	False	True	True	True	20.0	0.14267483	narrow
10	15	False	True	True	True	21.0	0.15117514	narrow
10	15	False	True	True	True	22.0	0.17137924	narrow
10	15	False	True	True	True	23.0	0.20040913	narrow
10	15	False	True	True	True	24.0	0.23445253	narrow
10	15	False	True	True	True	25.0	0.27083096	narrow
10	15	False	True	True	True	10.0	7.3969836	wide
10	15	False	True	True	True	11.0	2.7185361	wide
10	15	False	True	True	True	12.0	1.0614979	wide
10	15	False	True	True	True	13.0	0.45498034	wide
10	15	False	True	True	True	14.0	0.22102945	wide
10	15	False	True	True	True	15.0	0.12601164	wide
10	15	False	True	True	True	16.0	0.08604424	wide
10	15	False	True	True	True	17.0	0.0692831	wide
10	15	False	True	True	True	18.0	0.06280447	wide
10	15	False	True	True	True	19.0	0.060870927	wide
10	15	False	True	True	True	20.0	0.060626958	wide
10	15	False	True	True	True	21.0	0.060524937	wide
10	15	False	True	True	True	22.0	0.059772376	wide
10	15	False	True	True	True	23.0	0.058114182	wide
10	15	False	True	True	True	24.0	0.055669	wide
10	15	False	True	True	True	25.0	0.052744985	wide
10	15	False	True	True	True	26.0	0.049675785	wide
10	15	False	True	True	True	27.0	0.04674	wide
10	15	False	True	True	True	28.0	0.044172827	wide
10	15	False	True	True	True	29.0	0.042211615	wide
10	15	False	True	True	True	30.0	0.0411046	wide
10	15	False	True	True	True	31.0	0.041060757	wide
10	15	False	True	True	True	32.0	0.042177603	wide
10	15	False	True	True	True	33.0	0.044400923	wide
10	15	False	True	True	True	34.0	0.047544226	wide
10	15	False	True	True	True	35.0	0.051354617	wide
10	15	False	True	True	True	36.0	0.055587817	wide
10	15	False	True	True	True	37.0	0.06006101	wide
10	15	False	True	True	True	38.0	0.06466823	wide
10	15	False	True	True	True	39.0	0.069365606	wide
10	15	False	True	True	True	40.0	0.074139886	wide
10	15	False	True	True	True	10.0	3.932898	narrow
10	15	False	True	True	True	11.0	1.1925279	narrow
10	15	False	True	True	True	12.0	0.45449612	narrow
10	15	False	True	True	True	13.0	0.2464001	narrow
10	15	False	True	True	True	14.0	0.18787733	narrow
10	15	False	True	True	True	15.0	0.17042935	narrow
10	15	False	True	True	True	16.0	0.16082203	narrow
10	15	False	True	True	True	17.0	0.15115336	narrow
10	15	False	True	True	True	18.0	0.14178525	narrow
10	15	False	True	True	True	19.0	0.13507392	narrow
10	15	False	True	True	True	20.0	0.1349212	narrow
10	15	False	True	True	True	21.0	0.14567333	narrow
10	15	False	True	True	True	22.0	0.16906707	narrow
10	15	False	True	True	True	23.0	0.20355591	narrow
10	15	False	True	True	True	24.0	0.24660684	narrow
10	15	False	True	True	True	25.0	0.29629838	narrow
10	15	False	True	True	True	10.0	8.987513	wide
10	15	False	True	True	True	11.0	3.271133	wide
10	15	False	True	True	True	12.0	1.2614638	wide
10	15	False	True	True	True	13.0	0.5305543	wide
10	15	False	True	True	True	14.0	0.24984701	wide
10	15	False	True	True	True	15.0	0.13605383	wide
10	15	False	True	True	True	16.0	0.08801608	wide
10	15	False	True	True	True	17.0	0.06746571	wide
10	15	False	True	True	True	18.0	0.058971647	wide
10	15	False	True	True	True	19.0	0.055813797	wide
10	15	False	True	True	True	20.0	0.054777555	wide
10	15	False	True	True	True	21.0	0.054206382	wide
10	15	False	True	True	True	22.0	0.053281493	wide
10	15	False	True	True	True	23.0	0.05172836	wide
10	15	False	True	True	True	24.0	0.049624585	wide
10	15	False	True	True	True	25.0	0.04721322	wide
10	15	False	True	True	True	26.0	0.044749472	wide
10	15	False	True	True	True	27.0	0.04243533	wide
10	15	False	True	True	True	28.0	0.040444847	wide
10	15	False	True	True	True	29.0	0.038978267	wide
10	15	False	True	True	True	30.0	0.03827341	wide
10	15	False	True	True	True	31.0	0.03855325	wide
10	15	False	True	True	True	32.0	0.039948836	wide
10	15	False	True	True	True	33.0	0.042453494	wide
10	15	False	True	True	True	34.0	0.04593747	wide
10	15	False	True	True	True	35.0	0.050209586	wide
10	15	False	True	True	True	36.0	0.055088334	wide
10	15	False	True	True	True	37.0	0.060450345	wide
10	15	False	True	True	True	38.0	0.06624076	wide
10	15	False	True	True	True	39.0	0.07245307	wide
10	15	False	True	True	True	40.0	0.07909205	wide
10	18	False	True	True	False	10.0	6.083207	narrow
10	18	False	True	True	False	11.0	5.469111	narrow
10	18	False	True	True	False	12.0	0.34790313	narrow
10	18	False	True	True	False	13.0	0.23361877	narrow
10	18	False	True	True	False	14.0	0.22071257	narrow
10	18	False	True	True	False	15.0	0.22217211	narrow
10	18	False	True	True	False	16.0	0.21377283	narrow
10	18	False	True	True	False	17.0	0.1963522	narrow
10	18	False	True	True	False	18.0	0.18340969	narrow
10	18	False	True	True	False	19.0	0.18927532	narrow
10	18	False	True	True	False	20.0	0.22367483	narrow
10	18	False	True	True	False	21.0	0.2956858	narrow
10	18	False	True	True	False	22.0	0.422461	narrow
10	18	False	True	True	False	23.0	0.6343199	narrow
10	18	False	True	True	False	24.0	0.9661632	narrow
10	18	False	True	True	False	25.0	1.429219	narrow
10	18	False	True	True	False	10.0	8.193018	wide
10	18	False	True	True	False	11.0	5.70127	wide
10	18	False	True	True	False	12.0	2.8311439	wide
10	18	False	True	True	False	13.0	0.7388308	wide
10	18	False	True	True	False	14.0	0.28735185	wide
10	18	False	True	True	False	15.0	0.14794803	wide
10	18	False	True	True	False	16.0	0.09009174	wide
10	18	False	True	True	False	17.0	0.06475696	wide
10	18	False	True	True	False	18.0	0.053015757	wide
10	18	False	True	True	False	19.0	0.047294497	wide
10	18	False	True	True	False	20.0	0.044388495	wide
10	18	False	True	True	False	21.0	0.042818308	wide
10	18	False	True	True	False	22.0	0.04182456	wide
10	18	False	True	True	False	23.0	0.040986862	wide
10	18	False	True	True	False	24.0	0.040078346	wide
10	18	False	True	True	False	25.0	0.039004322	wide
10	18	False	True	True	False	26.0	0.037768085	wide
10	18	False	True	True	False	27.0	0.036443777	wide
10	18	False	True	True	False	28.0	0.03515141	wide
10	18	False	True	True	False	29.0	0.034034673	wide
10	18	False	True	True	False	30.0	0.033242937	wide
10	18	False	True	True	False	31.0	0.032918572	wide
10	18	False	True	True	False	32.0	0.033190176	wide
10	18	False	True	True	False	33.0	0.034170676	wide
10	18	False	True	True	False	34.0	0.03595936	wide
10	18	False	True	True	False	35.0	0.038646355	wide
10	18	False	True	True	False	36.0	0.042317532	wide
10	18	False	True	True	False	37.0	0.04705912	wide
10	18	False	True	True	False	38.0	0.052959565	wide
10	18	False	True	True	False	39.0	0.06010906	wide
10	18	False	True	True	False	40.0	0.06859455	wide
10	18	False	True	True	True	10.0	5.5102005	narrow
10	18	False	True	True	True	11.0	4.9347115	narrow
10	18	False	True	True	True	12.0	0.35122722	narrow
10	18	False	True	True	True	13.0	0.24621148	narrow
10	18	False	True	True	True	14.0	0.23631124	narrow
10	18	False	True	True	True	15.0	0.23869927	narrow
10	18	False	True	True	True	16.0	0.2291607	narrow
10	18	False	True	True	True	17.0	0.20897919	narrow
10	18	False	True	True	True	18.0	0.19282308	narrow
10	18	False	True	True	True	19.0	0.19589907	narrow
10	18	False	True	True	True	20.0	0.22760135	narrow
10	18	False	True	True	True	21.0	0.29494378	narrow
10	18	False	True	True	True	22.0	0.41079435	narrow
10	18	False	True	True	True	23.0	0.598716	narrow
10	18	False	True	True	True	24.0	0.8859151	narrow
10	18	False	True	True	True	25.0	1.2799419	narrow
10	18	False	True	True	True	10.0	7.6097603	wide
10	18	False	True	True	True	11.0	5.216327	wide
10	18	False	True	True	True	12.0	2.5874968	wide
10	18	False	True	True	True	13.0	0.6916013	wide
10	18	False	True	True	True	14.0	0.2756722	wide
10	18	False	True	True	True	15.0	0.14530602	wide
10	18	False	True	True	True	16.0	0.09082329	wide
10	18	False	True	True	True	17.0	0.06676918	wide
10	18	False	True	True	True	18.0	0.05553234	wide
10	18	False	True	True	True	19.0	0.050030377	wide
10	18	False	True	True	True	20.0	0.047236007	wide
10	18	False	True	True	True	21.0	0.045726076	wide
10	18	False	True	True	True	22.0	0.04475235	wide
10	18	False	True	True	True	23.0	0.04389154	wide
10	18	False	True	True	True	24.0	0.042912547	wide
10	18	False	True	True	True	25.0	0.04171999	wide
10	18	False	True	True	True	26.0	0.040320944	wide
10	18	False	True	True	True	27.0	0.038796995	wide
10	18	False	True	True	True	28.0	0.037277516	wide
10	18	False	True	True	True	29.0	0.03591551	wide
10	18	False	True	True	True	30.0	0.034867898	wide
10	18	False	True	True	True	31.0	0.03428139	wide
10	18	False	True	True	True	32.0	0.034284685	wide
10	18	False	True	True	True	33.0	0.034985933	wide
10	18	False	True	True	True	34.0	0.036474414	wide
10	18	False	True	True	True	35.0	0.038824968	wide
10	18	False	True	True	True	36.0	0.04210301	wide
10	18	False	True	True	True	37.0	0.046369564	wide
10	18	False	True	True	True	38.0	0.051683854	wide
10	18	False	True	True	True	39.0	0.058103982	wide
10	18	False	True	True	True	40.0	0.06568363	wide
10	18	False	True	True	True	10.0	6.843754	narrow
10	18	False	True	True	True	11.0	6.1546907	narrow
10	18	False	True	True	True	12.0	0.35000747	narrow
10	18	False	True	True	True	13.0	0.22441207	narrow
10	18	False	True	True	True	14.0	0.20847405	narrow
10	18	False	True	True	True	15.0	0.20915857	narrow
10	18	False	True	True	True	16.0	0.20180428	narrow
10	18	False	True	True	True	17.0	0.1868247	narrow
10	18	False	True	True	True	18.0	0.17678857	narrow
10	18	False	True	True	True	19.0	0.1854448	narrow
10	18	False	True	True	True	20.0	0.22322358	narrow
10	18	False	True	True	True	21.0	0.3020701	narrow
10	18	False	True	True	True	22.0	0.4453559	narrow
10	18	False	True	True	True	23.0	0.6938324	narrow
10	18	False	True	True	True	24.0	1.0948672	narrow
10	18	False	True	True	True	25.0	1.6661518	narrow
10	18	False	True	True	True	10.0	9.014626	wide
10	18	False	True	True	True	11.0	6.3515625	wide
10	18	False	True	True	True	12.0	3.1535692	wide
10	18	False	True	True	True	13.0	0.8042948	wide
10	18	False	True	True	True	14.0	0.30505636	wide
10	18	False	True	True	True	15.0	0.15325856	wide
10	18	False	True	True	True	16.0	0.09077227	wide
10	18	False	True	True	True	17.0	0.063672796	wide
10	18	False	True	True	True	18.0	0.05124004	wide
10	18	False	True	True	True	19.0	0.045230504	wide
10	18	False	True	True	True	20.0	0.042191595	wide
10	18	False	True	True	True	21.0	0.040557936	wide
10	18	False	True	True	True	22.0	0.039545435	wide
10	18	False	True	True	True	23.0	0.038730074	wide
10	18	False	True	True	True	24.0	0.03788615	wide
10	18	False	True	True	True	25.0	0.036918767	wide
10	18	False	True	True	True	26.0	0.03582802	wide
10	18	False	True	True	True	27.0	0.03468228	wide
10	18	False	True	True	True	28.0	0.033594653	wide
10	18	False	True	True	True	29.0	0.032702427	wide
10	18	False	True	True	True	30.0	0.03215077	wide
10	18	False	True	True	True	31.0	0.03208143	wide
10	18	False	True	True	True	32.0	0.032627124	wide
10	18	False	True	True	True	33.0	0.03391056	wide
10	18	False	True	True	True	34.0	0.03604717	wide
10	18	False	True	True	True	35.0	0.039150126	wide
10	18	False	True	True	True	36.0	0.04333552	wide
10	18	False	True	True	True	37.0	0.048726853	wide
10	18	False	True	True	True	38.0	0.05545635	wide
10	18	False	True	True	True	39.0	0.06366299	wide
10	18	False	True	True	True	40.0	0.073485285	wide
12	15	False	True	True	False	10.0	4.2638655	narrow
12	15	False	True	True	False	11.0	8.070372	narrow
12	15	False	True	True	False	12.0	9.543348	narrow
12	15	False	True	True	False	13.0	8.343658	narrow
12	15	False	True	True	False	14.0	5.879625	narrow
12	15	False	True	True	False	15.0	3.9454036	narrow
12	15	False	True	True	False	16.0	2.766814	narrow
12	15	False	True	True	False	17.0	2.1059988	narrow
12	15	False	True	True	False	18.0	1.7333679	narrow
12	15	False	True	True	False	19.0	1.5061275	narrow
12	15	False	True	True	False	20.0	1.3476244	narrow
12	15	False	True	True	False	21.0	1.2203244	narrow
12	15	False	True	True	False	22.0	1.1075244	narrow
12	15	False	True	True	False	23.0	1.0027707	narrow
12	15	False	True	True	False	24.0	0.9042283	narrow
12	15	False	True	True	False	25.0	0.8118565	narrow
12	15	False	True	True	False	10.0	1.6621103	wide
12	15	False	True	True	False	11.0	2.6399183	wide
12	15	False	True	True	False	12.0	3.0314457	wide
12	15	False	True	True	False	13.0	3.2042453	wide
12	15	False	True	True	False	14.0	3.0802333	wide
12	15	False	True	True	False	15.0	2.6769767	wide
12	15	False	True	True	False	16.0	2.1652894	wide
12	15	False	True	True	False	17.0	1.6892995	wide
12	15	False	True	True	False	18.0	1.304287	wide
12	15	False	True	True	False	19.0	1.0134556	wide
12	15	False	True	True	False	20.0	0.8013155	wide
12	15	False	True	True	False	21.0	0.6488771	wide
12	15	False	True	True	False	22.0	0.53947693	wide
12	15	False	True	True	False	23.0	0.4602792	wide
12	15	False	True	True	False	24.0	0.40200654	wide
12	15	False	True	True	False	25.0	0.35816586	wide
12	15	False	True	True	False	26.0	0.32428557	wide
12	15	False	True	True	False	27.0	0.29731098	wide
12	15	False	True	True	False	28.0	0.27516326	wide
12	15	False	True	True	False	29.0	0.25643116	wide
12	15	False	True	True	False	30.0	0.2401581	wide
12	15	False	True	True	False	31.0	0.22569545	wide
12	15	False	True	True	False	32.0	0.21260387	wide
12	15	False	True	True	False	33.0	0.200585	wide
12	15	False	True	True	False	34.0	0.18943572	wide
12	15	False	True	True	False	35.0	0.17901666	wide
12	15	False	True	True	False	36.0	0.16923106	wide
12	15	False	True	True	False	37.0	0.16001049	wide
12	15	False	True	True	False	38.0	0.15130506	wide
