subject	model_label	fit_response	smoothed	spherical_noise	many_samples	wide		range	n	mean_E	mean_error	var_E	mean_abs_error
8	31	False	True	True	False	True	48	wide	27.0	27.0998	0.099801362991333	1.4778692	0.9519730396270752
8	31	False	True	True	False	True	49	wide	28.0	28.011265	0.0112655296325683	1.5528747	0.9510542678833008
8	31	False	True	True	False	True	50	wide	29.0	29.108477	0.1084756355285644	1.4282286	0.9127631568908692
8	31	False	True	True	False	True	51	wide	30.0	30.121336	0.1213363933563232	1.7732565	1.0291258754730224
8	31	False	True	True	False	True	52	wide	31.0	31.05094	0.0509388999938964	1.8193345	1.0390166473388671
8	31	False	True	True	False	True	53	wide	32.0	32.09213	0.09212717628479	1.7973442	1.0372744884490968
8	31	False	True	True	False	True	54	wide	33.0	33.107853	0.1078503627777099	1.7691554	1.035555170059204
8	31	False	True	True	False	True	55	wide	34.0	34.049973	0.0499739227294921	1.9565041	1.0702680892944336
8	31	False	True	True	False	True	56	wide	35.0	35.0272	0.0271984348297119	1.7118604	1.0369953136444092
8	31	False	True	True	False	True	57	wide	36.0	35.95839	-0.0416094245910644	1.6530608	1.0178610496520997
8	31	False	True	True	False	True	58	wide	37.0	36.81541	-0.1845912818908691	1.5655389	0.9810445671081542
8	31	False	True	True	False	True	59	wide	38.0	37.590416	-0.4095875358581543	1.0854622	0.8432500953674317
8	31	False	True	True	False	True	60	wide	39.0	38.209858	-0.7901421928405762	0.89810985	0.8927707176208496
8	31	False	True	True	False	True	61	wide	40.0	38.6738	-1.3261995887756348	0.6008222	1.3261995887756348
8	31	False	True	True	True	False	0	narrow	10.0	10.030207	0.03020696144104	0.020152226	0.0302069825172424
8	31	False	True	True	True	False	1	narrow	11.0	11.073367	0.0733668496131896	0.051396657	0.0955991171836853
8	31	False	True	True	True	False	2	narrow	12.0	12.010917	0.0109165614128112	0.092948996	0.1561888067245483
8	31	False	True	True	True	False	3	narrow	13.0	13.082992	0.0829917087078094	0.14050387	0.2238688560009002
8	31	False	True	True	True	False	4	narrow	14.0	14.056457	0.0564567733764648	0.19831343	0.3010926345825195
8	31	False	True	True	True	False	5	narrow	15.0	15.038397	0.0383964984893798	0.24597234	0.3508311005592346
8	31	False	True	True	True	False	6	narrow	16.0	16.032578	0.0325776216506958	0.28991693	0.3868580633163452
8	31	False	True	True	True	False	7	narrow	17.0	17.043783	0.0437828037261962	0.3247742	0.4172411911010742
8	31	False	True	True	True	False	8	narrow	18.0	18.048344	0.0483444409370422	0.3687467	0.448284091091156
8	31	False	True	True	True	False	9	narrow	19.0	19.035675	0.0356750973224639	0.40960172	0.4807445031642914
8	31	False	True	True	True	False	10	narrow	20.0	20.029364	0.0293636692523956	0.43476853	0.4975572316646576
8	31	False	True	True	True	False	11	narrow	21.0	21.02358	0.0235812774658203	0.4592204	0.5160633710861207
8	31	False	True	True	True	False	12	narrow	22.0	22.021826	0.0218251516342163	0.4712655	0.528310391998291
8	31	False	True	True	True	False	13	narrow	23.0	22.966963	-0.0330371695518493	0.42190737	0.5038492798805236
8	31	False	True	True	True	False	14	narrow	24.0	23.800714	-0.1992865006446838	0.31597447	0.4446881796836853
8	31	False	True	True	True	False	15	narrow	25.0	24.431917	-0.5680825856208801	0.21095742	0.5680825856208801
8	31	False	True	True	True	False	16	wide	10.0	10.0418825	0.0418828108787536	0.02917967	0.0418828305244445
8	31	False	True	True	True	False	17	wide	11.0	11.071154	0.0711541024684906	0.06432147	0.1048233113765716
8	31	False	True	True	True	False	18	wide	12.0	12.063052	0.0630521425724029	0.12471596	0.2024315433979034
8	31	False	True	True	True	False	19	wide	13.0	13.020844	0.0208444028377532	0.16827397	0.2466358417034149
8	31	False	True	True	True	False	20	wide	14.0	14.079647	0.0796474665164947	0.25859225	0.3262568252086639
8	31	False	True	True	True	False	21	wide	15.0	15.141214	0.1412135837078094	0.35031572	0.4252290366649627
8	31	False	True	True	True	False	22	wide	16.0	16.142332	0.1423320003986358	0.48223925	0.5177214669704437
8	31	False	True	True	True	False	23	wide	17.0	17.117073	0.1170737810134887	0.5756679	0.575982444190979
8	31	False	True	True	True	False	24	wide	18.0	18.097775	0.0977757394790649	0.66680837	0.6234852823257446
8	31	False	True	True	True	False	25	wide	19.0	19.073164	0.0731640415668487	0.73910385	0.658963785123825
8	31	False	True	True	True	False	26	wide	20.0	20.057247	0.0572470275402069	0.81530285	0.6961130178928375
8	31	False	True	True	True	False	27	wide	21.0	21.04146	0.0414588899612426	0.8361558	0.7137284412384033
8	31	False	True	True	True	False	28	wide	22.0	22.005795	0.0057952235221862	0.79455775	0.6977642962455749
8	31	False	True	True	True	False	29	wide	23.0	22.88341	-0.1165900012016296	0.6668468	0.6396368615150452
8	31	False	True	True	True	False	30	wide	24.0	23.615242	-0.3847574656486511	0.49884754	0.5811121880531311
8	31	False	True	True	True	False	31	wide	25.0	24.1647	-0.8352993055343628	0.34381178	0.8352993055343628
8	31	False	True	True	True	True	0	narrow	10.0	10.03246	0.0324598428249359	0.023946766	0.0324598621845245
8	31	False	True	True	True	True	1	narrow	11.0	11.071739	0.0717389194011688	0.04783513	0.0928257108211517
8	31	False	True	True	True	True	2	narrow	12.0	12.008764	0.0087640088558197	0.09237632	0.1541499217510223
8	31	False	True	True	True	True	3	narrow	13.0	13.078629	0.0786288093566894	0.13674116	0.2200128367424011
8	31	False	True	True	True	True	4	narrow	14.0	14.051628	0.0516286795139312	0.20005915	0.3035384349346161
8	31	False	True	True	True	True	5	narrow	15.0	15.039907	0.0399073076248168	0.24799758	0.3505994402885437
8	31	False	True	True	True	True	6	narrow	16.0	16.035376	0.0353757570266723	0.28525463	0.3830748746871948
8	31	False	True	True	True	True	7	narrow	17.0	17.035805	0.0358051811218261	0.32461715	0.4199994825363159
8	31	False	True	True	True	True	8	narrow	18.0	18.04632	0.046320633983612	0.36821243	0.4473521466255188
8	31	False	True	True	True	True	9	narrow	19.0	19.042315	0.0423142429828643	0.41117778	0.4753307765483856
8	31	False	True	True	True	True	10	narrow	20.0	20.04546	0.0454595658779144	0.4375916	0.4955309923648834
8	31	False	True	True	True	True	11	narrow	21.0	21.028532	0.0285318647384643	0.48128247	0.522799342918396
8	31	False	True	True	True	True	12	narrow	22.0	22.045311	0.0453102235794067	0.53588414	0.5503740901947022
8	31	False	True	True	True	True	13	narrow	23.0	23.0469	0.0469004774093627	0.5727584	0.567796803855896
8	31	False	True	True	True	True	14	narrow	24.0	24.049725	0.0497243830680847	0.5960913	0.5857813473701478
8	31	False	True	True	True	True	15	narrow	25.0	25.058462	0.0584631939888	0.6828402	0.6169254034996032
8	31	False	True	True	True	True	16	narrow	26.0	26.065998	0.065998944568634	0.7518838	0.6562184742927551
8	31	False	True	True	True	True	17	narrow	27.0	27.074213	0.074213594341278	0.82735974	0.6892521971702575
8	31	False	True	True	True	True	18	narrow	28.0	28.08722	0.0872175050735473	0.9083709	0.7203946048736573
8	31	False	True	True	True	True	19	narrow	29.0	29.103554	0.1035546282768249	1.0382313	0.7668279202461242
8	31	False	True	True	True	True	20	narrow	30.0	30.115993	0.1159940361022949	1.1344101	0.80541637134552
8	31	False	True	True	True	True	21	narrow	31.0	31.116703	0.1167023387908935	1.2246625	0.8405520673751831
8	31	False	True	True	True	True	22	narrow	32.0	32.136578	0.1365774367332458	1.341931	0.88725427942276
8	31	False	True	True	True	True	23	narrow	33.0	33.139164	0.1391655180931091	1.4855062	0.9374778409004212
8	31	False	True	True	True	True	24	narrow	34.0	34.153572	0.1535705698013305	1.5543572	0.97230885181427
8	31	False	True	True	True	True	25	narrow	35.0	35.13415	0.1341526201248169	1.5680214	0.9913321210861206
8	31	False	True	True	True	True	26	narrow	36.0	36.05155	0.0515498106002807	1.5066965	0.9775593145370484
8	31	False	True	True	True	True	27	narrow	37.0	36.91306	-0.0869405415534973	1.3112861	0.908652347278595
8	31	False	True	True	True	True	28	narrow	38.0	37.646748	-0.3532526090621948	1.052934	0.8113026689529419
8	31	False	True	True	True	True	29	narrow	39.0	38.23546	-0.7645393677711487	0.8141777	0.8564227429389953
8	31	False	True	True	True	True	30	narrow	40.0	38.673332	-1.3266695923805236	0.6169799	1.3266695923805236
8	31	False	True	True	True	True	31	wide	10.0	10.040231	0.0402306617736816	0.0244355	0.0402306813240051
8	31	False	True	True	True	True	32	wide	11.0	11.06936	0.0693603623867035	0.07912097	0.1020069240093231
8	31	False	True	True	True	True	33	wide	12.0	12.066093	0.0660939914226532	0.12816529	0.2054306004047393
8	31	False	True	True	True	True	34	wide	13.0	13.022192	0.0221919407844543	0.16587564	0.2468854375839233
8	31	False	True	True	True	True	35	wide	14.0	14.070586	0.0705854806423187	0.24553938	0.32001713681221
8	31	False	True	True	True	True	36	wide	15.0	15.148905	0.1489049508094787	0.35290232	0.4278428155899048
8	31	False	True	True	True	True	37	wide	16.0	16.14142	0.1414200385093689	0.4912377	0.5154324736595154
8	31	False	True	True	True	True	38	wide	17.0	17.125982	0.1259822464942932	0.5772149	0.5786603423118591
8	31	False	True	True	True	True	39	wide	18.0	18.097128	0.097128863286972	0.69242895	0.632614272737503
8	31	False	True	True	True	True	40	wide	19.0	19.067413	0.0674143906116485	0.79310113	0.6699802182674408
8	31	False	True	True	True	True	41	wide	20.0	20.07304	0.0730389726161956	0.8876079	0.7099277653217315
8	31	False	True	True	True	True	42	wide	21.0	21.064535	0.0645343801498413	0.9406027	0.7333207988739013
8	31	False	True	True	True	True	43	wide	22.0	22.074621	0.0746202729225158	1.0174395	0.7635402842521668
8	31	False	True	True	True	True	44	wide	23.0	23.085274	0.0852738149642944	1.1059421	0.7929461807250977
8	31	False	True	True	True	True	45	wide	24.0	24.072975	0.0729742626190185	1.1685132	0.8210448093414306
8	31	False	True	True	True	True	46	wide	25.0	25.075787	0.0757853416442871	1.215993	0.8451234663009644
8	31	False	True	True	True	True	47	wide	26.0	26.07367	0.0736681105613708	1.3309387	0.8739889454841614
8	31	False	True	True	True	True	48	wide	27.0	27.073534	0.0735349753379821	1.4020796	0.8997818127632141
8	31	False	True	True	True	True	49	wide	28.0	28.07673	0.0767300583839416	1.5096896	0.937385336971283
8	31	False	True	True	True	True	50	wide	29.0	29.081871	0.0818711573600769	1.5766627	0.9522309138298036
8	31	False	True	True	True	True	51	wide	30.0	30.08169	0.0816892918586731	1.6569537	0.9821935759544372
8	31	False	True	True	True	True	52	wide	31.0	31.09863	0.0986312963485717	1.7750677	1.0173713569641114
8	31	False	True	True	True	True	53	wide	32.0	32.08503	0.0850296627044677	1.7779278	1.0299351696014405
8	31	False	True	True	True	True	54	wide	33.0	33.080368	0.080368360710144	1.8433478	1.046890936088562
8	31	False	True	True	True	True	55	wide	34.0	34.072544	0.0725451636314392	1.8740333	1.0654443947792054
8	31	False	True	True	True	True	56	wide	35.0	35.034233	0.0342315220832824	1.8012561	1.0534067103385925
8	31	False	True	True	True	True	57	wide	36.0	35.979473	-0.020527426624298	1.6838084	1.0216042168617248
8	31	False	True	True	True	True	58	wide	37.0	36.8388	-0.1612027135848999	1.4733828	0.9461415494918824
8	31	False	True	True	True	True	59	wide	38.0	37.586693	-0.4133076642036438	1.1780939	0.8569716965675354
8	31	False	True	True	True	True	60	wide	39.0	38.209404	-0.7905954278945923	0.88732344	0.8876210947036743
8	31	False	True	True	True	True	61	wide	40.0	38.67945	-1.3205506107330325	0.6410697	1.3205506107330325
9	15	False	True	True	False	False	0	narrow	10.0	10.008238	0.008238221168518	0.00617908	0.0082382326126098
9	15	False	True	True	False	False	1	narrow	11.0	11.000937	0.0009375801086425	0.004505985	0.008907693862915
9	15	False	True	True	False	False	2	narrow	12.0	11.998254	-0.001746223449707	0.0032025168	0.0063780822753906
9	15	False	True	True	False	False	3	narrow	13.0	13.001422	0.0014214973449707	0.0024053906	0.0067192192077636
9	15	False	True	True	False	False	4	narrow	14.0	14.008522	0.0085228033065795	0.0071302913	0.015687554359436
9	15	False	True	True	False	False	5	narrow	15.0	15.0343275	0.0343268938064575	0.04158254	0.0667000303268432
9	15	False	True	True	False	False	6	narrow	16.0	16.08619	0.0861895418167114	0.1318468	0.1667152471542358
9	15	False	True	True	False	False	7	narrow	17.0	17.164648	0.1646484146118164	0.25465158	0.324793529510498
9	15	False	True	True	False	False	8	narrow	18.0	18.218904	0.2189037837982177	0.44183075	0.4786923732757568
9	15	False	True	True	False	False	9	narrow	19.0	19.257082	0.2570811614990234	0.66987884	0.6384586486816406
9	15	False	True	True	False	False	10	narrow	20.0	20.239504	0.2395030632019043	0.8642771	0.7484027633666992
9	15	False	True	True	False	False	11	narrow	21.0	21.139889	0.1398881473541259	0.9118166	0.7550863742828369
9	15	False	True	True	False	False	12	narrow	22.0	22.071884	0.0718844718933105	0.888878	0.7518882255554199
9	15	False	True	True	False	False	13	narrow	23.0	22.800076	-0.1999236736297607	0.78924215	0.6917705173492432
9	15	False	True	True	False	False	14	narrow	24.0	23.534647	-0.4653536186218261	0.5495476	0.6365171394348145
9	15	False	True	True	False	False	15	narrow	25.0	23.97185	-1.0281510372161866	0.45179644	1.0281510372161866
9	15	False	True	True	False	False	16	wide	10.0	10.002218	0.0022180709838867	0.0011643784	0.0022180786132812
9	15	False	True	True	False	False	17	wide	11.0	11.00263	0.0026294422149658	0.0015870376	0.0037178707122802
9	15	False	True	True	False	False	18	wide	12.0	12.004486	0.004486400604248	0.005664013	0.0114965076446533
9	15	False	True	True	False	False	19	wide	13.0	13.009641	0.0096405410766601	0.01227807	0.02092014503479
9	15	False	True	True	False	False	20	wide	14.0	13.999328	-0.0006721677780151	0.014604121	0.0291566114425659
9	15	False	True	True	False	False	21	wide	15.0	15.009655	0.0096551151275634	0.019749956	0.0428118591308593
9	15	False	True	True	False	False	22	wide	16.0	16.0182	0.0182004270553588	0.06516604	0.0794000444412231
9	15	False	True	True	False	False	23	wide	17.0	17.038069	0.0380680780410766	0.08041946	0.124390585899353
9	15	False	True	True	False	False	24	wide	18.0	18.073818	0.0738192558288574	0.13558961	0.2219348831176757
9	15	False	True	True	False	False	25	wide	19.0	19.132526	0.1325272178649902	0.2676876	0.3578705253601074
9	15	False	True	True	False	False	26	wide	20.0	20.17849	0.1784897441864013	0.40299758	0.4708481998443603
9	15	False	True	True	False	False	27	wide	21.0	21.25127	0.2512690505981445	0.552204	0.5891205825805664
9	15	False	True	True	False	False	28	wide	22.0	22.205463	0.205463680267334	0.57939506	0.6320418128967286
9	15	False	True	True	False	False	29	wide	23.0	22.987549	-0.0124503517150878	0.5457002	0.5905291213989258
9	15	False	True	True	False	False	30	wide	24.0	23.5918	-0.4081985912322998	0.43806264	0.5663593425750733
9	15	False	True	True	False	False	31	wide	25.0	23.999182	-1.000817617416382	0.3246458	1.000817617416382
9	15	False	True	True	True	False	0	narrow	10.0	10.007343	0.0073440926551818	0.0039098533	0.0073441031455993
9	15	False	True	True	True	False	1	narrow	11.0	11.003094	0.0030940622329711	0.0050852	0.0097536600112915
9	15	False	True	True	True	False	2	narrow	12.0	11.997975	-0.0020239907264709	0.0065209856	0.0081572281837463
9	15	False	True	True	True	False	3	narrow	13.0	13.002109	0.0021084222316741	0.0037301593	0.007448266839981
9	15	False	True	True	True	False	4	narrow	14.0	14.009795	0.0097956729888916	0.011480443	0.020248563671112
9	15	False	True	True	True	False	5	narrow	15.0	15.0340605	0.0340612946033477	0.034481157	0.0596394211292266
9	15	False	True	True	True	False	6	narrow	16.0	16.081196	0.0811948709487915	0.10570784	0.1579042167663574
9	15	False	True	True	True	False	7	narrow	17.0	17.160212	0.1602101572036743	0.2571294	0.329673794555664
9	15	False	True	True	True	False	8	narrow	18.0	18.224838	0.2248395680904388	0.45912534	0.4969011837482452
9	15	False	True	True	True	False	9	narrow	19.0	19.257753	0.257752775144577	0.6805955	0.6365534582614899
9	15	False	True	True	True	False	10	narrow	20.0	20.260271	0.2602696163654327	0.82801837	0.7258025460720062
9	15	False	True	True	True	False	11	narrow	21.0	21.187035	0.1870337881088256	0.9310404	0.7781804323196411
9	15	False	True	True	True	False	12	narrow	22.0	22.050577	0.0505772036552429	0.8953459	0.7581844639778137
9	15	False	True	True	True	False	13	narrow	23.0	22.82866	-0.1713408606529236	0.7627843	0.6869083844184876
9	15	False	True	True	True	False	14	narrow	24.0	23.437643	-0.5623567356109619	0.5944749	0.6971944902420044
9	15	False	True	True	True	False	15	narrow	25.0	23.886507	-1.113493643760681	0.46653157	1.113493643760681
9	15	False	True	True	True	False	16	wide	10.0	10.005299	0.0052985691070556	0.0031803336	0.0052985794067382
9	15	False	True	True	True	False	17	wide	11.0	11.005761	0.0057612312793731	0.00595795	0.0110679227352142
9	15	False	True	True	True	False	18	wide	12.0	12.000862	0.0008628040790557	0.008963163	0.0165616066455841
9	15	False	True	True	True	False	19	wide	13.0	13.007758	0.0077585158348083	0.013120613	0.024414353942871
9	15	False	True	True	True	False	20	wide	14.0	14.000309	0.0003089175224304	0.018231332	0.0338462049484252
9	15	False	True	True	True	False	21	wide	15.0	15.01145	0.0114493920326232	0.02568895	0.047795207118988
9	15	False	True	True	True	False	22	wide	16.0	16.019354	0.0193534837722778	0.043897573	0.07687886428833
9	15	False	True	True	True	False	23	wide	17.0	17.040377	0.0403758001804351	0.07640708	0.1286136937618255
9	15	False	True	True	True	False	24	wide	18.0	18.06429	0.0642883131980896	0.13765867	0.2112120917320251
9	15	False	True	True	True	False	25	wide	19.0	19.104643	0.1046439199447631	0.23554789	0.3220547811508178
9	15	False	True	True	True	False	26	wide	20.0	20.154058	0.1540587246894836	0.37417075	0.4494685570716858
9	15	False	True	True	True	False	27	wide	21.0	21.209518	0.2095186790466308	0.53659034	0.5769513711929322
9	15	False	True	True	True	False	28	wide	22.0	22.177626	0.1776263482093811	0.5874769	0.6251238024711608
9	15	False	True	True	True	False	29	wide	23.0	23.01301	0.013008967590332	0.5284899	0.5819053194046021
9	15	False	True	True	True	False	30	wide	24.0	23.630318	-0.3696832019805908	0.41415322	0.5441873079299927
9	15	False	True	True	True	False	31	wide	25.0	24.058424	-0.941577098274231	0.30821806	0.941577098274231
9	15	False	True	True	True	True	0	narrow	10.0	10.007897	0.0078974894046783	0.00437507	0.0078975022792816
9	15	False	True	True	True	True	1	narrow	11.0	11.002227	0.0022262532711029	0.004623798	0.0091774589061737
9	15	False	True	True	True	True	2	narrow	12.0	11.996847	-0.0031529597759246	0.0046955664	0.00886386885643
9	15	False	True	True	True	True	3	narrow	13.0	13.002462	0.0024624795913696	0.0052316277	0.0084870102882385
9	15	False	True	True	True	True	4	narrow	14.0	14.010497	0.0104976432800292	0.010711138	0.0196281184196472
9	15	False	True	True	True	True	5	narrow	15.0	15.035011	0.0350113638877868	0.037386633	0.0598592881202697
9	15	False	True	True	True	True	6	narrow	16.0	16.086407	0.0864060406208038	0.10939895	0.1609850373744964
9	15	False	True	True	True	True	7	narrow	17.0	17.160461	0.1604613395214081	0.285407	0.3251828157901764
9	15	False	True	True	True	True	8	narrow	18.0	18.23374	0.2337389748573303	0.52066064	0.510139209651947
9	15	False	True	True	True	True	9	narrow	19.0	19.273891	0.2738920630455017	0.75890887	0.646732948589325
9	15	False	True	True	True	True	10	narrow	20.0	20.304943	0.3049431390285492	1.052476	0.7606358927249909
9	15	False	True	True	True	True	11	narrow	21.0	21.307405	0.3074041974544525	1.3491523	0.8709819559574127
9	15	False	True	True	True	True	12	narrow	22.0	22.279322	0.2793222044944763	1.5747333	0.9471778979301452
9	15	False	True	True	True	True	13	narrow	23.0	23.28255	0.2825510828018188	1.8970487	1.042531609916687
9	15	False	True	True	True	True	14	narrow	24.0	24.272213	0.2722117797851562	2.165121	1.1128361991882323
9	15	False	True	True	True	True	15	narrow	25.0	25.269957	0.2699560639381408	2.392387	1.1736240040779111
9	15	False	True	True	True	True	16	narrow	26.0	26.264582	0.2645826112747192	2.7323427	1.254839723777771
9	15	False	True	True	True	True	17	narrow	27.0	27.282953	0.2829532541275024	2.9292233	1.3050567808151246
9	15	False	True	True	True	True	18	narrow	28.0	28.29894	0.2989392245292663	3.178502	1.3708231867790222
9	15	False	True	True	True	True	19	narrow	29.0	29.303335	0.303334494972229	3.3944857	1.4266855308532715
9	15	False	True	True	True	True	20	narrow	30.0	30.303776	0.3037746865272522	3.6364136	1.488016002178192
9	15	False	True	True	True	True	21	narrow	31.0	31.296793	0.2967924576759338	3.8737855	1.5484792693138123
9	15	False	True	True	True	True	22	narrow	32.0	32.292362	0.2923633452415466	3.7467573	1.544412252521515
9	15	False	True	True	True	True	23	narrow	33.0	33.20694	0.206942117023468	3.8265262	1.5631805148124696
9	15	False	True	True	True	True	24	narrow	34.0	34.07436	0.0743595527648925	3.6384733	1.5155089420318604
9	15	False	True	True	True	True	25	narrow	35.0	34.93646	-0.0635419976234436	3.3668969	1.4606513039588929
9	15	False	True	True	True	True	26	narrow	36.0	35.682827	-0.3171709755897522	3.0249054	1.3639520741462707
9	15	False	True	True	True	True	27	narrow	37.0	36.353474	-0.6465253991127015	2.5960953	1.273160310459137
9	15	False	True	True	True	True	28	narrow	38.0	36.921658	-1.0783446680068969	2.193672	1.3028794858932495
9	15	False	True	True	True	True	29	narrow	39.0	37.356518	-1.6434816109657289	1.8887864	1.6579152062416076
9	15	False	True	True	True	True	30	narrow	40.0	37.767735	-2.232266098403931	1.596326	2.232266098403931
9	15	False	True	True	True	True	31	wide	10.0	10.005681	0.0056813380718231	0.0033054966	0.0056813498020172
9	15	False	True	True	True	True	32	wide	11.0	11.006213	0.0062130623817443	0.0052649234	0.0104165416717529
9	15	False	True	True	True	True	33	wide	12.0	12.00093	0.0009296170711517	0.0096538495	0.0175415094852447
9	15	False	True	True	True	True	34	wide	13.0	13.0095625	0.0095628285884857	0.013248637	0.0246374261379241
9	15	False	True	True	True	True	35	wide	14.0	14.00173	0.0017296725749969	0.017639982	0.0334520379543304
9	15	False	True	True	True	True	36	wide	15.0	15.012161	0.0121604252815246	0.026651073	0.0489340044021606
9	15	False	True	True	True	True	37	wide	16.0	16.015324	0.0153241656303405	0.04287832	0.077656390094757
9	15	False	True	True	True	True	38	wide	17.0	17.0382	0.0381999056339263	0.07659831	0.1278603858470916
9	15	False	True	True	True	True	39	wide	18.0	18.070608	0.0706083224296569	0.14154187	0.2113362265586853
9	15	False	True	True	True	True	40	wide	19.0	19.1111	0.1110985889434814	0.2663593	0.3278449064254761
9	15	False	True	True	True	True	41	wide	20.0	20.176886	0.1768857447624206	0.4876145	0.4698940781593322
9	15	False	True	True	True	True	42	wide	21.0	21.268972	0.2689713605880737	0.78748876	0.6309479627609252
9	15	False	True	True	True	True	43	wide	22.0	22.35856	0.3585605178833008	1.1853776	0.7854044010162353
9	15	False	True	True	True	True	44	wide	23.0	23.457027	0.4570276063919067	1.6431134	0.954404817390442
9	15	False	True	True	True	True	45	wide	24.0	24.508793	0.5087922842979431	2.0939646	1.0880966113090516
9	15	False	True	True	True	True	46	wide	25.0	25.54175	0.5417495120048523	2.5261996	1.2125604592323302
9	15	False	True	True	True	True	47	wide	26.0	26.54796	0.547959576511383	3.032829	1.3368235146522522
9	15	False	True	True	True	True	48	wide	27.0	27.53567	0.5356682097434997	3.383896	1.4304318730354308
9	15	False	True	True	True	True	49	wide	28.0	28.536535	0.5365329168319702	3.7092843	1.510834924125671
9	15	False	True	True	True	True	50	wide	29.0	29.48883	0.4888308316230774	4.0272574	1.5888110056877136
9	15	False	True	True	True	True	51	wide	30.0	30.473656	0.4736552942276001	4.3002357	1.653387637138367
9	15	False	True	True	True	True	52	wide	31.0	31.404057	0.4040563203811645	4.413891	1.6818789104461669
9	15	False	True	True	True	True	53	wide	32.0	32.31562	0.3156207406044006	4.443436	1.702731194972992
9	15	False	True	True	True	True	54	wide	33.0	33.181484	0.1814848583221435	4.3610306	1.68122240486145
9	15	False	True	True	True	True	55	wide	34.0	33.99729	-0.0027106042861938	4.194189	1.631251982307434
9	15	False	True	True	True	True	56	wide	35.0	34.7752	-0.2247993962287902	3.8650033	1.55942766084671
9	15	False	True	True	True	True	57	wide	36.0	35.513668	-0.4863311915397644	3.4361742	1.4565647849082948
9	15	False	True	True	True	True	58	wide	37.0	36.1258	-0.8741987021446228	3.0724876	1.4191347784996031
9	15	False	True	True	True	True	59	wide	38.0	36.678883	-1.3211142663955688	2.6213388	1.4963114797592163
9	15	False	True	True	True	True	60	wide	39.0	37.12195	-1.878049665260315	2.217509	1.88718000125885
9	15	False	True	True	True	True	61	wide	40.0	37.512028	-2.487970969295502	1.999017	2.487970969295502
9	18	False	True	True	False	False	0	narrow	10.0	10.012042	0.0120419263839721	0.004937534	0.0120419607162475
9	18	False	True	True	False	False	1	narrow	11.0	10.997757	-0.0022429628372192	0.0076585263	0.0150781869888305
9	18	False	True	True	False	False	2	narrow	12.0	12.000133	0.0001332082748413	0.0025788269	0.0065487413406372
9	18	False	True	True	False	False	3	narrow	13.0	13.001602	0.0016026916503906	0.005754183	0.0112532806396484
9	18	False	True	True	False	False	4	narrow	14.0	14.0161915	0.0161911735534667	0.021468254	0.0375361404418945
9	18	False	True	True	False	False	5	narrow	15.0	15.032488	0.0324881229400634	0.03884627	0.0729358749389648
9	18	False	True	True	False	False	6	narrow	16.0	16.051746	0.0517473764419555	0.095151536	0.1598996267318725
9	18	False	True	True	False	False	7	narrow	17.0	17.151114	0.1511127805709838	0.21505564	0.3112491312026977
9	18	False	True	True	False	False	8	narrow	18.0	18.183733	0.1837327117919922	0.3817944	0.4538951187133789
9	18	False	True	True	False	False	9	narrow	19.0	19.202477	0.202476915359497	0.6030795	0.5830711879730225
9	18	False	True	True	False	False	10	narrow	20.0	20.239902	0.2399018936157226	0.74501	0.6709197845458984
9	18	False	True	True	False	False	11	narrow	21.0	21.186733	0.186731740951538	0.7545631	0.6969246349334717
9	18	False	True	True	False	False	12	narrow	22.0	22.03118	0.0311788330078125	0.86273974	0.7412046012878418
9	18	False	True	True	False	False	13	narrow	23.0	22.904655	-0.0953440284729004	0.6399426	0.6413553314208984
9	18	False	True	True	False	False	14	narrow	24.0	23.499546	-0.500453670501709	0.55509406	0.6525318298339844
9	18	False	True	True	False	False	15	narrow	25.0	23.999966	-1.0000351085662842	0.38916302	1.0000351085662842
9	18	False	True	True	False	False	16	wide	10.0	10.005887	0.005886378288269	0.0020602313	0.0058863916397094
9	18	False	True	True	False	False	17	wide	11.0	11.00925	0.0092499465942382	0.0069149523	0.012807954788208
9	18	False	True	True	False	False	18	wide	12.0	12.006971	0.0069721603393554	0.0066901473	0.0157917900085449
9	18	False	True	True	False	False	19	wide	13.0	13.009361	0.0093609476089477	0.01595091	0.0291255102157592
9	18	False	True	True	False	False	20	wide	14.0	14.023153	0.0231532974243164	0.032782447	0.0545934982299804
9	18	False	True	True	False	False	21	wide	15.0	15.027589	0.0275889225006103	0.0391025	0.0769355278015136
9	18	False	True	True	False	False	22	wide	16.0	16.03723	0.0372304582595825	0.06947389	0.1157829313278198
9	18	False	True	True	False	False	23	wide	17.0	17.045164	0.0451649723052978	0.115844674	0.1965893611907959
9	18	False	True	True	False	False	24	wide	18.0	18.068283	0.0682840881347656	0.15293169	0.2540262947082519
9	18	False	True	True	False	False	25	wide	19.0	19.056368	0.0563668384552001	0.24374653	0.3436580829620361
9	18	False	True	True	False	False	26	wide	20.0	20.138454	0.1384543380737304	0.3725206	0.4395934410095214
9	18	False	True	True	False	False	27	wide	21.0	21.14697	0.1469703693389892	0.4483061	0.5199722499847412
9	18	False	True	True	False	False	28	wide	22.0	22.140867	0.1408663692474365	0.57884973	0.6067523632049561
9	18	False	True	True	False	False	29	wide	23.0	23.033955	0.0339559307098388	0.52252686	0.5693632450103759
9	18	False	True	True	False	False	30	wide	24.0	23.6998	-0.3002000846862793	0.38219842	0.4942961463928222
9	18	False	True	True	False	False	31	wide	25.0	24.169443	-0.8305574264526367	0.26372886	0.8305574264526367
