subject	model_label	fit_response	smoothed	spherical_noise	many_samples	wide		range	n	mean_E	mean_error	var_E	mean_abs_error
1	18	False	True	True	True	True	28	narrow	38.0	37.379295	-0.6207040246963501	1.547664	0.9892954500198364
1	18	False	True	True	True	True	29	narrow	39.0	37.94291	-1.0570894740104675	1.3063378	1.1191121829032895
1	18	False	True	True	True	True	30	narrow	40.0	38.3743	-1.6257017623901366	1.1176568	1.6257017623901366
1	18	False	True	True	True	True	31	wide	10.0	10.580564	0.5805634590148926	2.808435	0.5805634634017944
1	18	False	True	True	True	True	32	wide	11.0	11.272374	0.2723739123344421	0.92844164	0.2912943399429321
1	18	False	True	True	True	True	33	wide	12.0	12.276538	0.2765381104946136	0.93588847	0.4304589950084686
1	18	False	True	True	True	True	34	wide	13.0	13.458264	0.458264178609848	0.8039349	0.6169002895832062
1	18	False	True	True	True	True	35	wide	14.0	14.167928	0.1679279349803924	0.96960163	0.5965728750705719
1	18	False	True	True	True	True	36	wide	15.0	15.075215	0.0752150166511535	1.482201	0.7968505690574647
1	18	False	True	True	True	True	37	wide	16.0	16.300922	0.3009218101978302	1.9559132	0.9569810498714448
1	18	False	True	True	True	True	38	wide	17.0	17.469645	0.4696457182407379	2.199759	1.0806781596660615
1	18	False	True	True	True	True	39	wide	18.0	18.495823	0.4958236424446106	2.4097722	1.1551067269325257
1	18	False	True	True	True	True	40	wide	19.0	19.461807	0.4618074408054352	2.5885158	1.2018904637813568
1	18	False	True	True	True	True	41	wide	20.0	20.322798	0.3227977204799652	2.8203638	1.2497282145023343
1	18	False	True	True	True	True	42	wide	21.0	21.244036	0.244035296344757	3.1448858	1.318636119365692
1	18	False	True	True	True	True	43	wide	22.0	22.128092	0.1280917317390442	3.300338	1.3601156945228576
1	18	False	True	True	True	True	44	wide	23.0	23.080372	0.080371304321289	3.6987693	1.4298038028717042
1	18	False	True	True	True	True	45	wide	24.0	24.033611	0.0336107805728912	3.718986	1.4441776055812836
1	18	False	True	True	True	True	46	wide	25.0	25.044209	0.0442074614524841	3.8907044	1.4653087155342102
1	18	False	True	True	True	True	47	wide	26.0	26.008327	0.0083261197566986	3.9255044	1.4741747688770297
1	18	False	True	True	True	True	48	wide	27.0	27.02003	0.0200288551807403	4.0579324	1.498354676580429
1	18	False	True	True	True	True	49	wide	28.0	28.022728	0.0227286015510559	4.002991	1.492568625164032
1	18	False	True	True	True	True	50	wide	29.0	29.057865	0.0578654195308685	4.131961	1.518201968240738
1	18	False	True	True	True	True	51	wide	30.0	30.048319	0.0483195190906524	3.9963849	1.4981476556301117
1	18	False	True	True	True	True	52	wide	31.0	31.032534	0.0325355790138244	4.0079885	1.509437319278717
1	18	False	True	True	True	True	53	wide	32.0	31.994747	-0.0052526683807373	3.9775398	1.5053070831298827
1	18	False	True	True	True	True	54	wide	33.0	32.980648	-0.0193519073486328	3.9067755	1.4972238082885745
1	18	False	True	True	True	True	55	wide	34.0	33.901344	-0.0986548787117004	3.7829664	1.46985031709671
1	18	False	True	True	True	True	56	wide	35.0	34.79702	-0.2029801495552063	3.4652162	1.4315953831672668
1	18	False	True	True	True	True	57	wide	36.0	35.64762	-0.3523771784782409	3.1692045	1.334668999004364
1	18	False	True	True	True	True	58	wide	37.0	36.43027	-0.5697276533126832	2.763142	1.246322521018982
1	18	False	True	True	True	True	59	wide	38.0	37.124043	-0.8759573774337769	2.2567725	1.1911583181381225
1	18	False	True	True	True	True	60	wide	39.0	37.68166	-1.318341999912262	1.9880701	1.3632410298347473
1	18	False	True	True	True	True	61	wide	40.0	38.126804	-1.8731931756019593	1.5898038	1.8731931756019593
1	31	False	True	True	False	False	0	narrow	10.0	10.497773	0.4977738399505615	1.1358484	0.4977738418579102
1	31	False	True	True	False	False	1	narrow	11.0	11.106773	0.1067736654281616	0.22529002	0.1648876733779907
1	31	False	True	True	False	False	2	narrow	12.0	12.152911	0.152910698890686	0.32010305	0.2809512166976928
1	31	False	True	True	False	False	3	narrow	13.0	13.158963	0.1589625511169433	0.73524827	0.526161994934082
1	31	False	True	True	False	False	4	narrow	14.0	14.23249	0.2324889001846313	0.6413156	0.5944003877639771
1	31	False	True	True	False	False	5	narrow	15.0	15.139295	0.139294674873352	0.69898796	0.6248146829605102
1	31	False	True	True	False	False	6	narrow	16.0	15.969482	-0.0305179052352905	0.88666326	0.7027014303207397
1	31	False	True	True	False	False	7	narrow	17.0	16.95439	-0.0456110076904296	0.9540032	0.719999309539795
1	31	False	True	True	False	False	8	narrow	18.0	17.889473	-0.1105270090103149	0.93400306	0.7113994722366332
1	31	False	True	True	False	False	9	narrow	19.0	18.987804	-0.0121944856643676	0.93203753	0.7102593050003052
1	31	False	True	True	False	False	10	narrow	20.0	19.966574	-0.0334267396926879	0.7958235	0.6520104265213013
1	31	False	True	True	False	False	11	narrow	21.0	20.958174	-0.0418254747390747	0.7761795	0.6509699144363403
