subject	model_label	fit_response	smoothed		Unnamed: 0	n	fisher_information	condition	log(fisher_information)
7	31	False	True	22	22	32.0	0.16825141	narrow	-1.7822959301060852
7	31	False	True	23	23	33.0	0.14985998	narrow	-1.8980538875038753
7	31	False	True	24	24	34.0	0.13386062	narrow	-2.010956169615601
7	31	False	True	25	25	35.0	0.11990928	narrow	-2.1210198221122
7	31	False	True	26	26	36.0	0.10771261	narrow	-2.228288617179684
7	31	False	True	27	27	37.0	0.09702086	narrow	-2.332829272052632
7	31	False	True	28	28	38.0	0.087622195	narrow	-2.4347209455520273
7	31	False	True	29	29	39.0	0.079336695	narrow	-2.5340545209269427
7	31	False	True	30	30	40.0	0.072011776	narrow	-2.630925617784278
7	31	False	True	31	31	10.0	6.562754	wide	1.881410331930637
7	31	False	True	32	32	11.0	7.9170775	wide	2.0690221352028972
7	31	False	True	33	33	12.0	2.6697624	wide	0.9819894796883784
7	31	False	True	34	34	13.0	1.0418743	wide	0.04102130265706874
7	31	False	True	35	35	14.0	1.1343929	wide	0.12609761796090674
7	31	False	True	36	36	15.0	1.590568	wide	0.46409118514413217
7	31	False	True	37	37	16.0	1.4862058	wide	0.39622642930393037
7	31	False	True	38	38	17.0	1.1298143	wide	0.12205328293637686
7	31	False	True	39	39	18.0	0.819748	wide	-0.19875830302857764
7	31	False	True	40	40	19.0	0.6226745	wide	-0.47373136864080423
7	31	False	True	41	41	20.0	0.5088121	wide	-0.6756764857924579
7	31	False	True	42	42	21.0	0.44036132	wide	-0.8201597072369661
7	31	False	True	43	43	22.0	0.39393446	wide	-0.9315707286987618
7	31	False	True	44	44	23.0	0.35810092	wide	-1.026940432866278
7	31	False	True	45	45	24.0	0.3278398	wide	-1.115230204545418
7	31	False	True	46	46	25.0	0.30101404	wide	-1.2005983708028107
7	31	False	True	47	47	26.0	0.27668226	wide	-1.2848855070020666
7	31	False	True	48	48	27.0	0.25438973	wide	-1.3688878178278954
7	31	False	True	49	49	28.0	0.23388667	wide	-1.452918597182743
7	31	False	True	50	50	29.0	0.21501274	wide	-1.5370579967960771
7	31	False	True	51	51	30.0	0.19764896	wide	-1.6212627510797468
7	31	False	True	52	52	31.0	0.1816946	wide	-1.7054280233391956
7	31	False	True	53	53	32.0	0.16705693	wide	-1.7894206264543797
7	31	False	True	54	54	33.0	0.15364674	wide	-1.873099207682469
7	31	False	True	55	55	34.0	0.14137682	wide	-1.9563264710654977
7	31	False	True	56	56	35.0	0.1301618	wide	-2.038976987033602
7	31	False	True	57	57	36.0	0.11991923	wide	-2.120936846155707
7	31	False	True	58	58	37.0	0.11056972	wide	-2.202109006763492
7	31	False	True	59	59	38.0	0.10203802	wide	-2.282409790052023
7	31	False	True	60	60	39.0	0.09425325	wide	-2.361769970489913
7	31	False	True	61	61	40.0	0.087149285	wide	-2.4401327112953157
8	31	False	True	0	0	10.0	3.254919	narrow	1.1801673905582744
8	31	False	True	1	1	11.0	2.2610667	narrow	0.815836693081851
8	31	False	True	2	2	12.0	2.121933	narrow	0.7523274657065177
8	31	False	True	3	3	13.0	1.2114584	narrow	0.19182492308687552
8	31	False	True	4	4	14.0	0.8096821	narrow	-0.21111357748762327
8	31	False	True	5	5	15.0	0.6652232	narrow	-0.40763265554274003
8	31	False	True	6	6	16.0	0.5802761	narrow	-0.5442512542273829
8	31	False	True	7	7	17.0	0.50513005	narrow	-0.6829393581081092
8	31	False	True	8	8	18.0	0.44070914	narrow	-0.8193701676170169
8	31	False	True	9	9	19.0	0.39021957	narrow	-0.9410456982834855
8	31	False	True	10	10	20.0	0.35122955	narrow	-1.0463152806696383
8	31	False	True	11	11	21.0	0.31942928	narrow	-1.1412193755180515
8	31	False	True	12	12	22.0	0.2915554	narrow	-1.2325252397911044
8	31	False	True	13	13	23.0	0.2659083	narrow	-1.3246037664779486
8	31	False	True	14	14	24.0	0.24185193	narrow	-1.4194295995919988
8	31	False	True	15	15	25.0	0.21925972	narrow	-1.5174983157592712
8	31	False	True	16	16	26.0	0.19817345	narrow	-1.6186126216595058
8	31	False	True	17	17	27.0	0.17864624	narrow	-1.7223477414736386
8	31	False	True	18	18	28.0	0.16069107	narrow	-1.828271577166651
8	31	False	True	19	19	29.0	0.14427583	narrow	-1.9360283254992117
8	31	False	True	20	20	30.0	0.1293345	narrow	-2.0453532074491023
8	31	False	True	21	21	31.0	0.11578118	narrow	-2.1560532486402533
8	31	False	True	22	22	32.0	0.1035211	narrow	-2.267979822320005
8	31	False	True	23	23	33.0	0.092458114	narrow	-2.3809995586400503
8	31	False	True	24	24	34.0	0.082499035	narrow	-2.494968682679609
8	31	False	True	25	25	35.0	0.07355558	narrow	-2.6097139680551193
8	31	False	True	26	26	36.0	0.065545194	narrow	-2.725015389538133
8	31	False	True	27	27	37.0	0.0583905	narrow	-2.8406020736132325
8	31	False	True	28	28	38.0	0.052019026	narrow	-2.9561457427047784
8	31	False	True	29	29	39.0	0.04636239	narrow	-3.071266708776414
8	31	False	True	30	30	40.0	0.04135595	narrow	-3.185538974272833
8	31	False	True	31	31	10.0	2.370751	wide	0.8632067825890556
8	31	False	True	32	32	11.0	1.7821028	wide	0.5777940153757508
8	31	False	True	33	33	12.0	1.4860636	wide	0.3961307448413386
8	31	False	True	34	34	13.0	0.9519719	wide	-0.04921976143312396
8	31	False	True	35	35	14.0	0.94847417	wide	-0.05290072245020338
8	31	False	True	36	36	15.0	0.55117285	wide	-0.595706816664173
8	31	False	True	37	37	16.0	0.36281672	wide	-1.0138574758052876
8	31	False	True	38	38	17.0	0.27560475	wide	-1.2887875048677893
8	31	False	True	39	39	18.0	0.23198558	wide	-1.4610800644199538
8	31	False	True	40	40	19.0	0.20797697	wide	-1.5703279265647045
8	31	False	True	41	41	20.0	0.19129805	wide	-1.6539225960013697
8	31	False	True	42	42	21.0	0.17669061	wide	-1.733355041985323
8	31	False	True	43	43	22.0	0.16269682	wide	-1.8158668101233235
8	31	False	True	44	44	23.0	0.14946468	wide	-1.9006951682444133
8	31	False	True	45	45	24.0	0.13745458	wide	-1.9844617437183096
8	31	False	True	46	46	25.0	0.12691097	wide	-2.064269461977548
8	31	False	True	47	47	26.0	0.1177961	wide	-2.138800115273649
8	31	False	True	48	48	27.0	0.10989901	wide	-2.2081934258023983
8	31	False	True	49	49	28.0	0.10295615	wide	-2.2734521095558007
8	31	False	True	50	50	29.0	0.09672746	wide	-2.3358579457905666
8	31	False	True	51	51	30.0	0.091027506	wide	-2.396593554401503
8	31	False	True	52	52	31.0	0.08572778	wide	-2.456578351879297
8	31	False	True	53	53	32.0	0.08074671	wide	-2.5164380607434467
8	31	False	True	54	54	33.0	0.07603588	wide	-2.5765499448392752
8	31	False	True	55	55	34.0	0.07156818	wide	-2.6371047172042643
8	31	False	True	56	56	35.0	0.06732885	wide	-2.6981664566242816
8	31	False	True	57	57	36.0	0.06330941	wide	-2.7597213036923978
8	31	False	True	58	58	37.0	0.059503984	wide	-2.8217120106889455
8	31	False	True	59	59	38.0	0.055907246	wide	-2.8840612828924317
8	31	False	True	60	60	39.0	0.052513413	wide	-2.9466866563011904
8	31	False	True	61	61	40.0	0.049315903	wide	-3.009508673885057
9	31	False	True	0	0	10.0	8.811853	narrow	2.176097747003405
9	31	False	True	1	1	11.0	10.913804	narrow	2.3900284100174796
9	31	False	True	2	2	12.0	9.644106	narrow	2.2663469515484422
9	31	False	True	3	3	13.0	5.507386	narrow	1.7060901004333786
9	31	False	True	4	4	14.0	3.9610662	narrow	1.3765132314513946
9	31	False	True	5	5	15.0	2.2659693	narrow	0.8180026144116552
9	31	False	True	6	6	16.0	1.1603658	narrow	0.14873530023512965
9	31	False	True	7	7	17.0	0.58022267	narrow	-0.5443433353246125
9	31	False	True	8	8	18.0	0.3044684	narrow	-1.189187973900445
9	31	False	True	9	9	19.0	0.17721047	narrow	-1.7304171567778712
9	31	False	True	10	10	20.0	0.117269665	narrow	-2.143279167168825
9	31	False	True	11	11	21.0	0.08727438	narrow	-2.438698329997938
9	31	False	True	12	12	22.0	0.070810266	narrow	-2.647751288793947
9	31	False	True	13	13	23.0	0.060714543	narrow	-2.8015720214749535
9	31	False	True	14	14	24.0	0.053798698	narrow	-2.9225060128507354
9	31	False	True	15	15	25.0	0.048584897	narrow	-3.0244425576888654
9	31	False	True	16	16	26.0	0.04434894	narrow	-3.115666471301354
9	31	False	True	17	17	27.0	0.04071282	narrow	-3.2012122484168155
9	31	False	True	18	18	28.0	0.037467718	narrow	-3.2842755700861237
9	31	False	True	19	19	29.0	0.034493797	narrow	-3.366975768211709
9	31	False	True	20	20	30.0	0.031721912	narrow	-3.4507476066046103
9	31	False	True	21	21	31.0	0.029113676	narrow	-3.536547249568213
9	31	False	True	22	22	32.0	0.026649999	narrow	-3.624966165893736
9	31	False	True	23	23	33.0	0.024323823	narrow	-3.71629903851444
9	31	False	True	24	24	34.0	0.0221351	narrow	-3.8105906950761392
9	31	False	True	25	25	35.0	0.02008728	narrow	-3.90766850006311
9	31	False	True	26	26	36.0	0.01818481	narrow	-4.007168648769337
9	31	False	True	27	27	37.0	0.016431365	narrow	-4.108563270651693
9	31	False	True	28	28	38.0	0.0148288505	narrow	-4.211180637636896
9	31	False	True	29	29	39.0	0.013376784	narrow	-4.314234611917242
9	31	False	True	30	30	40.0	0.012072175	narrow	-4.416852061266458
9	31	False	True	31	31	10.0	6.1628094	wide	1.8185327450050361
9	31	False	True	32	32	11.0	4.5357075	wide	1.5119810802192761
9	31	False	True	33	33	12.0	4.596713	wide	1.525341482854248
9	31	False	True	34	34	13.0	3.570269	wide	1.2726409430929246
9	31	False	True	35	35	14.0	4.2489033	wide	1.446660902577631
9	31	False	True	36	36	15.0	2.3046877	wide	0.83494517919986
9	31	False	True	37	37	16.0	1.78841	wide	0.581326956952304
9	31	False	True	38	38	17.0	1.2925754	wide	0.25663666225599635
9	31	False	True	39	39	18.0	0.86809254	wide	-0.1414569571013127
9	31	False	True	40	40	19.0	0.55929625	wide	-0.5810759819866554
9	31	False	True	41	41	20.0	0.35395882	wide	-1.0385747002985681
9	31	False	True	42	42	21.0	0.22441158	wide	-1.494273502386976
9	31	False	True	43	43	22.0	0.14511581	wide	-1.930223165689245
9	31	False	True	44	44	23.0	0.09723075	wide	-2.3306682595217008
9	31	False	True	45	45	24.0	0.06829853	wide	-2.6838670353310063
9	31	False	True	46	46	25.0	0.050590064	wide	-2.9840000856069437
9	31	False	True	47	47	26.0	0.03948625	wide	-3.231802768942193
9	31	False	True	48	48	27.0	0.03228265	wide	-3.433225344773971
9	31	False	True	49	49	28.0	0.027410358	wide	-3.5968343078260667
9	31	False	True	50	50	29.0	0.023959763	wide	-3.7313793972696194
9	31	False	True	51	51	30.0	0.0214002	wide	-3.8443550112036102
9	31	False	True	52	52	31.0	0.019418087	wide	-3.941550327665191
9	31	False	True	53	53	32.0	0.017824449	wide	-4.027184224800505
9	31	False	True	54	54	33.0	0.016502468	wide	-4.104245333503365
9	31	False	True	55	55	34.0	0.015377635	wide	-4.1748410978599715
9	31	False	True	56	56	35.0	0.014400768	wide	-4.24047374048902
9	31	False	True	57	57	36.0	0.013538217	wide	-4.3022387040686505
9	31	False	True	58	58	37.0	0.01276613	wide	-4.360959708900732
9	31	False	True	59	59	38.0	0.012067085	wide	-4.417273780911173
9	31	False	True	60	60	39.0	0.011427984	wide	-4.471690194684594
9	31	False	True	61	61	40.0	0.01083881	wide	-4.524622067594534
10	31	False	True	0	0	10.0	3.7603238	narrow	1.324505070715222
10	31	False	True	1	1	11.0	1.0886911	narrow	0.08497614898410215
10	31	False	True	2	2	12.0	0.50361043	narrow	-0.6859522661447601
10	31	False	True	3	3	13.0	0.28231126	narrow	-1.2647450578727317
10	31	False	True	4	4	14.0	0.24193849	narrow	-1.4190717586867418
10	31	False	True	5	5	15.0	0.22676228	narrow	-1.4838530348932164
10	31	False	True	6	6	16.0	0.20853904	narrow	-1.56762901306468
10	31	False	True	7	7	17.0	0.18251117	narrow	-1.7009439023531177
10	31	False	True	8	8	18.0	0.15369664	narrow	-1.8727744894442664
10	31	False	True	9	9	19.0	0.12939134	narrow	-2.044913823420708
10	31	False	True	10	10	20.0	0.114139445	narrow	-2.17033437633502
10	31	False	True	11	11	21.0	0.10842035	narrow	-2.221739476968474
10	31	False	True	12	12	22.0	0.110045694	narrow	-2.2068595994444147
10	31	False	True	13	13	23.0	0.116139606	narrow	-2.1529623115013665
10	31	False	True	14	14	24.0	0.124317795	narrow	-2.0849141290065796
10	31	False	True	15	15	25.0	0.13288869	narrow	-2.018243418464418
10	31	False	True	16	16	26.0	0.14055735	narrow	-1.9621396884398117
10	31	False	True	17	17	27.0	0.14613298	narrow	-1.9232382499025757
10	31	False	True	18	18	28.0	0.1484726	narrow	-1.907354849548288
10	31	False	True	19	19	29.0	0.14664623	narrow	-1.9197321913558774
10	31	False	True	20	20	30.0	0.14017835	narrow	-1.9648397385599141
10	31	False	True	21	21	31.0	0.12922221	narrow	-2.0462217983826716
10	31	False	True	22	22	32.0	0.114583164	narrow	-2.1664543964887395
10	31	False	True	23	23	33.0	0.09758263	narrow	-2.3270557727133387
10	31	False	True	24	24	34.0	0.079813175	narrow	-2.528066687903294
10	31	False	True	25	25	35.0	0.06285821	narrow	-2.7668737239965284
10	31	False	True	26	26	36.0	0.04804838	narrow	-3.035546859014528
10	31	False	True	27	27	37.0	0.03629894	narrow	-3.3159667392396206
10	31	False	True	28	28	38.0	0.02804728	narrow	-3.5738636214122663
10	31	False	True	29	29	39.0	0.023279138	narrow	-3.7601976842958433
10	31	False	True	30	30	40.0	0.021619663	narrow	-3.834152054311616
10	31	False	True	31	31	10.0	10.4309025	wide	2.3447727945118118
10	31	False	True	32	32	11.0	3.9376948	wide	1.3705954759438752
10	31	False	True	33	33	12.0	1.5932922	wide	0.4658024416024373
10	31	False	True	34	34	13.0	0.68882084	wide	-0.37277407080946406
10	31	False	True	35	35	14.0	0.31259885	wide	-1.1628345398243045
10	31	False	True	36	36	15.0	0.17437826	wide	-1.7465284312407607
10	31	False	True	37	37	16.0	0.11926368	wide	-2.126418438812044
10	31	False	True	38	38	17.0	0.09544654	wide	-2.349188978812611
10	31	False	True	39	39	18.0	0.08449905	wide	-2.471014987285758
10	31	False	True	40	40	19.0	0.07879533	wide	-2.5409015478338723
10	31	False	True	41	41	20.0	0.07489177	wide	-2.5917112743359816
10	31	False	True	42	42	21.0	0.07117469	wide	-2.6426180012894105
10	31	False	True	43	43	22.0	0.06695986	wide	-2.703661943603581
10	31	False	True	44	44	23.0	0.06210258	wide	-2.778967745011991
10	31	False	True	45	45	24.0	0.05677769	wide	-2.8686118121041053
10	31	False	True	46	46	25.0	0.05131956	wide	-2.9696833129269504
10	31	False	True	47	47	26.0	0.046097748	wide	-3.07699118049813
10	31	False	True	48	48	27.0	0.04142962	wide	-3.1837591950324042
10	31	False	True	49	49	28.0	0.037532423	wide	-3.282550106235237
10	31	False	True	50	50	29.0	0.03450996	wide	-3.36650730095722
10	31	False	True	51	51	30.0	0.032364808	wide	-3.4306836193365715
10	31	False	True	52	52	31.0	0.03102413	wide	-3.4729899901863397
10	31	False	True	53	53	32.0	0.03036932	wide	-3.4943223906921084
10	31	False	True	54	54	33.0	0.030262258	wide	-3.497853953445514
10	31	False	True	55	55	34.0	0.030564753	wide	-3.487907796672658
10	31	False	True	56	56	35.0	0.031150598	wide	-3.4689218365011616
10	31	False	True	57	57	36.0	0.03191081	wide	-3.444810455121954
10	31	False	True	58	58	37.0	0.03275454	wide	-3.4187137005543673
10	31	False	True	59	59	38.0	0.03360706	wide	-3.3930191150372746
10	31	False	True	60	60	39.0	0.03440691	wide	-3.369497862681859
10	31	False	True	61	61	40.0	0.03510299	wide	-3.3494689669531836
12	31	False	True	0	0	10.0	7.1452985	narrow	1.9664545879759365
12	31	False	True	1	1	11.0	9.266224	narrow	2.2263759611032965
12	31	False	True	2	2	12.0	8.349923	narrow	2.122252317263359
12	31	False	True	3	3	13.0	6.5798297	narrow	1.8840088635433285
12	31	False	True	4	4	14.0	4.5979905	narrow	1.525619360223153
12	31	False	True	5	5	15.0	3.1929817	narrow	1.1609551824290303
12	31	False	True	6	6	16.0	2.3265467	narrow	0.8443850651722418
12	31	False	True	7	7	17.0	1.8090638	narrow	0.592809473895178
12	31	False	True	8	8	18.0	1.4924444	narrow	0.40041531265938907
12	31	False	True	9	9	19.0	1.2840357	narrow	0.2500080086195704
12	31	False	True	10	10	20.0	1.1327266	narrow	0.12462764666027866
12	31	False	True	11	11	21.0	1.0123863	narrow	0.012310217396559662
12	31	False	True	12	12	22.0	0.9101721	narrow	-0.09412157647321943
12	31	False	True	13	13	23.0	0.81989413	narrow	-0.19858005681531785
12	31	False	True	14	14	24.0	0.738601	narrow	-0.3029974226517828
12	31	False	True	15	15	25.0	0.66486907	narrow	-0.4081651449291609
12	31	False	True	16	16	26.0	0.5979466	narrow	-0.5142538266776415
12	31	False	True	17	17	27.0	0.5373291	narrow	-0.6211445230266186
12	31	False	True	18	18	28.0	0.48256418	narrow	-0.728641351504838
12	31	False	True	19	19	29.0	0.4331771	narrow	-0.8366086276717744
12	31	False	True	20	20	30.0	0.3886649	narrow	-0.9450377462046852
12	31	False	True	21	21	31.0	0.3485191	narrow	-1.0540622439706004
12	31	False	True	22	22	32.0	0.31225616	narrow	-1.1639314023888143
12	31	False	True	23	23	33.0	0.2794435	narrow	-1.2749551535118981
12	31	False	True	24	24	34.0	0.24971557	narrow	-1.3874327288146
12	31	False	True	25	25	35.0	0.2227765	narrow	-1.5015862522549839
12	31	False	True	26	26	36.0	0.19839527	narrow	-1.6174939251413656
12	31	False	True	27	27	37.0	0.17639172	narrow	-1.735048075286615
12	31	False	True	28	28	38.0	0.15662166	narrow	-1.853922190813713
12	31	False	True	29	29	39.0	0.1389602	narrow	-1.973567717787226
12	31	False	True	30	30	40.0	0.123288974	narrow	-2.093224296979112
12	31	False	True	31	31	10.0	3.6428332	wide	1.2927617305384482
12	31	False	True	32	32	11.0	5.3717384	wide	1.681151580528123
12	31	False	True	33	33	12.0	4.9043207	wide	1.590116592091144
12	31	False	True	34	34	13.0	4.4223065	wide	1.4866613925615202
12	31	False	True	35	35	14.0	3.706395	wide	1.3100597061014767
12	31	False	True	36	36	15.0	2.884011	wide	1.059182033562447
12	31	False	True	37	37	16.0	2.1480775	wide	0.7645732560702359
12	31	False	True	38	38	17.0	1.5857564	wide	0.4610615174688614
12	31	False	True	39	39	18.0	1.1888508	wide	0.1729871262352556
12	31	False	True	40	40	19.0	0.9176932	wide	-0.08589214901354265
12	31	False	True	41	41	20.0	0.73447114	wide	-0.3086045761755555
12	31	False	True	42	42	21.0	0.61049867	wide	-0.4934791639759292
12	31	False	True	43	43	22.0	0.5254358	wide	-0.6435272654909275
12	31	False	True	44	44	23.0	0.46539977	wide	-0.7648585223126068
12	31	False	True	45	45	24.0	0.4212299	wide	-0.8645765135875
12	31	False	True	46	46	25.0	0.38705903	wide	-0.949178065284482
12	31	False	True	47	47	26.0	0.3592198	wide	-1.0238208215788493
12	31	False	True	48	48	27.0	0.33546308	wide	-1.0922433733351526
12	31	False	True	49	49	28.0	0.31442982	wide	-1.1569943755965646
12	31	False	True	50	50	29.0	0.29530752	wide	-1.219738024928329
12	31	False	True	51	51	30.0	0.27761447	wide	-1.2815219263477364
12	31	False	True	52	52	31.0	0.2610658	wide	-1.3429827961534502
12	31	False	True	53	53	32.0	0.24549296	wide	-1.4044870083298104
12	31	False	True	54	54	33.0	0.23079446	wide	-1.4662277481024848
12	31	False	True	55	55	34.0	0.21690698	wide	-1.5282866809386506
12	31	False	True	56	56	35.0	0.20378807	wide	-1.590674697689055
12	31	False	True	57	57	36.0	0.19140589	wide	-1.653359027187031
12	31	False	True	58	58	37.0	0.17973317	wide	-1.7162819168062715
12	31	False	True	59	59	38.0	0.16874404	wide	-1.77937226837173
12	31	False	True	60	60	39.0	0.15841219	wide	-1.8425548454921479
12	31	False	True	61	61	40.0	0.1487104	wide	-1.9057544884862248
13	31	False	True	0	0	10.0	57.403664	narrow	4.050108134040911
13	31	False	True	1	1	11.0	11.5840225	narrow	2.449626777975728
13	31	False	True	2	2	12.0	8.382485	narrow	2.126144409914355
13	31	False	True	3	3	13.0	6.0451784	narrow	1.7992609956246686
13	31	False	True	4	4	14.0	4.1468163	narrow	1.4223408832008715
13	31	False	True	5	5	15.0	8.343654	narrow	2.1215012499163555
13	31	False	True	6	6	16.0	2.6376655	narrow	0.9698942456487263
13	31	False	True	7	7	17.0	1.3668357	narrow	0.31249836032087913
13	31	False	True	8	8	18.0	0.9781962	narrow	-0.022045015570583942
13	31	False	True	9	9	19.0	0.71570593	narrow	-0.3344859086773877
13	31	False	True	10	10	20.0	0.5365678	narrow	-0.6225623502454747
13	31	False	True	11	11	21.0	0.4131148	narrow	-0.8840297585448287
13	31	False	True	12	12	22.0	0.32800642	narrow	-1.1147220976188135
13	31	False	True	13	13	23.0	0.27086404	narrow	-1.3061382814116678
13	31	False	True	14	14	24.0	0.23573895	narrow	-1.44503023025319
13	31	False	True	15	15	25.0	0.21909955	narrow	-1.5182290862395118
13	31	False	True	16	16	26.0	0.21820161	narrow	-1.5223358270586007
13	31	False	True	17	17	27.0	0.2298753	narrow	-1.4702182910014072
13	31	False	True	18	18	28.0	0.2498653	narrow	-1.3868333063247704
13	31	False	True	19	19	29.0	0.27282023	narrow	-1.2989421988708207
13	31	False	True	20	20	30.0	0.29288435	narrow	-1.2279774577811364
13	31	False	True	21	21	31.0	0.3046621	narrow	-1.1885519853675148
13	31	False	True	22	22	32.0	0.3042339	narrow	-1.1899584655236934
13	31	False	True	23	23	33.0	0.28988883	narrow	-1.2382577743246153
13	31	False	True	24	24	34.0	0.26237336	narrow	-1.3379867514563968
13	31	False	True	25	25	35.0	0.22460844	narrow	-1.4933966594675308
13	31	False	True	26	26	36.0	0.18099049	narrow	-1.709310790533125
13	31	False	True	27	27	37.0	0.1364811	narrow	-1.991569135482268
13	31	False	True	28	28	38.0	0.09571673	narrow	-2.3463621786650775
13	31	False	True	29	29	39.0	0.062312897	narrow	-2.7755868601670355
13	31	False	True	30	30	40.0	0.038469415	narrow	-3.2578917689880917
13	31	False	True	31	31	10.0	104.49714	wide	4.649159702609291
13	31	False	True	32	32	11.0	13.545652	wide	2.6060656102220507
13	31	False	True	33	33	12.0	8.487582	wide	2.1386041541047134
13	31	False	True	34	34	13.0	5.939584	wide	1.781639097252048
13	31	False	True	35	35	14.0	4.326074	wide	1.4646604332560382
13	31	False	True	36	36	15.0	3.1609986	wide	1.1508879903355655
13	31	False	True	37	37	16.0	2.296616	wide	0.8314367351562011
13	31	False	True	38	38	17.0	1.6784189	wide	0.5178522193209938
13	31	False	True	39	39	18.0	1.2465	wide	0.22033962398147547
13	31	False	True	40	40	19.0	0.951383	wide	-0.049838563548054396
13	31	False	True	41	41	20.0	2.5959597	wide	0.95395627483845
13	31	False	True	42	42	21.0	1.982565	wide	0.6843914608746337
13	31	False	True	43	43	22.0	0.5254853	wide	-0.6434330624150988
13	31	False	True	44	44	23.0	0.36227477	wide	-1.0153523219271707
13	31	False	True	45	45	24.0	0.29441124	wide	-1.2227777135084026
13	31	False	True	46	46	25.0	0.24191885	wide	-1.4191529396398337
13	31	False	True	47	47	26.0	0.2009023	wide	-1.60493655874495
13	31	False	True	48	48	27.0	0.16855332	wide	-1.7805031400768954
13	31	False	True	49	49	28.0	0.14282112	wide	-1.9461623408529916
13	31	False	True	50	50	29.0	0.12219849	wide	-2.102108589113132
13	31	False	True	51	51	30.0	0.105575606	wide	-2.2483279381833396
13	31	False	True	52	52	31.0	0.09213614	wide	-2.384488013123762
13	31	False	True	53	53	32.0	0.08128053	wide	-2.5098487745039333
13	31	False	True	54	54	33.0	0.07256949	wide	-2.6232106934141814
13	31	False	True	55	55	34.0	0.06568041	wide	-2.7229545714701153
13	31	False	True	56	56	35.0	0.06037352	wide	-2.807204680767417
13	31	False	True	57	57	36.0	0.056465365	wide	-2.874127837646045
13	31	False	True	58	58	37.0	0.0538073	wide	-2.922346133286804
13	31	False	True	59	59	38.0	0.052268907	wide	-2.9513535971321456
13	31	False	True	60	60	39.0	0.051725253	wide	-2.96180916411068
13	31	False	True	61	61	40.0	0.05204776	wide	-2.955593520389962
14	31	False	True	0	0	10.0	10.479679	narrow	2.349438048652803
14	31	False	True	1	1	11.0	4.2681108	narrow	1.4511712937398362
14	31	False	True	2	2	12.0	0.63065195	narrow	-0.4610011534058282
14	31	False	True	3	3	13.0	0.29673243	narrow	-1.2149244553328435
14	31	False	True	4	4	14.0	0.23422429	narrow	-1.4514761184228278
14	31	False	True	5	5	15.0	0.28042626	narrow	-1.2714444762809496
14	31	False	True	6	6	16.0	0.3368813	narrow	-1.0880246361950412
14	31	False	True	7	7	17.0	0.19093898	narrow	-1.6558013784187673
14	31	False	True	8	8	18.0	0.08025031	narrow	-2.5226046540511238
14	31	False	True	9	9	19.0	0.17668247	narrow	-1.7334011122745563
14	31	False	True	10	10	20.0	0.21382272	narrow	-1.5426080184974305
14	31	False	True	11	11	21.0	0.18166904	narrow	-1.7055687088521554
14	31	False	True	12	12	22.0	0.12760748	narrow	-2.058796289099918
14	31	False	True	13	13	23.0	0.080990896	narrow	-2.5134185256882247
14	31	False	True	14	14	24.0	0.05301192	narrow	-2.9372384850571245
14	31	False	True	15	15	25.0	0.03967959	narrow	-3.2269183292801378
14	31	False	True	16	16	26.0	0.03377943	narrow	-3.3879032416347243
14	31	False	True	17	17	27.0	0.030727847	narrow	-3.48258596712302
14	31	False	True	18	18	28.0	0.028566692	narrow	-3.555513855232437
14	31	False	True	19	19	29.0	0.026650175	narrow	-3.624959561787716
14	31	False	True	20	20	30.0	0.024812805	narrow	-3.6963954284188403
14	31	False	True	21	21	31.0	0.023032391	narrow	-3.7708537494356715
14	31	False	True	22	22	32.0	0.02132095	narrow	-3.848065121577783
14	31	False	True	23	23	33.0	0.019693725	narrow	-3.9274552218977687
14	31	False	True	24	24	34.0	0.01816174	narrow	-4.008438095420978
14	31	False	True	25	25	35.0	0.016730946	narrow	-4.0904952204535086
14	31	False	True	26	26	36.0	0.015403021	narrow	-4.173191619969974
14	31	False	True	27	27	37.0	0.014176494	narrow	-4.25617003809678
14	31	False	True	28	28	38.0	0.013047735	narrow	-4.339140723495664
14	31	False	True	29	29	39.0	0.012011732	narrow	-4.421871440132259
14	31	False	True	30	30	40.0	0.011062689	narrow	-4.504177184048269
14	31	False	True	31	31	10.0	46.385017	wide	3.836976497602958
14	31	False	True	32	32	11.0	9.983008	wide	2.300884447716283
14	31	False	True	33	33	12.0	3.312423	wide	1.1976799457591458
14	31	False	True	34	34	13.0	0.8920701	wide	-0.1142105620460129
14	31	False	True	35	35	14.0	0.36742774	wide	-1.0012286055129827
14	31	False	True	36	36	15.0	0.17743267	wide	-1.7291640659718541
14	31	False	True	37	37	16.0	0.093367405	wide	-2.3712129775254116
14	31	False	True	38	38	17.0	0.059979238	wide	-2.8137568099767183
14	31	False	True	39	39	18.0	0.053797606	wide	-2.922526310945734
14	31	False	True	40	40	19.0	0.061179485	wide	-2.793943358078399
14	31	False	True	41	41	20.0	0.07444708	wide	-2.597666741574941
14	31	False	True	42	42	21.0	0.09005956	wide	-2.4072840497524473
14	31	False	True	43	43	22.0	0.10147379	wide	-2.2879547404475096
14	31	False	True	44	44	23.0	0.09391905	wide	-2.3653220379449897
14	31	False	True	45	45	24.0	0.063273706	wide	-2.760285423174918
14	31	False	True	46	46	25.0	0.033079125	wide	-3.4088528602042922
14	31	False	True	47	47	26.0	0.026653476	wide	-3.624835705356035
14	31	False	True	48	48	27.0	0.039013352	wide	-3.243851332469593
14	31	False	True	49	49	28.0	0.05236098	wide	-2.9495936215380505
